timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
1777225992345000,1777225992193000,6620172,-0.14934556,0.103338555,-0.016350076,12.367237,2.4017309e-06
1777225992401000,1777225992245000,6620172,-0.14944084,0.10340558,-0.011298969,12.3672695,1.1469944e-06
1777225992449000,1777225992297000,6620172,-0.14977673,0.103338555,-0.039859697,12.367237,1.4274234e-05
1777225992505000,1777225992349000,6620172,-0.1497536,0.10340558,0.0027430356,12.3672695,6.759998e-08
1777225992553000,1777225992401000,6620172,-0.1495751,0.103338555,0.021183044,12.367237,4.0314526e-06
1777225992609000,1777225992453000,6620172,-0.14975439,0.10340558,-0.021262303,12.3672695,4.0616665e-06
1777225992657000,1777225992505000,6620172,-0.14966229,0.103338555,0.010929927,12.367237,1.0732956e-06
1777225992713000,1777225992557000,6620172,-0.14965247,0.10340558,0.0011637509,12.3672695,1.21675665e-08
1777225992761000,1777225992609000,6620172,-0.14976773,0.103338555,-0.013677612,12.367237,1.6807587e-06
1777225992817000,1777225992661000,6620172,-0.14968497,0.10340558,0.009814113,12.3672695,8.6533805e-07
1777225992865000,1777225992713000,6620172,-0.150358,0.103338555,-0.07986826,12.367237,5.731037e-05
1777225992921000,1777225992765000,6620172,-0.15003224,0.10340558,0.038633153,12.3672695,1.3409233e-05
1777225992969000,1777225992817000,6620172,-0.1501497,0.103338555,-0.01393871,12.367237,1.7455408e-06
1777225993025000,1777225992869000,6620172,-0.15050222,0.10340558,-0.041805863,12.3672695,1.5702111e-05
1777225993073000,1777225992921000,6620172,-0.15061803,0.103338555,-0.013743386,12.367237,1.6969626e-06
1777225993129000,1777225992973000,6620172,-0.15096943,0.10340558,-0.04167323,12.3672695,1.5602634e-05
1777225993177000,1777225993025000,6620172,-0.15088484,0.103338555,0.010039255,12.367237,9.0549867e-07
1777225993233000,1777225993077000,6620172,-0.15083821,0.10340558,0.0055296123,12.3672695,2.7470907e-07
1777225993281000,1777225993129000,6620172,-0.15079664,0.103338555,0.00493367,12.367237,2.1868804e-07
1777225993337000,1777225993181000,6620172,-0.15130813,0.10340558,-0.060659662,12.3672695,3.3058535e-05
1777225993385000,1777225993233000,6620172,-0.15094885,0.103338555,0.04263504,12.367237,1.6331202e-05
1777225993441000,1777225993285000,6620172,-0.15126504,0.10340558,-0.037497193,12.3672695,1.2632263e-05
