timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
1777225997993000,1777225997993000,0.49416918,0.005710488,0.26343566,8.755819,0.00088066317,5.0744634,0
1777225998001000,1777225998001000,0.49426782,0.0039261845,-0.0063439608,7.380618,6.058788e-07,5.1507235,0
1777225998097000,1777225998097000,0.49198368,0.0008773202,-0.0050899833,6.2155013,4.6314187e-07,5.8872566,0
1777225998193000,1777225998193000,0.4912719,0.0005166999,0.08573298,6.582367,0.00012407127,6.4017797,0
1777225998289000,1777225998289000,0.49167743,0.00037311763,-0.08663282,6.8995867,0.00012086465,6.770188,0
1777225998393000,1777225998393000,0.49133024,0.00029000445,0.112144366,7.109211,0.00019655812,7.00186,0
1777225998489000,1777225998489000,0.4914072,0.00024147473,-0.020444334,7.213046,6.4385e-06,7.119555,0
1777225998593000,1777225998593000,0.49132383,0.00020487186,0.092163205,7.234612,0.00013045399,7.1491976,0
1777225998689000,1777225998689000,0.49135736,0.00017968415,-0.033434704,7.1920795,1.7270224e-05,7.1134906,0
1777225998793000,1777225998793000,0.4912387,0.00015846807,0.033980228,7.0872846,1.8102153e-05,7.013689,0
1777225998889000,1777225998889000,0.49128252,0.00014264432,-0.012528293,6.957913,2.5064687e-06,6.887689,0
1777225998993000,1777225998993000,0.49121392,0.00012849674,0.06484784,6.7815433,6.8900124e-05,6.714908,0
1777225999089000,1777225999089000,0.4912826,0.000117441574,-0.0625578,6.601205,6.587145e-05,6.5383697,0
1777225999193000,1777225999193000,0.4912369,0.00010718809,0.10205825,6.3869104,0.00018120195,6.326095,0
1777225999289000,1777225999289000,0.49125358,9.893547e-05,-0.015905261,6.1794953,4.5486872e-06,6.1219215,0
1777225999393000,1777225999393000,0.49123043,9.109276e-05,0.08712968,5.947748,0.00014181991,5.8927517,0
1777225999497000,1777225999493000,0.4912006,8.414363e-05,0.030346595,5.7125387,1.7912173e-05,5.660149,0
1777225999593000,1777225999593000,0.4911671,7.842417e-05,0.12856126,5.4950433,0.00033420013,5.4449654,0
1777225999697000,1777225999697000,0.4911286,7.282283e-05,0.04778783,5.2613134,4.8227856e-05,5.2137666,0
1777225999793000,1777225999793000,0.49108687,6.81553e-05,0.048767664,5.0481796,5.234637e-05,5.0033965,0
1777225999889000,1777225999889000,0.49113736,6.387529e-05,-0.06575761,4.841672,9.923255e-05,4.79915,0
1777225999993000,1777225999993000,0.4911578,5.964732e-05,0.099413715,4.6231103,0.00023752857,4.582348,0
1777226000089000,1777226000089000,0.49124387,5.6056797e-05,-0.08285966,4.4275093,0.00017229961,4.3890934,1
1777226000193000,1777226000193000,0.49122164,5.248573e-05,0.09954197,4.220829,0.0002608388,4.1840343,1
1777226000289000,1777226000289000,0.49130416,4.9435315e-05,-0.0680222,4.0376577,0.00012732958,4.002878,1
1777226000393000,1777226000393000,0.4912588,4.6386907e-05,0.07539735,3.8448234,0.00016428325,3.8117304,1
1777226000489000,1777226000489000,0.49127328,4.3771648e-05,-0.10391195,3.6740289,0.00032654716,3.6428077,1
1777226000593000,1777226000593000,0.49126783,4.114597e-05,0.03734942,3.496461,4.4329885e-05,3.466733,1
1777226000689000,1777226000689000,0.4912877,3.8882667e-05,-0.06237011,3.339618,0.00012942367,3.311304,1
1777226000793000,1777226000793000,0.49129143,3.6601938e-05,0.100535095,3.1766026,0.000353533,3.1496873,1
1777226000889000,1777226000885000,0.49126676,3.463144e-05,-0.055738226,3.032134,0.000113845366,3.0065928,1
1777226000993000,1777226000993000,0.49118075,3.264223e-05,0.09186195,2.882221,0.0003253131,2.8580165,1
1777226001089000,1777226001089000,0.49122074,3.0917014e-05,-0.043531284,2.751059,7.653508e-05,2.7279959,1
