timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1777225992321000,1777225992321000,197388,0.21686183,0.008083892,0.42539117,0
1777225992453000,1777225992389000,197388,0.21488826,0.008312081,0.4301433,0
1777225992457000,1777225992457000,197388,0.21824186,0.0058121714,0.4265455,0
1777225992589000,1777225992525000,197388,0.21525313,0.010353759,0.42986435,0
1777225992593000,1777225992593000,197388,0.21245432,0.0037847084,0.42682695,0
1777225992725000,1777225992661000,197388,0.21472257,0.0089561865,0.43164006,0
1777225992729000,1777225992729000,197388,0.2173089,-0.0013078959,0.4392729,0
1777225992861000,1777225992797000,197388,0.2149112,0.008368676,0.42915925,0
1777225992865000,1777225992865000,197388,0.2154702,0.009054599,0.43274444,0
1777225992997000,1777225992933000,197388,0.21458633,0.007142397,0.4302639,0
1777225993001000,1777225993001000,197388,0.2084921,0.0027561663,0.43527567,0
1777225993133000,1777225993069000,197388,0.21521409,0.007407378,0.42856774,0
1777225993137000,1777225993137000,197388,0.21049225,0.011714392,0.42852727,0
1777225993269000,1777225993205000,197388,0.2143446,0.009126075,0.43085036,0
1777225993273000,1777225993273000,197388,0.2168917,0.009093131,0.42384702,0
1777225993405000,1777225993341000,197388,0.21464388,0.008765357,0.42966208,0
1777225993409000,1777225993409000,197388,0.21670175,0.011404696,0.42844877,0
1777225993541000,1777225993477000,197388,0.21708798,0.008520904,0.4299856,0
1777225993545000,1777225993545000,197388,0.21054552,0.013267406,0.4336319,0
1777225993677000,1777225993613000,197388,0.21556285,0.009008594,0.431041,0
1777225993681000,1777225993681000,197388,0.21813738,0.011101841,0.42647567,0
1777225993813000,1777225993749000,197388,0.2152504,0.008794227,0.43014488,0
1777225993817000,1777225993817000,197388,0.22198728,0.0036473924,0.43057385,0
1777225993949000,1777225993885000,197388,0.21595706,0.007858774,0.42980766,0
1777225993953000,1777225993953000,197388,0.20531973,0.012299954,0.42988986,0
1777225994085000,1777225994021000,197388,0.21492161,0.007932986,0.42832148,0
1777225994089000,1777225994089000,197388,0.20814829,0.0062115667,0.42942962,0
1777225994221000,1777225994157000,197388,0.21435161,0.008873361,0.4306798,0
1777225994225000,1777225994225000,197388,0.21573827,0.0056688413,0.42659232,0
1777225994357000,1777225994293000,197388,0.21436581,0.0082429275,0.4312367,0
1777225994361000,1777225994361000,197388,0.21456683,0.014696422,0.4283104,0
1777225994493000,1777225994429000,197388,0.2155752,0.008416042,0.42941654,0
1777225994497000,1777225994497000,197388,0.21492182,0.00078656117,0.42183998,0
1777225994629000,1777225994565000,197388,0.21504214,0.008135247,0.43079913,0
1777225994633000,1777225994633000,197388,0.21951592,0.0071672266,0.42925942,0
1777225994765000,1777225994701000,197388,0.21448392,0.00838716,0.42829034,0
1777225994769000,1777225994769000,197388,0.2131457,0.006520593,0.43101776,0
1777225994901000,1777225994837000,197388,0.2167319,0.0073144613,0.43091762,0
1777225994905000,1777225994905000,197388,0.21363498,0.0069164787,0.43242007,0
1777225995037000,1777225994973000,197388,0.21415085,0.009402452,0.43014258,0
1777225995041000,1777225995041000,197388,0.21443021,0.010296254,0.4262787,0
1777225995173000,1777225995109000,197388,0.21366476,0.00810623,0.43006256,0
1777225995177000,1777225995177000,197388,0.2103527,0.0011671963,0.43195885,0
1777225995309000,1777225995245000,197388,0.21454823,0.009178933,0.43058938,0
1777225995313000,1777225995313000,197388,0.2123575,0.0021775614,0.43217975,0
1777225995445000,1777225995381000,197388,0.2144722,0.008343854,0.42979705,0
1777225995449000,1777225995449000,197388,0.21759817,0.004070942,0.4175506,0
1777225995581000,1777225995517000,197388,0.21424936,0.009317856,0.42986152,0
1777225995585000,1777225995585000,197388,0.21711513,0.00847967,0.43779197,0
1777225995717000,1777225995653000,197388,0.21556316,0.008684048,0.42895886,0
1777225995721000,1777225995721000,197388,0.2185289,0.017241737,0.42785406,0
1777225995853000,1777225995789000,197388,0.21319622,0.008057529,0.4304653,0
1777225995857000,1777225995857000,197388,0.2121481,0.008180289,0.42591745,0
1777225995989000,1777225995925000,197388,0.21521313,0.008173546,0.4311413,0
1777225995993000,1777225995993000,197388,0.21530096,0.012800503,0.43387964,0
1777225996125000,1777225996061000,197388,0.21551883,0.0091627175,0.42892048,0
1777225996129000,1777225996129000,197388,0.21052398,0.0043471125,0.42640346,0
1777225996261000,1777225996197000,197388,0.21509889,0.008632872,0.42789537,0
1777225996265000,1777225996265000,197388,0.21647947,0.010288937,0.42734653,0
1777225996397000,1777225996333000,197388,0.21734801,0.005934536,0.4287309,0
1777225996401000,1777225996401000,197388,0.21934977,0.0021627329,0.43139946,0
1777225996533000,1777225996469000,197388,0.21665767,0.004679871,0.42811814,0
1777225996537000,1777225996537000,197388,0.2174612,0.0016077538,0.4309439,0
1777225996669000,1777225996605000,197388,0.216845,0.0039675385,0.42904505,0
1777225996673000,1777225996673000,197388,0.21422702,0.008343336,0.43970874,0
1777225996805000,1777225996741000,197388,0.21747747,0.005591399,0.42780393,0
1777225996809000,1777225996809000,197388,0.21800037,-0.0022121929,0.42107677,0
1777225996941000,1777225996877000,197388,0.21828699,0.0068509765,0.42808175,0
1777225996945000,1777225996945000,197388,0.21752362,0.0005746162,0.42594796,0
1777225997077000,1777225997013000,197388,0.21755442,0.006327126,0.43163216,0
1777225997081000,1777225997081000,197388,0.21775502,0.010241836,0.4293305,0
1777225997213000,1777225997149000,197388,0.21727753,0.0064558527,0.43030185,0
1777225997217000,1777225997217000,197388,0.2139787,0.007446915,0.4375104,0
1777225997349000,1777225997285000,197388,0.21567085,0.0058681723,0.42825177,0
1777225997353000,1777225997353000,197388,0.2170309,-0.001310683,0.41969347,0
1777225997485000,1777225997421000,197388,0.21519433,0.0069460077,0.4298948,0
1777225997489000,1777225997489000,197388,0.21060558,0.0017277088,0.42630073,0
1777225997621000,1777225997557000,197388,0.21577531,0.0077100047,0.43064585,0
1777225997625000,1777225997625000,197388,0.21419306,1.0916766e-05,0.4284998,0
1777225997757000,1777225997693000,197388,0.21419159,0.007091711,0.4292962,0
1777225997761000,1777225997761000,197388,0.2139308,0.012071414,0.43544877,0
1777225997893000,1777225997829000,197388,0.21274757,0.0064484393,0.43134052,0
1777225997897000,1777225997897000,197388,0.20845097,0.010344695,0.43058762,0
1777225998029000,1777225997965000,197388,0.21622525,0.00830408,0.4299951,0
1777225998033000,1777225998033000,197388,0.21104856,0.0013712671,0.42779908,0
1777225998165000,1777225998101000,197388,0.21436745,0.0058951774,0.43110168,0
1777225998169000,1777225998169000,197388,0.21913159,0.013631492,0.42684013,0
1777225998301000,1777225998237000,197388,0.21387911,0.0068782917,0.42971343,0
1777225998305000,1777225998305000,197388,0.21159807,-0.00081225083,0.4366604,0
1777225998437000,1777225998373000,197388,0.21164128,0.007141397,0.43101376,0
1777225998441000,1777225998441000,197388,0.20822343,-0.0007582373,0.43089816,0
1777225998573000,1777225998509000,197388,0.21164066,0.005918022,0.43252936,0
