timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777225992369000,89.49707,inf,0,217,12766,1024000,0,3,1,187
1777225993369000,403.2207,403.2207,0,217,3540,1024000,0,3,1,187
1777225994369000,702.501,351.2505,0,217,6830,1024000,0,3,1,187
1777225995369000,1004.7617,334.92056,0,217,7149,1024000,0,3,1,187
1777225996369000,1308.6309,327.1577,0,217,5534,1024000,0,3,1,187
1777225997369000,1609.4326,321.8865,0,217,7064,1024000,0,3,1,187
1777225998369000,1911.8652,318.6442,0,217,6754,1024000,0,3,1,187
1777225999369000,2217.8623,316.8375,0,217,3915,1024000,0,3,1,187
1777226000369000,2518.3057,314.78824,0,219,5831,1024000,0,3,1,187
1777226001369000,2821.3691,313.48544,0,219,5382,1024000,0,3,1,187
1777226002369000,3125.8643,312.58643,0,219,3477,1024000,0,3,1,187
1777226003369000,3425.0605,311.36914,0,220,6983,1024000,0,3,1,187
1777226004369000,3731.2812,310.9401,0,220,3597,1024000,0,3,1,187
1777226005369000,4031.92,310.14767,0,220,5534,1024000,0,3,1,187
1777226006369000,4336.4414,309.74582,0,221,3520,1024000,0,3,1,187
1777226007369000,4635.76,309.05063,0,221,6874,1024000,0,3,1,187
1777226008369000,4942.339,308.89618,0,221,3882,1024000,0,3,1,187
1777226009369000,5245.926,308.58386,0,221,3017,1024000,0,3,1,187
1777226010369000,5548.0547,308.22525,0,221,3520,1024000,0,3,1,187
1777226011369000,5847.373,307.75647,0,221,6830,1024000,0,3,1,187
1777226012369000,6153.1455,307.65726,0,221,3915,1024000,0,3,1,187
1777226013369000,6453.831,307.3253,0,222,5863,1024000,0,3,1,187
1777226014369000,6756.702,307.12283,0,222,5654,1024000,0,3,1,187
1777226015369000,7058.1465,306.87592,0,222,6754,1024000,0,3,1,187
1777226016369000,7360.627,306.6928,0,223,6820,1024000,0,3,1,187
1777226017369000,7666.5723,306.6629,0,225,3477,1024000,0,3,1,187
1777226018369000,7967.093,306.42664,0,225,5631,1024000,0,3,1,187
1777226019369000,8272.035,306.37167,0,225,3520,1024000,0,3,1,187
1777226020369000,8571.427,306.12238,0,225,6874,1024000,0,3,1,187
1777226021369000,8877.327,306.11475,0,225,3926,1024000,0,3,1,187
1777226022369000,9178.381,305.94604,0,225,5534,1024000,0,3,1,187
1777226023369000,9483.058,305.90506,0,225,3520,1024000,0,3,1,187
1777226024369000,9782.375,305.69922,0,225,6874,1024000,0,3,1,187
1777226025369000,10084.916,305.60352,0,225,7225,1024000,0,3,1,187
1777226026369000,10390.47,305.60205,0,228,5863,1024000,0,3,1,187
1777226027369000,10691.97,305.48486,0,228,6983,1024000,0,3,1,187
1777226028369000,10994.616,305.406,0,228,6830,1024000,0,3,1,187
1777226029369000,11296.993,305.32416,0,229,6820,1024000,0,3,1,187
1777226030369000,11600.884,305.2864,0,229,5820,1024000,0,3,1,187
1777226031369000,11904.94,305.25488,0,232,5654,1024000,0,3,1,187
1777226032369000,12206.384,305.1596,0,232,6754,1024000,0,3,1,187
1777226033369000,12508.823,305.09326,0,233,6754,1024000,0,3,1,187
1777226034369000,12814.682,305.11148,0,233,3806,1024000,0,3,1,187
1777226035369000,13115.619,305.0144,0,233,5534,1024000,0,3,1,187
1777226036369000,13420.2,305.00455,0,233,3477,1024000,0,3,1,187
1777226037369000,13719.593,304.87985,0,233,6874,1024000,0,3,1,187
1777226038369000,14025.365,304.89926,0,233,4035,1024000,0,3,1,187
1777226039369000,14326.503,304.8192,0,233,5863,1024000,0,3,1,187
1777226040369000,14628.173,304.7536,0,233,6863,1024000,0,3,1,187
1777226041369000,14930.606,304.70624,0,233,6973,1024000,0,3,1,187
1777226042369000,15237.0205,304.74042,0,233,3662,1024000,0,3,1,187
1777226043369000,15538.068,304.668,0,233,5820,1024000,0,3,1,187
1777226044369000,15840.959,304.63385,0,233,5534,1024000,0,3,1,187
1777226045369000,16141.978,304.5656,0,235,6830,1024000,0,3,1,187
1777226046369000,16444.625,304.5301,0,235,6754,1024000,0,3,1,187
1777226047369000,16747.26,304.49564,0,235,7149,1024000,0,3,1,187
1777226048369000,17053.988,304.5355,0,235,3122,1024000,0,3,1,187
1777226049369000,17352.81,304.43527,0,235,6863,1024000,0,3,1,187
1777226050369000,17658.73,304.46088,0,235,3477,1024000,0,3,1,187
1777226051369000,17959.117,304.3918,0,237,5960,1024000,0,3,1,187
1777226052369000,18261.486,304.3581,0,238,6021,1024000,0,3,1,187
1777226053369000,18562.82,304.30853,0,239,7032,1024000,0,3,1,187
1777226054369000,18868.828,304.33594,0,239,3477,1024000,0,3,1,187
1777226055369000,19168.135,304.2561,0,239,6951,1024000,0,3,1,187
1777226056369000,19474.139,304.28342,0,240,3477,1024000,0,3,1,187
1777226057369000,19777.418,304.26794,0,240,3002,1024000,0,3,1,187
1777226058369000,20075.787,304.1786,0,242,6874,1024000,0,3,1,187
1777226059369000,20378.768,304.1607,0,242,6929,1024000,0,3,1,187
1777226060369000,20684.816,304.18848,0,242,3806,1024000,0,3,1,187
1777226061369000,20985.871,304.14304,0,242,5534,1024000,0,3,1,187
1777226062369000,21286.695,304.09564,0,243,6982,1024000,0,3,1,187
1777226063369000,21589.477,304.07715,0,244,6754,1024000,0,3,1,187
