timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777225992369000,-0.00047928945,0,0,0,0,0,0,0,0,0,0
1777225992873000,-0.00046275472,0,0,0,0,0,0,0,0,0,0
1777225993377000,-0.00020200637,0,0,0,0,0,0,0,0,0,0
1777225993881000,3.170377e-05,0,0,0,0,0,0,0,0,0,0
1777225994385000,-0.00042494433,0,0,0,0,0,0,0,0,0,0
1777225994889000,-0.0006514559,0,0,0,0,0,0,0,0,0,0
1777225995393000,-0.0006296121,0,0,0,0,0,0,0,0,0,0
1777225995897000,-0.0008476592,0,0,0,0,0,0,0,0,0,0
1777225996401000,-0.002365684,0,0,0,0,0,0,0,0,0,0
1777225996905000,-0.008153303,0,0,0,0,0,0,0,0,0,0
1777225997413000,-0.008845575,0,0,0,0,0,0,0,0,0,0
1777225997917000,-0.009641956,0,0,0,0,0,0,0,0,0,0
1777225998421000,-0.01122952,0,0,0,0,0,0,0,0,0,0
1777225998925000,-0.0111085,0,0,0,0,0,0,0,0,0,0
1777225999429000,-0.010974505,0,0,0,0,0,0,0,0,0,0
1777225999933000,-0.011608348,0,0,0,0,0,0,0,0,0,0
1777226000437000,-0.011501877,0,0,0,0,0,0,0,0,0,0
1777226000941000,-0.011760243,0,0,0,0,0,0,0,0,0,0
1777226001445000,-0.012342433,0,0,0,0,0,0,0,0,0,0
1777226001949000,-0.012567217,0,0,0,0,0,0,0,0,0,0
1777226002457000,-0.01250735,0,0,0,0,0,0,0,0,0,0
1777226002961000,-0.01228351,0,0,0,0,0,0,0,0,0,0
1777226003465000,-0.012065598,0,0,0,0,0,0,0,0,0,0
1777226003969000,-0.012461866,0,0,0,0,0,0,0,0,0,0
1777226004473000,-0.017330205,0,0,0,0,0,0,0,0,0,0
1777226004977000,-0.02396113,0,0,0,0,0,0,0,0,0,0
1777226005481000,-0.027489966,0,0,0,0,0,0,0,0,0,0
1777226005985000,-0.026326004,0,0,0,0,0,0,0,0,0,0
1777226006489000,-0.02396488,0,0,0,0,0,0,0,0,0,0
1777226006993000,-0.021955742,0,0,0,0,0,0,0,0,0,0
1777226007497000,-0.019995067,0,0,0,0,0,0,0,0,0,0
1777226008005000,-0.018112918,0,0,0,0,0,0,0,0,0,0
1777226008509000,-0.017304633,0,0,0,0,0,0,0,0,0,0
1777226009013000,-0.016054712,0,0,0,0,0,0,0,0,0,0
1777226009517000,-0.014871519,0,0,0,0,0,0,0,0,0,0
1777226010021000,-0.01371426,0,0,0,0,0,0,0,0,0,0
