timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777225989765000,410,0,0,0,0,255,0
1777225991681000,176,0,0,0,0,255,0
1777225991685000,176,0,0,0,0,255,0
1777225992369000,400,0,0,0,0,255,0
