timestamp,tilt_limit,takeoff_state
1777225992369000,0.20943952,2
1777225993369000,0.20943952,4
1777225996377000,0.21103951,5
1777225996385000,0.21263951,5
1777225997377000,0.41103917,5
1777225998377000,0.6110409,5
1777225999249000,0.7853982,5
1777226087369000,0.78379816,3
1777226087377000,0.78219813,3
1777226088369000,0.5837948,3
1777226089369000,0.38379356,3
