timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
1777225992353000,1777225992195000,0.0006989068,0.00032288212,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992401000,1777225992247000,0.00042362855,0.0006202754,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992457000,1777225992299000,0.001069273,0.00071775797,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992505000,1777225992351000,0.00069346477,0.00048531528,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992561000,1777225992403000,0.0019727354,0.0007165493,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992609000,1777225992455000,0.00091353676,0.001912164,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992665000,1777225992507000,0.0004340036,0.0021036367,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992713000,1777225992559000,0.0015202882,0.0014915013,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992769000,1777225992611000,0.0009780948,0.0014837455,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992817000,1777225992663000,0.0015996351,2.238329e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992873000,1777225992715000,0.0015037191,0.00052275514,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992921000,1777225992767000,0.0022271664,0.0006793041,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225992977000,1777225992819000,0.0015762289,0.00037669946,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993025000,1777225992871000,0.00220903,0.0003747406,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993081000,1777225992923000,0.0006888605,0.0006718642,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993129000,1777225992975000,0.0009592988,0.0006316783,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993185000,1777225993027000,0.0009543104,0.0007291016,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993233000,1777225993079000,0.0015677568,0.00012411393,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993289000,1777225993131000,0.0009407164,7.7947494e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993337000,1777225993183000,0.00093582465,2.3165849e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993393000,1777225993235000,0.0010915105,0.0002760269,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993441000,1777225993287000,0.000675932,0.00027459156,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993497000,1777225993339000,0.00092944474,0.00077365193,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993545000,1777225993391000,0.0010838364,0.0014684815,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993601000,1777225993443000,0.0017724859,0.0020620418,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993649000,1777225993495000,0.001763269,0.00045219774,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993705000,1777225993547000,0.0010662592,0.00035276604,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993753000,1777225993599000,0.002370718,0.00035093166,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993809000,1777225993651000,0.0017410158,4.698275e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993857000,1777225993703000,0.00090784684,0.00084629905,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993913000,1777225993755000,0.002252583,0.00094260625,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225993961000,1777225993807000,0.0022223392,0.0018379733,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994017000,1777225993859000,0.0015203222,0.0013279275,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994065000,1777225993911000,0.0018255902,7.973483e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994121000,1777225993963000,0.0017065797,0.0005218761,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994169000,1777225994015000,0.0015029968,0.00038110628,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994225000,1777225994067000,0.0008524175,0.0007789048,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994273000,1777225994119000,0.0016534921,0.0007748545,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994329000,1777225994171000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994377000,1777225994223000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994433000,1777225994275000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994481000,1777225994327000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994537000,1777225994379000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994585000,1777225994431000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994641000,1777225994483000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994689000,1777225994535000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994745000,1777225994587000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994793000,1777225994639000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994849000,1777225994691000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994897000,1777225994743000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225994953000,1777225994795000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995001000,1777225994847000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995057000,1777225994899000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995105000,1777225994951000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995161000,1777225995003000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995209000,1777225995055000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995265000,1777225995107000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995313000,1777225995159000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995369000,1777225995211000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995417000,1777225995263000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995473000,1777225995315000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995521000,1777225995367000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995577000,1777225995419000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995625000,1777225995471000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995681000,1777225995523000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995729000,1777225995575000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995785000,1777225995627000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995833000,1777225995679000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995889000,1777225995731000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995937000,1777225995783000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225995993000,1777225995835000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225996041000,1777225995887000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225996097000,1777225995939000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225996145000,1777225995991000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
1777225996201000,1777225996043000,0.0005434483,0.0003308594,0.0,1,0,0,0,0,0,0,0,0,0,0,0
