timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1777225993269000,1777225993269000,6620428,95598.44,0.0,0
1777225994269000,1777225994269000,6620428,95596.125,0.0,0
1777225995269000,1777225995269000,6620428,95596.15,0.0,0
1777225996265000,1777225996265000,6620428,95598.97,0.0,0
1777225997269000,1777225997269000,6620428,95591.12,0.0,0
1777225998265000,1777225998265000,6620428,95579.38,0.0,0
1777225999269000,1777225999269000,6620428,95564.63,0.0,0
1777226000269000,1777226000269000,6620428,95545.93,0.0,0
1777226001269000,1777226001269000,6620428,95531.516,0.0,0
1777226002269000,1777226002269000,6620428,95513.266,0.0,0
1777226003269000,1777226003269000,6620428,95494.016,0.0,0
1777226004269000,1777226004269000,6620428,95478.72,0.0,0
1777226005269000,1777226005269000,6620428,95459.45,0.0,0
1777226006269000,1777226006269000,6620428,95445.55,0.0,0
1777226007269000,1777226007269000,6620428,95439.125,0.0,0
1777226008269000,1777226008269000,6620428,95431.8,0.0,0
1777226009269000,1777226009269000,6620428,95432.49,0.0,0
1777226010269000,1777226010269000,6620428,95429.47,0.0,0
1777226011269000,1777226011269000,6620428,95431.24,0.0,0
1777226012269000,1777226012269000,6620428,95429.9,0.0,0
1777226013269000,1777226013269000,6620428,95430.22,0.0,0
1777226014269000,1777226014269000,6620428,95428.555,0.0,0
1777226015269000,1777226015269000,6620428,95427.83,0.0,0
1777226016269000,1777226016269000,6620428,95427.914,0.0,0
1777226017269000,1777226017269000,6620428,95426.414,0.0,0
1777226018269000,1777226018269000,6620428,95428.34,0.0,0
1777226019269000,1777226019269000,6620428,95429.29,0.0,0
1777226020269000,1777226020269000,6620428,95427.52,0.0,0
1777226021269000,1777226021269000,6620428,95424.62,0.0,0
1777226022265000,1777226022265000,6620428,95426.11,0.0,0
1777226023265000,1777226023265000,6620428,95426.53,0.0,0
1777226024269000,1777226024269000,6620428,95428.48,0.0,0
1777226025269000,1777226025269000,6620428,95425.984,0.0,0
1777226026269000,1777226026269000,6620428,95427.234,0.0,0
1777226027269000,1777226027269000,6620428,95425.39,0.0,0
1777226028265000,1777226028265000,6620428,95428.54,0.0,0
1777226029269000,1777226029269000,6620428,95430.12,0.0,0
1777226030269000,1777226030269000,6620428,95427.305,0.0,0
1777226031269000,1777226031269000,6620428,95424.805,0.0,0
1777226032269000,1777226032269000,6620428,95407.37,0.0,0
1777226033269000,1777226033269000,6620428,95373.48,0.0,0
1777226034269000,1777226034269000,6620428,95341.586,0.0,0
1777226035269000,1777226035269000,6620428,95308.836,0.0,0
1777226036269000,1777226036269000,6620428,95287.305,0.0,0
1777226037269000,1777226037269000,6620428,95272.93,0.0,0
1777226038265000,1777226038265000,6620428,95268.4,0.0,0
1777226039269000,1777226039269000,6620428,95262.4,0.0,0
1777226040269000,1777226040269000,6620428,95258.875,0.0,0
1777226041269000,1777226041269000,6620428,95259.23,0.0,0
1777226042269000,1777226042269000,6620428,95259.1,0.0,0
1777226043269000,1777226043269000,6620428,95259.234,0.0,0
1777226044269000,1777226044269000,6620428,95261.39,0.0,0
1777226045269000,1777226045269000,6620428,95259.67,0.0,0
1777226046269000,1777226046269000,6620428,95259.56,0.0,0
1777226047265000,1777226047265000,6620428,95256.66,0.0,0
1777226048269000,1777226048269000,6620428,95256.35,0.0,0
1777226049269000,1777226049269000,6620428,95257.24,0.0,0
1777226050269000,1777226050269000,6620428,95258.84,0.0,0
1777226051265000,1777226051265000,6620428,95257.8,0.0,0
1777226052265000,1777226052265000,6620428,95257.31,0.0,0
1777226053269000,1777226053269000,6620428,95257.8,0.0,0
1777226054269000,1777226054269000,6620428,95255.1,0.0,0
1777226055269000,1777226055269000,6620428,95253.34,0.0,0
1777226056269000,1777226056269000,6620428,95254.9,0.0,0
1777226057269000,1777226057269000,6620428,95255.625,0.0,0
1777226058269000,1777226058269000,6620428,95255.19,0.0,0
1777226059269000,1777226059269000,6620428,95257.16,0.0,0
1777226060269000,1777226060269000,6620428,95271.65,0.0,0
1777226061269000,1777226061269000,6620428,95289.93,0.0,0
1777226062269000,1777226062269000,6620428,95304.65,0.0,0
1777226063269000,1777226063269000,6620428,95324.2,0.0,0
1777226064269000,1777226064269000,6620428,95341.76,0.0,0
1777226065269000,1777226065269000,6620428,95359.76,0.0,0
1777226066269000,1777226066269000,6620428,95375.234,0.0,0
1777226067269000,1777226067269000,6620428,95391.65,0.0,0
1777226068269000,1777226068269000,6620428,95406.99,0.0,0
1777226069269000,1777226069269000,6620428,95426.99,0.0,0
1777226070269000,1777226070269000,6620428,95442.2,0.0,0
1777226071269000,1777226071269000,6620428,95459.18,0.0,0
1777226072269000,1777226072269000,6620428,95477.98,0.0,0
1777226073269000,1777226073269000,6620428,95492.28,0.0,0
1777226074269000,1777226074269000,6620428,95508.27,0.0,0
1777226075269000,1777226075269000,6620428,95522.016,0.0,0
1777226076269000,1777226076269000,6620428,95533.914,0.0,0
1777226077269000,1777226077269000,6620428,95537.734,0.0,0
1777226078269000,1777226078269000,6620428,95546.805,0.0,0
1777226079269000,1777226079269000,6620428,95554.45,0.0,0
1777226080269000,1777226080269000,6620428,95562.24,0.0,0
1777226081269000,1777226081269000,6620428,95570.41,0.0,0
1777226082269000,1777226082269000,6620428,95576.59,0.0,0
1777226083269000,1777226083269000,6620428,95587.71,0.0,0
1777226084269000,1777226084269000,6620428,95595.06,0.0,0
1777226085269000,1777226085269000,6620428,95599.32,0.0,0
1777226086269000,1777226086269000,6620428,95598.9,0.0,0
1777226087269000,1777226087269000,6620428,95597.71,0.0,0
1777226088269000,1777226088269000,6620428,95597.69,0.0,0
1777226089269000,1777226089269000,6620428,95598.125,0.0,0
1777226090269000,1777226090269000,6620428,95597.75,0.0,0
