timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777225991601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225992601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225993601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225994185000,0,1,0,0,1,1,1,0,0,0,1,0
1777225994289000,0,0,0,0,1,0,1,0,0,0,1,0
1777225995289000,0,0,0,0,1,0,0,0,0,0,1,0
1777225996289000,0,0,0,0,1,0,0,0,0,0,1,0
1777225996377000,0,0,0,0,0,0,0,0,0,0,1,0
1777225997377000,0,0,0,0,0,0,0,1,0,0,1,0
1777225998377000,0,0,0,0,0,0,0,1,0,0,1,0
1777225999377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226000377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226001377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226002377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226003377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226004377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226005377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226006377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226007377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226008377000,0,0,0,0,0,0,0,1,0,1,1,0
1777226009377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226010377000,0,0,0,0,0,0,0,0,1,1,1,0
1777226011377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226012377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226013377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226014377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226015377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226016377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226017377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226018377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226019377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226020377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226021377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226022377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226023377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226024377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226025377000,0,0,0,0,0,0,0,0,1,0,1,0
1777226026377000,0,0,0,0,0,0,0,0,1,1,1,0
1777226027377000,0,0,0,0,0,0,0,0,0,0,1,0
1777226028377000,0,0,0,0,0,0,0,0,0,0,1,0
1777226029377000,0,0,0,0,0,0,0,0,0,0,1,0
1777226030377000,0,0,0,0,0,0,0,0,0,0,1,0
1777226031377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226032377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226033377000,0,0,0,0,0,0,0,1,0,0,1,0
1777226034377000,0,0,0,0,0,0,0,1,0,0,1,0
