timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1777225992201000,1777225992049000,1310988,0.00073989865,4.2779655e-05,0.0005995497,0.15,1.4559458e-07,1.4548642e-07,2.9780193e-07,1310988,-0.0013963331,0.006857566,0.0122547,0.4,8.585899e-05,9.53331e-05,8.622383e-06,197388,3.965296e-05,-0.00042699248,0.0008838606,0.5,1.1099004e-06,1.3746962e-06,0.00014100631,1,1,1,1,1,0
1777225993201000,1777225993049000,1310988,0.0007377716,4.111577e-05,0.00059199566,0.15,1.4565178e-07,1.4554698e-07,2.974529e-07,1310988,-0.0013961114,0.0068474715,0.012185446,0.4,8.592717e-05,9.539373e-05,8.622403e-06,197388,3.8660106e-05,-0.00042663843,0.00088392245,0.5,1.1094882e-06,1.3744555e-06,0.00014100573,1,1,1,1,1,0
1777225994201000,1777225994049000,1310988,0.00072918483,3.9142287e-05,0.0006004265,0.15,1.4570259e-07,1.4559461e-07,2.9672134e-07,1310988,-0.001389553,0.0068322155,0.012102113,0.4,8.599513e-05,9.5453666e-05,8.622453e-06,197388,3.8266633e-05,-0.00042876296,0.00088381406,0.5,1.1090478e-06,1.3742053e-06,0.000141005,1,1,1,1,1,0
1777225995201000,1777225995049000,1310988,0.0007213116,3.4468456e-05,0.0005991943,0.15,1.4638228e-07,1.463524e-07,2.9794728e-07,1310988,-0.0013825333,0.00682616,0.012010234,0.4,8.606321e-05,9.552333e-05,8.622502e-06,197388,3.7146383e-05,-0.00042856706,0.0008824646,0.5,1.1086156e-06,1.3741102e-06,0.00014100446,1,0,1,0,1,0
1777225996201000,1777225996049000,1310988,0.00071320444,3.6821468e-05,0.00060085027,0.15,1.4661231e-07,1.4665278e-07,2.995661e-07,1310988,-0.0013773943,0.0068202578,0.011908415,0.4,8.613169e-05,9.5594485e-05,8.61879e-06,197388,3.6401234e-05,-0.00042864704,0.0008823687,0.5,1.1082221e-06,1.3740502e-06,0.00014100355,1,0,1,0,1,0
1777225997201000,1777225997049000,1310988,0.000697599,4.3855252e-05,0.00059847167,0.15,1.4689331e-07,1.4697183e-07,3.006871e-07,1310988,-0.0013592673,0.006816735,0.011680453,0.4,8.619899e-05,9.566372e-05,8.618875e-06,197388,3.610229e-05,-0.0004281499,0.0008828245,0.5,1.1077989e-06,1.3739834e-06,0.00014099617,1,0,1,0,1,0
1777225998201000,1777225998049000,1310988,0.00069195864,7.599101e-05,0.00059634977,0.15,1.4689863e-07,1.4698854e-07,3.017647e-07,1310988,-0.0013221202,0.0068162098,0.011473201,0.4,8.626334e-05,9.572723e-05,8.618967e-06,197388,3.310156e-05,-0.00042785847,0.00088104646,0.5,1.1073541e-06,1.3739257e-06,0.00014099259,1,0,1,0,1,0
1777225999201000,1777225999049000,1310988,0.0006892975,0.0001067142,0.00059720984,0.15,1.4712319e-07,1.4713416e-07,3.03268e-07,1310988,-0.0013058714,0.006817512,0.011410921,0.4,8.633134e-05,9.5795214e-05,8.619078e-06,197388,3.2089225e-05,-0.00042827093,0.0008836542,0.5,1.1069486e-06,1.3738825e-06,0.00014098406,1,0,1,0,1,0
1777226000201000,1777226000049000,1310988,0.0006807485,0.00012534289,0.0005983351,0.15,1.4714152e-07,1.4707477e-07,3.0475795e-07,1310988,-0.0013030593,0.006816973,0.011360558,0.4,8.640043e-05,9.586598e-05,8.615406e-06,197388,3.2280324e-05,-0.00042866467,0.0008862521,0.5,1.1065624e-06,1.3738473e-06,0.00014097491,1,0,1,0,1,0
1777226001201000,1777226001049000,1310988,0.0006637795,0.000112077294,0.00059898704,0.15,1.4754393e-07,1.4743259e-07,3.057196e-07,1310988,-0.0012950902,0.006811638,0.0113242,0.4,8.6468266e-05,9.5936295e-05,8.615512e-06,197388,2.9729006e-05,-0.00042871077,0.0008865238,0.5,1.1061675e-06,1.3738069e-06,0.00014096922,1,0,1,0,1,0
