timestamp,control_power[0],control_power[1],control_power[2]
1777225992025000,1.6443553e-05,3.270394e-06,1.1810467e-07
1777225992525000,1.5557876e-05,3.8157004e-06,3.4786883e-08
1777225993025000,1.7468414e-05,4.321835e-06,8.611647e-08
1777225993525000,2.0405261e-05,5.3671106e-06,9.270602e-08
1777225994025000,1.3995783e-05,4.5256347e-06,9.446316e-08
1777225994525000,1.5141226e-05,3.8132052e-06,1.002972e-07
1777225995025000,3.4521858e-05,3.647587e-06,1.6988706e-07
1777225995525000,6.1157756e-05,8.553994e-06,9.822465e-08
1777225996025000,8.49879e-05,2.321655e-05,2.5324857e-07
1777225996525000,2.0996324e-05,1.556155e-05,1.0453016e-07
1777225997025000,6.90399e-06,8.597943e-06,1.00090816e-07
1777225997525000,5.002419e-06,1.4672686e-05,8.993991e-08
1777225998025000,7.1904865e-06,1.0971859e-05,5.576589e-08
1777225998525000,5.5595237e-06,1.0928981e-05,1.12063226e-07
1777225999025000,5.166987e-06,7.845558e-06,6.3629145e-08
1777225999525000,6.646462e-06,7.394905e-06,1.16145785e-07
1777226000025000,4.6475902e-06,9.89881e-06,1.8397515e-07
1777226000525000,6.9172356e-06,1.0160809e-05,4.2334474e-08
1777226001025000,6.9102766e-06,5.644607e-06,6.239891e-07
1777226001525000,4.9234727e-06,1.3497575e-05,2.540359e-07
1777226002025000,8.172404e-06,6.418564e-06,1.1862351e-07
1777226002525000,3.922612e-06,8.561108e-06,1.538422e-07
1777226003025000,6.7600977e-06,9.327593e-06,4.785984e-07
1777226003525000,4.6523423e-06,8.932468e-06,4.1844964e-07
1777226004025000,5.855655e-06,1.1362153e-05,3.1625615e-07
1777226004525000,5.465587e-06,8.582974e-06,1.7069841e-07
1777226005025000,4.5078295e-06,6.341417e-06,2.518117e-07
1777226005525000,1.1824647e-05,8.821371e-06,2.3893674e-07
1777226006025000,4.508674e-06,9.4280795e-06,6.134941e-08
1777226006525000,6.7748715e-06,1.39891235e-05,3.1727684e-08
1777226007025000,4.4153e-06,5.121631e-06,8.472782e-08
1777226007525000,5.4868233e-06,7.2820358e-06,2.1900928e-07
1777226008025000,5.621388e-06,1.6833237e-05,2.8898228e-07
1777226008525000,1.217658e-05,3.1982694e-05,7.828225e-05
1777226009025000,1.2535772e-05,3.9711722e-05,7.760876e-05
1777226009525000,5.704875e-06,3.096468e-05,7.2209514e-06
1777226010025000,5.086023e-06,2.6718966e-05,6.768336e-06
1777226010525000,6.1269043e-06,1.7094071e-05,6.6979084e-07
1777226011025000,4.492147e-06,3.31745e-05,1.0621051e-06
1777226011525000,4.503579e-06,2.1924185e-05,5.916574e-07
1777226012025000,4.4811964e-06,2.0431873e-05,2.8396278e-07
1777226012525000,8.639693e-06,1.579201e-05,6.141026e-08
1777226013025000,8.5818e-06,1.7054579e-05,2.3834194e-07
1777226013525000,5.2811847e-06,1.9704712e-05,2.0032115e-07
1777226014025000,4.4664466e-06,2.1359945e-05,1.5262769e-07
1777226014525000,3.865281e-06,2.1557253e-05,1.6321646e-07
1777226015025000,5.8642e-06,2.4116556e-05,2.0654095e-07
1777226015525000,5.135894e-06,1.4635874e-05,1.4393864e-07
1777226016025000,5.759434e-06,2.2129438e-05,3.1133948e-07
1777226016525000,7.790275e-06,1.7735025e-05,5.4507645e-08
1777226017025000,2.8489837e-06,2.2075868e-05,6.421552e-08
1777226017525000,6.1784704e-06,2.2535882e-05,1.9445233e-07
1777226018025000,6.987265e-06,2.141335e-05,7.909569e-08
1777226018525000,5.559871e-06,3.2091306e-05,1.200211e-07
1777226019025000,4.7225612e-06,2.2192604e-05,4.7357645e-08
1777226019525000,3.5169382e-06,2.036584e-05,9.75054e-08
1777226020025000,5.081675e-06,2.4445217e-05,2.1206745e-08
1777226020525000,6.314317e-06,2.5336754e-05,4.2913157e-08
1777226021025000,3.9614392e-06,2.5856032e-05,9.715665e-08
1777226021525000,4.052988e-06,2.2655708e-05,1.6018035e-07
1777226022025000,5.7930515e-06,1.549868e-05,6.724028e-08
1777226022525000,7.3715955e-06,1.2176058e-05,1.1047561e-07
1777226023025000,4.90151e-06,2.0872903e-05,1.0321746e-07
1777226023525000,3.477163e-06,2.0897425e-05,6.8506495e-08
1777226024025000,7.0533165e-06,2.3892006e-05,2.1639784e-07
1777226024525000,7.025143e-06,2.1898253e-05,1.0177383e-07
1777226025025000,7.8273915e-06,1.8033474e-05,2.9787134e-07
1777226025525000,6.469144e-06,2.5884305e-05,6.645984e-07
1777226026025000,5.597118e-06,2.4715551e-05,3.2892743e-07
1777226026525000,6.680286e-06,1.722613e-05,2.041578e-07
1777226027025000,6.294704e-06,2.5220283e-05,3.4202907e-07
1777226027525000,7.133729e-06,1.4427403e-05,1.6750288e-07
1777226028025000,6.9311372e-06,1.7872595e-05,4.8780553e-08
1777226028525000,5.7781426e-06,1.4613061e-05,2.4923054e-07
1777226029025000,6.256782e-06,5.9928834e-06,2.0745485e-07
1777226029525000,5.381168e-06,6.615246e-06,3.0071254e-07
1777226030025000,4.011687e-06,1.3788065e-05,1.2145644e-07
1777226030525000,3.1863633e-06,1.05279405e-05,8.1268894e-08
1777226031025000,4.6814507e-06,1.9614805e-05,1.392452e-07
1777226031525000,6.6873786e-06,1.0010675e-05,2.021614e-07
1777226032025000,6.1405253e-06,8.202913e-06,2.2024115e-07
1777226032525000,7.4325494e-06,9.029384e-06,1.6247112e-07
1777226033025000,5.523352e-06,4.8159113e-06,4.9569504e-08
1777226033525000,7.36301e-06,5.717354e-06,1.4035292e-07
1777226034025000,6.698563e-06,8.765327e-06,2.0214216e-07
1777226034525000,3.5515905e-06,7.774085e-06,1.2323373e-07
1777226035025000,8.419272e-06,1.0721981e-05,1.0138166e-07
1777226035525000,4.964482e-06,9.021874e-06,1.3954707e-07
1777226036025000,5.909728e-06,1.7085182e-05,5.22196e-08
1777226036525000,8.1247945e-06,6.1136648e-06,1.3605253e-07
1777226037025000,7.363948e-06,5.5201294e-06,1.6917113e-07
1777226037525000,6.2511494e-06,9.436893e-06,2.0191439e-07
1777226038025000,6.13858e-06,5.644055e-06,4.4257803e-07
1777226038525000,5.812483e-06,4.8598913e-06,4.7103904e-07
1777226039025000,8.017406e-06,1.0728257e-05,3.0006538e-07
1777226039525000,1.8225748e-05,3.192798e-05,0.00022193103
1777226040025000,3.749793e-05,3.277146e-05,0.00059687736
1777226040525000,1.8472474e-05,2.0773128e-05,0.0002267976
1777226041025000,4.408264e-05,2.6837275e-05,0.00037331798
1777226041525000,0.00010947493,2.3969467e-05,0.0006798811
1777226042025000,3.1245283e-05,2.2645743e-05,0.00016288199
1777226042525000,4.3377448e-05,1.29946675e-05,0.0003105981
1777226043025000,9.141511e-05,1.2250867e-05,0.0010386711
1777226043525000,2.2439515e-05,1.565605e-05,0.00025937948
1777226044025000,1.5296702e-05,2.1273972e-05,0.00020652407
1777226044525000,2.259244e-05,2.2259546e-05,0.00036644854
1777226045025000,2.4718567e-05,1.9284524e-05,0.00030892537
1777226045525000,1.6472626e-05,2.1328628e-05,0.00011637122
1777226046025000,1.2341224e-05,2.2876044e-05,8.479899e-05
1777226046525000,8.2325705e-06,1.6348116e-05,5.953367e-06
1777226047025000,1.0859079e-05,1.7877379e-05,4.1718645e-06
1777226047525000,5.523252e-06,2.3116594e-05,2.8880356e-07
1777226048025000,3.6934537e-06,2.0098754e-05,8.346595e-07
1777226048525000,9.784312e-06,1.7972108e-05,3.5620633e-07
1777226049025000,6.5844206e-06,1.7583145e-05,1.0299816e-07
1777226049525000,7.294436e-06,2.0245307e-05,3.5750986e-08
1777226050025000,4.602679e-06,1.8176372e-05,3.8119776e-07
1777226050525000,5.8026703e-06,1.955717e-05,1.5457199e-07
1777226051025000,6.616108e-06,1.669818e-05,1.0210906e-07
1777226051525000,5.787923e-06,2.1673868e-05,2.6658955e-07
1777226052025000,3.6817617e-06,1.8405086e-05,4.922281e-07
1777226052525000,2.6930347e-06,1.5207375e-05,1.8926775e-07
1777226053025000,4.9221735e-06,1.3734482e-05,1.205223e-07
1777226053525000,8.912793e-06,2.1558279e-05,1.201059e-07
1777226054025000,5.6358786e-06,2.3445504e-05,4.2856487e-07
1777226054525000,5.6042118e-06,2.6036261e-05,2.04087e-07
1777226055025000,4.7296835e-06,2.2117378e-05,7.495739e-08
1777226055525000,4.9240116e-06,2.38465e-05,8.176919e-08
1777226056025000,6.257618e-06,2.576204e-05,2.641537e-07
1777226056525000,7.051635e-06,2.4012046e-05,5.261381e-07
1777226057025000,4.4562194e-06,8.326933e-06,1.220371e-07
1777226057525000,7.471929e-06,1.0799732e-05,2.0950381e-07
1777226058025000,4.9241507e-06,1.282804e-05,5.6911506e-07
1777226058525000,5.818851e-06,8.3033265e-06,3.608724e-07
1777226059025000,1.3521298e-05,9.30864e-06,9.241371e-05
1777226059525000,4.4959044e-05,1.2402321e-05,0.0006648801
