timestamp,speed_up,speed_down,want_takeoff
1777225993329000,3.6000001,1.8000001,1
1777225994329000,3.6000001,1.8000001,1
1777225995329000,3.6000001,1.8000001,1
1777225996329000,3.6000001,1.8000001,1
1777225997329000,3.6000001,1.8000001,1
1777225998329000,3.6000001,1.8000001,1
1777225999329000,3.6000001,1.8000001,1
1777226000329000,3.6000001,1.8000001,1
1777226001329000,3.6000001,1.8000001,1
1777226002329000,3.6000001,1.8000001,1
1777226003329000,3.6000001,1.8000001,1
1777226004329000,3.6000001,1.8000001,1
1777226005329000,3.6000001,1.8000001,1
1777226006329000,3.6000001,1.8000001,1
1777226007329000,3.6000001,1.8000001,1
1777226008329000,3.6000001,1.8000001,0
1777226009329000,3.6000001,1.8000001,0
1777226010329000,3.6000001,1.8000001,0
1777226011329000,3.6000001,1.8000001,0
1777226012329000,3.6000001,1.8000001,0
1777226013329000,3.6000001,1.8000001,0
1777226014329000,3.6000001,1.8000001,0
1777226015329000,3.6000001,1.8000001,0
1777226016329000,3.6000001,1.8000001,0
1777226017329000,3.6000001,1.8000001,0
1777226018329000,3.6000001,1.8000001,0
1777226019329000,3.6000001,1.8000001,0
1777226020329000,3.6000001,1.8000001,0
1777226021329000,3.6000001,1.8000001,0
1777226022329000,3.6000001,1.8000001,0
1777226023329000,3.6000001,1.8000001,0
1777226024329000,3.6000001,1.8000001,0
1777226025329000,3.6000001,1.8000001,0
1777226026329000,3.6000001,1.8000001,0
1777226027329000,3.6000001,1.8000001,0
1777226028329000,3.6000001,1.8000001,0
1777226029329000,3.6000001,1.8000001,0
1777226030329000,3.6000001,1.8000001,0
1777226031329000,3.6000001,1.8000001,1
1777226032329000,3.6000001,1.8000001,1
1777226033329000,3.6000001,1.8000001,1
1777226034329000,3.6000001,1.8000001,1
1777226035329000,3.6000001,1.8000001,1
1777226036329000,3.6000001,1.8000001,1
1777226037329000,3.6000001,1.8000001,1
1777226038329000,3.6000001,1.8000001,1
1777226039329000,3.6000001,1.8000001,0
1777226040329000,3.6000001,1.8000001,0
1777226041329000,3.6000001,1.8000001,0
1777226042329000,3.6000001,1.8000001,0
1777226043329000,3.6000001,1.8000001,0
1777226044329000,3.6000001,1.8000001,0
1777226045329000,3.6000001,1.8000001,0
1777226046329000,3.6000001,1.8000001,0
1777226047329000,3.6000001,1.8000001,0
1777226048329000,3.6000001,1.8000001,0
1777226049329000,3.6000001,1.8000001,0
1777226050329000,3.6000001,1.8000001,0
1777226051329000,3.6000001,1.8000001,0
1777226052329000,3.6000001,1.8000001,0
1777226053329000,3.6000001,1.8000001,0
1777226054329000,3.6000001,1.8000001,0
1777226055329000,3.6000001,1.8000001,0
1777226056329000,3.6000001,1.8000001,0
1777226057329000,3.6000001,1.8000001,0
1777226058329000,3.6000001,1.8000001,0
1777226059329000,3.6000001,1.8000001,0
1777226060329000,3.6000001,1.8000001,0
1777226061329000,3.6000001,1.8000001,0
1777226062329000,3.6000001,1.8000001,0
1777226063329000,3.6000001,1.8000001,0
1777226064329000,3.6000001,1.8000001,0
1777226065329000,3.6000001,1.8000001,0
1777226066329000,3.6000001,1.8000001,0
1777226067329000,3.6000001,1.8000001,0
1777226068329000,3.6000001,1.8000001,0
1777226069329000,3.6000001,1.8000001,0
1777226070329000,3.6000001,1.8000001,0
1777226071329000,3.6000001,1.8000001,0
1777226072329000,3.6000001,1.8000001,0
1777226073329000,3.6000001,1.8000001,0
1777226074329000,3.6000001,1.8000001,0
1777226075329000,3.6000001,1.8000001,0
1777226076329000,3.6000001,1.8000001,0
1777226077329000,3.6000001,1.8000001,0
1777226078329000,3.6000001,1.8000001,0
1777226079329000,3.6000001,1.8000001,0
1777226080329000,3.6000001,1.8000001,0
1777226081329000,3.6000001,1.8000001,0
1777226082329000,3.6000001,1.8000001,0
1777226083329000,3.6000001,1.8000001,0
1777226084329000,3.6000001,1.8000001,0
1777226085329000,3.6000001,1.8000001,0
1777226086329000,3.6000001,1.8000001,0
1777226087329000,3.6000001,1.8000001,0
1777226088329000,3.6000001,1.8000001,0
1777226089329000,3.6000001,1.8000001,0
1777226090329000,3.6000001,1.8000001,0
