timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
1777226083117000,0,0,0,0,0,0
1777226083621000,0,0,0,0,0,0
1777226084125000,0,0,0,0,0,0
1777226084629000,0,0,0,0,0,0
1777226085133000,0,0,0,0,0,0
1777226085637000,0,0,0,0,0,0
1777226086145000,0,0,0,0,0,0
1777226086649000,0,0,0,0,0,0
1777226087153000,0,0,0,0,0,0
1777226087657000,0,0,0,0,0,0
1777226088161000,0,0,0,0,0,0
1777226088665000,0,0,0,0,0,0
1777226089169000,0,0,0,0,0,0
1777226089673000,0,0,0,0,0,0
1777226090177000,0,0,0,0,0,0
