timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
1777225992369000,0.0,0.0,0.0
1777225992373000,0.0,0.0,0.0
1777225992569000,0.0,0.0,0.0
1777225992769000,0.0,0.0,0.0
1777225992969000,0.0,0.0,0.0
1777225993169000,0.0,0.0,0.0
1777225993369000,0.0,0.0,0.0
1777225993569000,0.0,0.0,0.0
1777225993769000,0.0,0.0,0.0
1777225993969000,0.0,0.0,0.0
1777225994169000,0.0,0.0,0.0
1777225994369000,-0.000762393,-6.081763e-05,-4.2500582e-05
1777225994569000,-0.0014172264,-8.5981505e-05,-5.4933156e-05
1777225994769000,-0.0022844227,-0.00016671942,-9.873777e-05
1777225994969000,-0.0032362202,-0.00031219338,-0.00012257116
1777225995169000,-0.0040634503,-0.000528712,-8.7574364e-05
1777225995369000,-0.004833685,-0.00076691294,-0.0001063089
1777225995569000,-0.0056289583,-0.0012866514,-0.00014503862
1777225995769000,-0.0063889725,-0.0019791943,-0.000103815844
1777225995969000,-0.0070679598,-0.0026423882,-3.5364992e-05
1777225996165000,-0.0072232266,-0.0030215923,-4.5557386e-05
1777225996369000,-0.0052051735,-0.0021414936,-8.630689e-05
1777225996569000,-0.0036869415,-0.0015622909,-8.2588325e-05
1777225996769000,-0.0028103287,-0.0011725669,-5.6027973e-05
1777225996969000,-0.0022467927,-0.0008995635,-3.172943e-05
1777225997169000,-0.0017740409,-0.00065984536,-6.093146e-05
1777225997369000,-0.0013925853,-0.00049405673,-1.7124057e-05
1777225997569000,-0.0010520205,-0.00038089853,-2.0432066e-05
1777225997765000,-0.0008476228,-0.00027506397,5.3872664e-06
1777225997965000,-0.00063390785,-0.0002607919,2.8360835e-05
1777225998169000,-0.0004826643,-0.00016602543,-2.1180476e-05
1777225998369000,-0.0003969736,-0.00010205173,-2.1993292e-05
1777225998569000,-0.00025366887,-0.00013312188,-9.777175e-07
1777225998769000,-0.00026578884,-9.5868956e-05,6.35991e-06
1777225998969000,-0.00014501814,-7.364328e-05,-9.002169e-06
1777225999169000,-0.00011295605,-8.531993e-05,-3.477169e-05
1777225999369000,-1.1917306e-05,-0.00012171337,-6.001064e-06
1777225999569000,-3.968319e-05,-5.596597e-05,1.1950249e-06
1777225999769000,2.0082356e-05,-5.8220317e-05,-5.8927944e-05
1777225999969000,2.0813916e-06,-6.4314234e-05,-6.520278e-05
1777226000165000,3.7494687e-05,-4.4987923e-05,-3.880335e-05
1777226000369000,2.291134e-05,-1.680167e-05,-7.164626e-05
1777226000569000,-2.009654e-05,-1.5885233e-05,-8.426298e-05
1777226000769000,6.679797e-05,4.3477194e-06,-9.695914e-05
1777226000965000,-2.5019574e-05,8.537675e-06,3.4415447e-05
1777226001169000,-8.426561e-05,-4.0142295e-05,9.235803e-05
1777226001369000,-5.2566007e-05,-3.0943316e-05,7.803996e-05
1777226001565000,-3.8012397e-05,-1.6044594e-05,5.3484957e-05
1777226001765000,2.3649387e-05,1.595882e-05,3.327859e-05
1777226001969000,7.613815e-06,-2.4313936e-06,-1.7006902e-05
1777226002169000,6.63033e-05,6.1109815e-05,-4.3236934e-05
1777226002369000,3.8935243e-05,7.590908e-06,-2.4712315e-05
1777226002569000,4.4918124e-06,6.078297e-05,4.7727637e-05
1777226002769000,-3.004118e-05,-1.1927593e-06,1.7443206e-05
1777226002969000,1.1201191e-05,3.795705e-05,-5.4626486e-05
1777226003169000,6.344825e-05,2.4215095e-05,-0.00013586039
1777226003369000,0.000104475745,7.1909203e-06,-6.91814e-05
1777226003569000,-1.6754724e-05,-9.751781e-06,-8.492127e-06
1777226003769000,-6.529953e-05,-1.4212456e-05,6.726748e-05
1777226003969000,-5.6534962e-05,7.078279e-06,2.5402645e-05
1777226004169000,-1.5722831e-05,-1.10278315e-05,-2.6081963e-05
1777226004369000,4.157034e-05,4.197927e-05,-2.6849073e-06
1777226004569000,1.3806934e-05,4.6609643e-05,4.9296777e-05
1777226004769000,-3.420283e-05,6.272833e-05,1.42133995e-05
1777226004969000,4.992337e-06,-9.738775e-06,-5.6315945e-05
1777226005169000,-6.8969907e-06,6.252244e-07,1.5656862e-05
1777226005369000,-3.6044064e-05,-1.3522803e-05,1.6829323e-05
1777226005569000,3.4901754e-05,-9.429983e-06,6.552513e-07
1777226005769000,2.5645593e-05,-3.7289316e-05,2.9871959e-05
1777226005969000,-6.0759066e-05,-1.2322293e-05,4.265499e-05
1777226006165000,-7.3262534e-05,-8.24556e-05,3.120721e-05
1777226006365000,-3.0436855e-05,1.4665733e-05,1.1053979e-05
1777226006565000,-1.659586e-05,9.232554e-06,3.9211245e-05
1777226006769000,1.8906203e-05,3.1636937e-05,4.613095e-05
1777226006969000,-7.317487e-06,2.1783357e-05,3.2085118e-05
1777226007169000,3.2751323e-06,5.6553554e-06,3.567852e-05
1777226007369000,4.3068292e-05,-3.1137257e-05,-4.2669988e-05
1777226007569000,7.2046e-05,-3.165678e-05,-4.7271722e-05
1777226007769000,8.163419e-06,2.3393454e-06,-5.9328464e-05
1777226007969000,0.00017541708,0.00028223707,5.9748516e-05
1777226008169000,-4.7707555e-05,-0.0014824293,-0.0007725929
1777226008369000,0.0008011185,-0.002753333,-0.0017262417
1777226008569000,0.0008090879,-0.002653026,-0.0007557419
1777226008765000,-4.617161e-05,-0.0019911642,0.00031009005
1777226008965000,-0.0006729991,6.316242e-05,0.00092618703
1777226009169000,-0.0007991339,0.0014515634,0.0009118663
1777226009369000,-0.0004232184,0.0018216856,0.00052745565
1777226009569000,-4.1309308e-05,0.0016767364,0.00012455761
1777226009769000,0.0001291555,0.0014143642,-0.00015725616
1777226009969000,0.00018194733,0.0018478429,-0.00019815874
1777226010169000,0.00013148607,0.0027717398,-0.00014889387
1777226010365000,4.8315636e-05,0.0027564352,-3.5827088e-05
1777226010569000,-1.9831166e-05,0.0022947688,0.00013100893
1777226010769000,-1.1726401e-05,0.0006718455,0.00018783295
1777226010969000,-5.8693946e-05,-0.00097268686,0.00014040747
1777226011169000,-5.2972562e-05,-0.0013346806,9.426392e-06
1777226011369000,0.00012564556,-0.0012059554,-3.0914023e-05
1777226011569000,9.2629656e-05,-0.000992945,1.7951554e-05
1777226011769000,5.2448235e-05,-0.00092845585,5.9464972e-05
1777226011969000,-3.6156853e-05,-0.0008104951,6.508561e-05
1777226012169000,-1.3602239e-06,-0.00068075286,5.7286794e-05
1777226012369000,-2.2779255e-05,-0.0006338241,7.019775e-05
1777226012569000,5.8599475e-05,-0.0005471124,4.335064e-05
1777226012769000,-2.306866e-05,-0.00039972906,-2.1423239e-05
1777226012969000,3.371947e-06,-0.00022642243,5.0184055e-05
1777226013169000,-5.7893496e-05,-0.00018427827,6.720108e-05
1777226013369000,-3.381607e-05,-4.3490632e-05,3.2760838e-06
1777226013569000,1.3239573e-05,8.846215e-05,1.8639103e-05
1777226013769000,-4.5240966e-05,9.821613e-05,2.2248967e-05
1777226013969000,-3.5624627e-05,0.00013664202,6.762965e-05
1777226014169000,-8.9730805e-05,0.00026743574,3.3476636e-06
1777226014369000,-9.792295e-05,0.00035493312,1.5455138e-05
1777226014569000,-0.0001433339,0.00035949255,4.8034126e-05
1777226014769000,-3.7784189e-06,0.00021798613,-2.305344e-06
1777226014969000,6.6163724e-05,0.00018074704,-2.2821074e-05
1777226015169000,0.00017240591,-1.0124395e-05,-2.6023365e-05
1777226015369000,0.000109626235,-7.4155265e-05,-4.1901247e-05
1777226015569000,7.725206e-06,-8.257333e-05,-8.474832e-05
1777226015769000,-2.0286438e-05,-4.364298e-05,-5.8370197e-06
1777226015969000,-4.507294e-05,3.2047978e-05,5.093633e-05
1777226016169000,-9.797648e-05,3.4117693e-07,5.6583154e-05
1777226016369000,-5.6801917e-05,4.8979644e-05,5.322663e-05
1777226016569000,-6.30236e-05,7.132237e-06,1.871355e-05
1777226016769000,-2.7755246e-05,-2.8149336e-05,3.7042482e-05
1777226016969000,-4.5022403e-05,2.0025396e-05,-6.5533453e-07
1777226017169000,3.836258e-05,2.609022e-05,-7.460267e-05
1777226017365000,3.3623917e-05,-4.922545e-05,-4.77852e-05
1777226017569000,-1.3558451e-06,1.1558845e-05,-2.9225752e-05
1777226017769000,1.1002007e-05,6.0699138e-05,2.6238843e-06
1777226017969000,-2.4793717e-05,8.114136e-05,1.9659365e-05
1777226018169000,-3.893918e-05,9.589497e-05,1.057834e-05
1777226018369000,-2.2264294e-05,2.7117978e-05,5.774875e-05
1777226018569000,6.1022813e-05,-3.67418e-05,3.539992e-05
1777226018769000,4.6269393e-05,5.4509666e-05,1.586162e-05
1777226018969000,3.8583366e-05,6.3066414e-05,1.9461091e-05
1777226019169000,-4.2458156e-05,-1.3899165e-05,-2.6902473e-05
1777226019369000,4.1133724e-05,6.0112903e-05,-4.261376e-07
1777226019569000,-1.6493306e-05,0.000101301266,-1.6312724e-05
1777226019769000,-4.2246582e-05,0.000113275586,-2.1257736e-05
