timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777227498757000,1777227498603000,1777227498605000,0,-487.987,0.5625,-0.037872314,-0.025255071,0.5754802,9.9694975e-05,-4.9663904e-05,0,0,1
1777227498813000,1777227498655000,1777227498661000,0,-487.998,0.5625,-0.026733398,-0.025394334,0.57550925,4.96725e-05,-4.9664715e-05,0,0,1
1777227498861000,1777227498707000,1777227498709000,0,-488.008,0.5625,-0.016662598,-0.024571778,0.5754802,1.929812e-05,-4.6804093e-05,0,0,1
1777227498917000,1777227498759000,1777227498765000,0,-488.008,0.5625,-0.016845703,-0.023843959,0.57550925,1.972359e-05,-4.425303e-05,0,0,1
1777227498965000,1777227498811000,1777227498813000,0,-488.008,0.5625,-0.016967773,-0.023196202,0.5754802,2.0011485e-05,-4.1969404e-05,0,0,1
1777227499021000,1777227498863000,1777227498869000,0,-488.008,0.5625,-0.017089844,-0.022620965,0.57550925,2.029943e-05,-3.992803e-05,0,0,1
1777227499069000,1777227498915000,1777227498917000,0,-488.008,0.5625,-0.017089844,-0.022099918,0.5754802,2.0300455e-05,-3.8079055e-05,0,0,1
1777227499125000,1777227498967000,1777227498973000,0,-488.013,0.5625,-0.012207031,-0.021167979,0.57550925,1.0356853e-05,-3.5467543e-05,0,0,1
1777227499173000,1777227499019000,1777227499021000,0,-487.997,0.5625,-0.02835083,-0.021844624,0.5754802,5.5867746e-05,-3.73893e-05,0,0,1
1777227499229000,1777227499071000,1777227499077000,0,-488.005,0.5625,-0.02041626,-0.021710068,0.57550925,2.897077e-05,-3.659625e-05,0,0,1
1777227499277000,1777227499123000,1777227499125000,0,-488.023,0.5625,-0.0025024414,-0.019900654,0.5754802,4.3526867e-07,-3.3189783e-05,0,0,1
1777227499333000,1777227499175000,1777227499181000,0,-488.01,0.5625,-0.016204834,-0.019552497,0.57550925,1.8251429e-05,-3.1782547e-05,0,0,1
1777227499381000,1777227499227000,1777227499229000,0,-488.001,0.5625,-0.025421143,-0.020105341,0.5754802,4.4917928e-05,-3.3019936e-05,0,0,1
1777227499437000,1777227499279000,1777227499285000,0,-488.001,0.5625,-0.025604248,-0.020623354,0.57550925,4.5565037e-05,-3.4201723e-05,0,0,1
1777227499485000,1777227499331000,1777227499333000,0,-488.01,0.5625,-0.016571045,-0.020241614,0.5754802,1.9086636e-05,-3.2777836e-05,0,0,1
1777227499541000,1777227499383000,1777227499389000,0,-488.012,0.5625,-0.014770508,-0.01972622,0.57550925,1.5163468e-05,-3.111851e-05,0,0,1
1777227499589000,1777227499435000,1777227499437000,0,-488.016,0.5625,-0.010864258,-0.018891398,0.5754802,8.204077e-06,-2.8959905e-05,0,0,1
1777227499645000,1777227499487000,1777227499493000,0,-488.011,0.5625,-0.016418457,-0.01865844,0.57550925,1.8735805e-05,-2.7996764e-05,0,0,1
1777227499693000,1777227499539000,1777227499541000,0,-488.011,0.5625,-0.01663208,-0.018467551,0.5754802,1.9227495e-05,-2.7170674e-05,0,0,1
1777227499749000,1777227499591000,1777227499597000,0,-488.004,0.5625,-0.023956299,-0.018984606,0.57550925,3.9888448e-05,-2.8368726e-05,0,0,1
1777227499797000,1777227499643000,1777227499645000,0,-487.998,0.5625,-0.02999878,-0.020022174,0.5754802,6.255136e-05,-3.158883e-05,0,0,1
1777227499853000,1777227499695000,1777227499701000,0,-487.994,0.5625,-0.034088135,-0.021347228,0.57550925,8.076332e-05,-3.622121e-05,0,0,1
1777227499901000,1777227499747000,1777227499749000,0,-488.0,0.5625,-0.027954102,-0.021969615,0.5754802,5.431511e-05,-3.7925707e-05,0,0,1
1777227499957000,1777227499799000,1777227499805000,0,-488.003,0.5625,-0.025054932,-0.02226026,0.57550925,4.3630895e-05,-3.8463153e-05,0,0,1
1777227500005000,1777227499851000,1777227499853000,0,-487.999,0.5625,-0.029052734,-0.02290013,0.5754802,5.8668313e-05,-4.0366536e-05,0,0,1
1777227500061000,1777227499903000,1777227499909000,0,-487.993,0.5625,-0.03515625,-0.024054693,0.57550925,8.590388e-05,-4.4656284e-05,0,0,1
1777227500109000,1777227499955000,1777227499957000,0,-487.991,0.5625,-0.03677368,-0.025252858,0.5754802,9.399479e-05,-4.9304115e-05,0,0,1
1777227500165000,1777227500007000,1777227500013000,0,-487.992,0.5625,-0.03552246,-0.026220284,0.57550925,8.7702865e-05,-5.292139e-05,0,0,1
1777227500213000,1777227500059000,1777227500061000,0,-487.995,0.5625,-0.032318115,-0.026794719,0.5754802,7.25975e-05,-5.4774937e-05,0,0,1
1777227500269000,1777227500111000,1777227500117000,0,-487.986,0.5625,-0.0413208,-0.028163118,0.57550925,0.000118671145,-6.0794144e-05,0,0,1
1777227500317000,1777227500163000,1777227500165000,0,-488.008,0.5625,-0.01889038,-0.0272896,0.5754802,2.4803388e-05,-5.740371e-05,0,0,1
1777227500373000,1777227500215000,1777227500221000,0,-488.004,0.5625,-0.02319336,-0.02690372,0.57550925,3.7388236e-05,-5.5518194e-05,0,0,1
1777227500421000,1777227500267000,1777227500269000,0,-488.005,0.5625,-0.022216797,-0.0264622,0.5754802,3.430777e-05,-5.352011e-05,0,0,1
1777227500477000,1777227500319000,1777227500325000,0,-488.001,0.5625,-0.026397705,-0.026456123,0.57550925,4.843285e-05,-5.3040876e-05,0,0,1
1777227500525000,1777227500371000,1777227500373000,0,-487.998,0.5625,-0.02935791,-0.02672948,0.5754802,5.9907314e-05,-5.3687716e-05,0,0,1
1777227500581000,1777227500423000,1777227500429000,0,-487.993,0.5625,-0.034362793,-0.02744856,0.57550925,8.207003e-05,-5.6361412e-05,0,0,1
1777227500629000,1777227500475000,1777227500477000,0,-488.005,0.5625,-0.022125244,-0.026947087,0.5754802,3.4025594e-05,-5.4257314e-05,0,0,1
1777227500685000,1777227500527000,1777227500533000,0,-487.979,0.5625,-0.048339844,-0.028962346,0.57550925,0.00016241202,-6.4445805e-05,0,0,1
1777227500733000,1777227500579000,1777227500581000,0,-487.99,0.5625,-0.036834717,-0.029703947,0.5754802,9.430707e-05,-6.725882e-05,0,0,1
