timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1777227498785000,32767,32767,32767,32767,32767,32767,32767
1777227498789000,32767,32767,32767,32767,32767,32767,32767
1777227498793000,32767,32767,32767,32767,32767,32767,32767
1777227498797000,32767,32767,32767,32767,32767,32767,32767
1777227498801000,32767,32767,32767,32767,0,32767,32767
1777227498805000,32767,32767,32767,32767,32767,32767,32767
1777227498809000,32767,32767,32767,32767,32767,32767,32767
1777227498813000,32767,32767,32767,32767,32767,32767,32767
1777227498817000,32767,32767,32767,32767,32767,32767,32767
1777227498821000,32767,32767,32767,32767,32767,32767,32767
1777227498825000,32767,32767,32767,32767,32767,32767,32767
1777227498829000,32767,32767,32767,32767,32767,32767,32767
1777227498833000,32767,32767,32767,32767,32767,32767,32767
1777227498837000,32767,32767,32767,32767,32767,32767,32767
1777227498841000,32767,32767,32767,32767,32767,32767,32767
1777227498845000,32767,32767,32767,32767,32767,32767,32767
1777227498849000,32767,32767,32767,32767,32767,32767,32767
1777227498853000,32767,32767,32767,32767,32767,32767,32767
1777227498857000,32767,32767,32767,32767,-40,32767,32767
1777227498861000,32767,32767,32767,32767,32767,32767,32767
1777227498865000,32767,32767,32767,32767,32767,32767,32767
1777227498869000,32767,32767,32767,32767,32767,32767,32767
1777227498873000,32767,32767,32767,32767,32767,32767,32767
1777227498877000,32767,32767,32767,32767,32767,32767,32767
1777227498881000,32767,32767,32767,32767,32767,32767,32767
1777227498885000,32767,32767,32767,32767,32767,32767,32767
1777227498889000,32767,32767,32767,32767,32767,32767,32767
1777227498893000,32767,32767,32767,32767,32767,32767,32767
1777227498897000,32767,32767,32767,32767,32767,-40,32767
1777227498901000,32767,32767,32767,32767,32767,-40,32767
1777227498905000,32767,32767,32767,32767,0,32767,32767
1777227498909000,32767,32767,32767,32767,32767,32767,32767
1777227498913000,32767,32767,32767,32767,32767,32767,32767
1777227498917000,32767,32767,32767,32767,32767,32767,32767
1777227498921000,32767,32767,32767,32767,32767,32767,32767
1777227498925000,32767,32767,32767,32767,32767,32767,32767
1777227498929000,32767,32767,32767,32767,32767,32767,32767
1777227498933000,32767,32767,32767,32767,32767,32767,32767
1777227498937000,32767,32767,32767,32767,32767,32767,32767
1777227498941000,32767,32767,32767,32767,32767,32767,32767
1777227498945000,32767,32767,32767,32767,32767,32767,32767
1777227498949000,32767,32767,32767,32767,32767,32767,32767
1777227498953000,32767,32767,32767,32767,32767,32767,32767
1777227498957000,32767,32767,32767,32767,0,32767,32767
1777227498961000,32767,32767,32767,32767,32767,32767,32767
1777227498965000,32767,32767,32767,32767,32767,32767,32767
1777227498969000,32767,32767,32767,32767,32767,32767,32767
1777227498973000,32767,32767,32767,32767,32767,32767,32767
1777227498977000,32767,32767,32767,32767,32767,32767,32767
1777227498981000,32767,32767,32767,32767,32767,32767,32767
1777227498985000,32767,32767,32767,32767,32767,32767,32767
1777227498989000,32767,32767,32767,32767,32767,32767,32767
1777227498993000,32767,32767,32767,32767,32767,32767,32767
1777227498997000,32767,32767,32767,32767,32767,32767,32767
1777227499001000,32767,32767,32767,32767,32767,32767,32767
1777227499005000,32767,32767,32767,32767,32767,32767,32767
1777227499009000,32767,32767,32767,32767,32767,32767,32767
1777227499013000,32767,32767,32767,32767,-40,32767,32767
1777227499017000,32767,32767,32767,32767,32767,32767,32767
1777227499021000,32767,32767,32767,32767,32767,32767,32767
1777227499025000,32767,32767,32767,32767,32767,32767,32767
1777227499029000,32767,32767,32767,32767,32767,0,32767
1777227499033000,32767,32767,32767,32767,32767,0,32767
1777227499037000,32767,32767,32767,32767,32767,32767,32767
1777227499041000,32767,32767,32767,32767,32767,32767,32767
1777227499045000,32767,32767,32767,32767,32767,32767,32767
1777227499049000,32767,32767,32767,32767,32767,32767,32767
1777227499053000,32767,32767,32767,32767,32767,32767,32767
1777227499057000,32767,32767,32767,32767,32767,32767,32767
1777227499061000,32767,32767,32767,32767,32767,32767,32767
1777227499065000,32767,32767,32767,32767,-40,32767,32767
1777227499069000,32767,32767,32767,32767,32767,32767,32767
1777227499073000,32767,32767,32767,32767,32767,32767,32767
1777227499077000,32767,32767,32767,32767,32767,32767,32767
1777227499081000,32767,32767,32767,32767,32767,32767,32767
1777227499085000,32767,32767,32767,32767,32767,32767,32767
1777227499089000,32767,32767,32767,32767,32767,32767,32767
1777227499093000,32767,32767,32767,32767,32767,32767,32767
1777227499097000,32767,32767,32767,32767,32767,32767,32767
1777227499101000,32767,32767,32767,32767,32767,32767,32767
1777227499105000,32767,32767,32767,32767,32767,32767,32767
1777227499109000,32767,32767,32767,32767,32767,32767,32767
1777227499113000,32767,32767,32767,32767,0,32767,32767
1777227499117000,32767,32767,32767,32767,32767,32767,32767
1777227499121000,32767,32767,32767,32767,32767,32767,32767
1777227499125000,32767,32767,32767,32767,32767,32767,32767
1777227499129000,32767,32767,32767,32767,32767,32767,32767
1777227499133000,32767,32767,32767,32767,32767,32767,32767
1777227499137000,32767,32767,32767,32767,32767,32767,32767
1777227499141000,32767,32767,32767,32767,32767,32767,32767
1777227499145000,32767,32767,32767,32767,32767,32767,32767
1777227499149000,32767,32767,32767,32767,32767,32767,32767
1777227499153000,32767,32767,32767,32767,32767,32767,32767
1777227499157000,32767,32767,32767,32767,32767,32767,32767
1777227499161000,32767,32767,32767,32767,32767,32767,32767
1777227499165000,32767,32767,32767,32767,32767,32767,32767
