timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
1777227498785000,1777227498785000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227498789000,1777227498789000,0.0019999999,0.0,0.0019999999,1.1641532e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227498885000,1777227498885000,0.0,0.002,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227498985000,1777227498985000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499085000,1777227499085000,0.0017726813,0.0,9.854857e-05,0.0021287699,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499185000,1777227499185000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499285000,1777227499285000,0.00152145,0.00047854977,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499385000,1777227499385000,1.1641532e-10,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499485000,1777227499485000,0.0013985998,0.001248853,0.0009501083,0.0004024386,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499585000,1777227499585000,0.0006173112,0.001498386,2.910383e-11,0.0018843026,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499685000,1777227499685000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499785000,1777227499785000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499885000,1777227499885000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227499985000,1777227499985000,0.00020628932,0.002160507,0.0013093393,0.0003238641,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500085000,1777227500085000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500185000,1777227500185000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500285000,1777227500285000,0.0,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500385000,1777227500385000,0.0027788852,0.01272594,0.0056886664,0.009577319,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500481000,1777227500481000,0.016498825,0.024433333,0.020562764,0.022784794,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500585000,1777227500585000,0.034477904,0.041002586,0.036416024,0.03975503,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500685000,1777227500685000,0.04834938,0.060490485,0.05753696,0.0528126,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500785000,1777227500785000,0.072755255,0.076493375,0.076004006,0.07515784,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500885000,1777227500885000,0.09238531,0.09883307,0.09511162,0.09697525,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227500985000,1777227500985000,0.119573265,0.12001334,0.12085672,0.1188291,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501085000,1777227501085000,0.1407488,0.14747111,0.14292961,0.14371325,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501185000,1777227501185000,0.17016812,0.1734957,0.17122774,0.17159815,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501285000,1777227501285000,0.19500823,0.20420593,0.19914518,0.19708455,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501385000,1777227501385000,0.22541803,0.23736155,0.23166263,0.22900695,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501485000,1777227501485000,0.2580223,0.26568887,0.2645083,0.25976345,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501585000,1777227501585000,0.2934562,0.30225366,0.29533204,0.2986717,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501685000,1777227501685000,0.3090023,0.32018355,0.3162526,0.31290632,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501785000,1777227501785000,0.32092735,0.33215278,0.3284071,0.32419565,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501885000,1777227501885000,0.32759854,0.342157,0.33897236,0.33030403,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227501985000,1777227501985000,0.34052145,0.35397634,0.35210004,0.34314036,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502085000,1777227502085000,0.34860963,0.3651159,0.3591262,0.3533508,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502185000,1777227502185000,0.36486772,0.37647438,0.37118533,0.36903924,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502285000,1777227502285000,0.37191918,0.39048973,0.3825799,0.3784309,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502385000,1777227502385000,0.38909853,0.4035636,0.40071443,0.3899467,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502485000,1777227502485000,0.40082678,0.4153149,0.41155303,0.40240303,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502585000,1777227502585000,0.41443774,0.43287146,0.42702723,0.4208322,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502685000,1777227502685000,0.42954734,0.44286054,0.44522315,0.42733547,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502785000,1777227502785000,0.44465408,0.46293604,0.45992783,0.4468423,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502885000,1777227502885000,0.45725107,0.47728556,0.47579613,0.45845082,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227502985000,1777227502985000,0.48014438,0.49169204,0.49439526,0.4761199,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503085000,1777227503085000,0.49649838,0.50256175,0.503391,0.49480522,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503185000,1777227503185000,0.5114151,0.5142359,0.5115755,0.51428115,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503285000,1777227503285000,0.51875806,0.5173246,0.5186982,0.5166932,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503385000,1777227503385000,0.5481522,0.547,0.5468173,0.5495371,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503481000,1777227503481000,0.539066,0.539896,0.53736115,0.54231054,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503585000,1777227503585000,0.5394512,0.5354719,0.5401573,0.5365018,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503685000,1777227503685000,0.5330441,0.5307155,0.5349353,0.52888954,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503785000,1777227503785000,0.5327105,0.5324771,0.5336423,0.531391,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503885000,1777227503885000,0.52282715,0.5327866,0.5247896,0.5304029,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227503985000,1777227503985000,0.5287638,0.5324478,0.5298852,0.52962124,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504085000,1777227504085000,0.52926207,0.52271366,0.5306472,0.5190392,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504185000,1777227504185000,0.5279712,0.5289614,0.53066784,0.52656794,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504285000,1777227504285000,0.52101266,0.5258315,0.5191456,0.5279555,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504385000,1777227504385000,0.5303535,0.5257772,0.5278853,0.5268212,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504485000,1777227504485000,0.52024335,0.5241489,0.5201996,0.5258408,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504585000,1777227504585000,0.5254332,0.52786446,0.5296741,0.52548367,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504681000,1777227504681000,0.51819247,0.5238028,0.52080137,0.5211889,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504785000,1777227504785000,0.51596963,0.51489323,0.5166058,0.51471734,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504881000,1777227504881000,0.4973099,0.4902254,0.49898395,0.48837313,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227504985000,1777227504985000,0.50260127,0.49458835,0.4976921,0.4974684,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505085000,1777227505085000,0.49587646,0.49190766,0.49188757,0.49605697,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505185000,1777227505185000,0.49851757,0.49697888,0.49882045,0.49823657,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505285000,1777227505285000,0.4945024,0.49288133,0.49176037,0.495885,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505385000,1777227505385000,0.4966517,0.4984656,0.49611017,0.4979339,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505485000,1777227505485000,0.49253523,0.4932219,0.49177295,0.49378088,nan,nan,nan,nan,nan,nan,nan,nan,0
1777227505585000,1777227505585000,0.49342206,0.5008184,0.4929269,0.50054246,nan,nan,nan,nan,nan,nan,nan,nan,0
