timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777227498785000,-0.00034071546,0.0003818809,-9.4642724e-05,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777227498793000,-8.731149e-11,0.0,9.094947e-13,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227498985000,0.00032752688,-0.0025237182,0.00023795426,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227499185000,0.00041185424,-0.0013709452,0.00021761577,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227499385000,-0.0013916551,-0.0011996748,4.2796004e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227499585000,5.820766e-11,1.1641532e-10,0.0005822576,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227499785000,0.0026525198,-0.0015459266,-9.5779586e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227499985000,-1.1641532e-10,8.731149e-11,7.2759576e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227500185000,-0.0007257558,-0.0015784604,-5.6077217e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227500385000,-4.656613e-10,4.656613e-10,-5.020411e-10,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227500585000,-1.5133992e-09,-1.1641532e-09,2.0809239e-09,0.0,0.0,-3.7252903e-09,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227500785000,-4.4237822e-09,1.2805685e-09,-1.7462298e-09,0.0,0.0,-7.450581e-09,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227500985000,4.0745363e-09,-1.2805685e-09,5.3660187e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227501185000,1.2456439e-08,-1.8626451e-09,2.8376235e-09,0.0,0.0,-1.4901161e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227501385000,1.3504177e-08,-2.7939677e-09,-9.080395e-09,0.0,0.0,-1.4901161e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227501585000,-1.9790605e-08,1.3504177e-08,-2.3574103e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227501785000,-2.0489097e-08,-7.683411e-09,1.2834789e-08,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227501985000,3.3527613e-08,-3.8417056e-09,6.708433e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227502185000,-2.561137e-08,3.0267984e-09,8.032657e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227502385000,2.3283064e-08,8.8475645e-09,-1.071021e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227502585000,-1.1175871e-08,-3.7252903e-09,1.672015e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227502785000,-2.4214387e-08,-1.2572855e-08,-3.2014214e-10,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227502985000,-1.9557774e-08,-1.6298145e-09,-1.0448275e-08,0.0,0.0,2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227503185000,-6.9921953e-09,-1.0011718e-08,1.204171e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227503385000,2.1304004e-08,2.2933818e-08,-5.0349627e-09,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227503585000,6.530172e-09,-7.683411e-09,-1.4901161e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227503785000,5.378388e-08,1.0477379e-08,-1.0571966e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227503985000,-8.20728e-08,-2.6426278e-08,1.2863893e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227504185000,7.124618e-08,-1.618173e-08,6.6211214e-10,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227504385000,-5.1804818e-08,2.2584572e-08,6.4610504e-09,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227504585000,-2.4912879e-08,1.3969839e-08,2.2351742e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227504785000,1.4726538e-08,2.3515895e-08,3.959576e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227504985000,-2.3283064e-09,-1.8859282e-08,-2.81143e-08,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227505185000,-2.910383e-09,-2.6077032e-08,7.3050614e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227505385000,-1.0870281e-08,8.614734e-09,-9.080395e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227505585000,2.0008883e-08,7.450581e-09,7.916242e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227505785000,1.1365046e-08,8.265488e-09,1.2922101e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227505985000,-9.313226e-10,1.7025741e-09,2.0911102e-08,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227506185000,-2.7706847e-08,-1.2223609e-08,1.3795216e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227506385000,2.6833732e-08,7.727067e-09,2.3661414e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227506585000,3.958121e-09,-1.0419171e-08,2.5844201e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227506785000,-1.2296368e-09,2.3283064e-09,-4.132744e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227506985000,-2.3283064e-09,-9.313226e-09,-5.9226295e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227507185000,-1.3969839e-08,-1.0506483e-08,3.2159733e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227507385000,-2.4330802e-08,3.958121e-09,2.2118911e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227507585000,-4.749745e-08,1.3969839e-09,-5.0640665e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227507785000,9.167707e-09,1.1990778e-08,-5.500624e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227507985000,-2.6775524e-08,3.3178367e-09,-6.1118044e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227508185000,-3.3411197e-08,-1.1641532e-08,-1.1641532e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227508385000,-2.0721927e-08,8.381903e-09,-1.3562385e-08,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227508585000,1.6647391e-08,-1.0244548e-08,3.259629e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227508777000,1.6065314e-08,2.9802322e-08,7.508788e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227508985000,-1.0128133e-08,-1.46683306e-08,4.656613e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227509185000,2.3574103e-09,-7.6470315e-09,3.0413503e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227509385000,-9.662472e-09,4.656613e-09,2.5465852e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227509585000,-8.1490725e-09,-6.0535967e-09,-1.0652002e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227509785000,-2.5494955e-08,9.313226e-10,1.2711098e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227509985000,-1.3940735e-08,-2.0954758e-08,-8.440111e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227510185000,-1.3562385e-08,-1.1175871e-08,-5.7043508e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227510385000,1.8859282e-08,2.3283064e-10,-6.4319465e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227510585000,7.916242e-09,5.355105e-09,2.1500455e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227510785000,-7.1013346e-09,1.2398232e-08,5.820766e-10,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227510985000,-1.9790605e-08,-1.97615e-08,1.0302756e-08,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227511185000,3.0267984e-09,-1.8626451e-08,2.086017e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227511385000,-2.9569492e-08,-3.0267984e-08,-2.0874722e-08,0.0,0.0,-5.9604645e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227511577000,1.3737008e-08,1.3737008e-08,2.8405339e-08,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227511785000,-2.8230716e-09,-3.0267984e-09,4.5511115e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227511985000,-3.396417e-08,6.0535967e-09,-5.2677933e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227512185000,1.4202669e-08,-1.36788e-08,1.8626451e-09,0.0,0.0,-2.9802322e-08,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777227512385000,4.0745363e-08,-3.259629e-09,8.702045e-09,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
