timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1777227498785000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227499289000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227499793000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227500297000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227500309000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227500321000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227500825000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227501329000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227501833000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227502337000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227502841000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227503345000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227503849000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227504353000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227504857000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227505361000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227505865000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227506369000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227506873000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227507377000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227507881000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227508385000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227508889000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227509393000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227509897000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227510401000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227510905000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227511409000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227511913000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227512421000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227512925000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227513033000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227513045000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227513549000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227514053000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227514557000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227514845000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227515349000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227515853000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227516357000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227516861000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227517365000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227517869000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227518373000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227518877000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227519381000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227519885000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227520389000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227520893000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227521397000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227521901000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227522405000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227522909000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227523413000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227523917000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227524421000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227524925000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227525429000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227525933000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227526437000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227526941000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227527445000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227527949000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227528453000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227528957000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227529461000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227529965000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227530469000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227530973000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227531477000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227531981000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227532485000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227532989000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227533493000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227533997000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227534501000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227535005000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227535509000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227536013000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227536517000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227537021000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227537525000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227538029000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227538533000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227539037000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227539541000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227540045000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227540549000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227541053000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227541557000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227542061000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227542565000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227543069000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227543573000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227544077000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227544581000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227545085000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227545589000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227546093000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227546597000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227547101000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227547605000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227548109000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227548613000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227549117000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227549621000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227550125000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227550629000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227551133000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227551637000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227552141000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227552645000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227552657000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227552921000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227553425000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227553677000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227554181000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227554685000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227555189000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227555693000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227556197000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227556701000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227557205000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227557709000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227558213000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227558717000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227559221000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227559725000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227560229000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227560733000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227561233000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227561737000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227562241000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227562745000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227563249000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227563753000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227564257000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227564761000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227565265000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227565769000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227566273000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227566777000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227567281000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227567785000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227568289000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227568793000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227569297000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227569801000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227570305000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227570809000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227571313000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227571817000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227572321000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227572825000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227573329000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227573833000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227574333000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227574837000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227575341000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227575845000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227576349000,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227576565000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1777227577069000,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
