timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1777227498761000,1777227498761000,197388,0.21976803,0.009068371,0.43246728,0
1777227498893000,1777227498829000,197388,0.2152226,0.013156521,0.4290348,0
1777227498897000,1777227498897000,197388,0.225973,0.017226886,0.43120247,0
1777227499029000,1777227498965000,197388,0.2147808,0.012805871,0.42922866,0
1777227499033000,1777227499033000,197388,0.20454113,0.016319094,0.42568746,0
1777227499165000,1777227499101000,197388,0.21557723,0.014206232,0.42934257,0
1777227499169000,1777227499169000,197388,0.21628979,0.010292219,0.4278074,0
1777227499301000,1777227499237000,197388,0.21469104,0.013311431,0.42912367,0
1777227499305000,1777227499305000,197388,0.21656144,0.018543541,0.42533344,0
1777227499437000,1777227499373000,197388,0.21485864,0.013268428,0.4301108,0
1777227499441000,1777227499441000,197388,0.21041821,0.0133685805,0.4235699,0
1777227499573000,1777227499509000,197388,0.2146314,0.01319045,0.4310221,0
1777227499577000,1777227499577000,197388,0.22355503,0.013050333,0.4315224,0
1777227499709000,1777227499645000,197388,0.21310833,0.013230428,0.42971572,0
1777227499713000,1777227499713000,197388,0.21623631,0.008417854,0.43954867,0
1777227499845000,1777227499781000,197388,0.21419638,0.012343334,0.4285345,0
1777227499849000,1777227499849000,197388,0.22742969,0.017374465,0.4284776,0
1777227499981000,1777227499917000,197388,0.21617503,0.012935178,0.42876506,0
1777227499985000,1777227499985000,197388,0.21413743,0.015020444,0.43544906,0
1777227500117000,1777227500053000,197388,0.21378624,0.012479809,0.42971358,0
1777227500121000,1777227500121000,197388,0.20953123,0.01618061,0.437512,0
1777227500253000,1777227500189000,197388,0.21528855,0.012815776,0.4300012,0
1777227500257000,1777227500257000,197388,0.21602441,0.010451484,0.4328136,0
1777227500389000,1777227500325000,197388,0.2123693,0.012267711,0.43026617,0
1777227500393000,1777227500393000,197388,0.21939358,0.011988412,0.4281491,0
1777227500529000,1777227500529000,197388,0.21375005,0.016698034,0.4322433,0
1777227500661000,1777227500597000,197388,0.2141868,0.014201829,0.43038458,0
1777227500665000,1777227500665000,197388,0.21752724,0.011340512,0.43375355,0
1777227500797000,1777227500733000,197388,0.21447589,0.011763376,0.4301637,0
1777227500801000,1777227500801000,197388,0.2189188,0.018760359,0.42709544,0
1777227500933000,1777227500869000,197388,0.21632418,0.01362858,0.4293468,0
1777227500937000,1777227500937000,197388,0.21150805,0.015877271,0.42004183,0
1777227501069000,1777227501005000,197388,0.21505742,0.012851083,0.42833778,0
1777227501073000,1777227501073000,197388,0.20241961,0.018186685,0.43044436,0
1777227501209000,1777227501209000,197388,0.2151072,0.0122066215,0.43143255,0
1777227501341000,1777227501277000,197388,0.21410663,0.014794224,0.430068,0
1777227501345000,1777227501345000,197388,0.21648762,0.005743115,0.4320962,0
1777227501477000,1777227501413000,197388,0.21656446,0.013801544,0.4295045,0
1777227501481000,1777227501481000,197388,0.20900777,0.012395644,0.42219555,0
1777227501613000,1777227501549000,197388,0.21530727,0.013352188,0.43092853,0
1777227501617000,1777227501617000,197388,0.21492594,0.010933198,0.42107335,0
1777227501749000,1777227501685000,197388,0.21410263,0.014594066,0.42919704,0
1777227501753000,1777227501753000,197388,0.21044667,0.015902728,0.42268294,0
1777227501885000,1777227501821000,197388,0.21427938,0.013165774,0.43075767,0
1777227501889000,1777227501889000,197388,0.21611972,0.012113355,0.42955157,0
1777227502021000,1777227501957000,197388,0.21447606,0.0128244115,0.4304687,0
1777227502025000,1777227502025000,197388,0.20934512,0.013906293,0.42804083,0
1777227502157000,1777227502093000,197388,0.21573825,0.012462649,0.42838076,0
1777227502161000,1777227502161000,197388,0.20854764,0.018172104,0.43169734,0
1777227502293000,1777227502229000,197388,0.21482205,0.014463584,0.43064824,0
1777227502297000,1777227502297000,197388,0.21113588,0.012870332,0.42290935,0
1777227502429000,1777227502365000,197388,0.21274804,0.013472769,0.42989317,0
1777227502433000,1777227502433000,197388,0.2047911,0.017339258,0.42751363,0
1777227502565000,1777227502501000,197388,0.21554413,0.012864248,0.4293235,0
1777227502569000,1777227502569000,197388,0.2150991,0.006210447,0.43009332,0
1777227502701000,1777227502637000,197388,0.21593004,0.013188724,0.43103346,0
1777227502705000,1777227502705000,197388,0.21638454,0.006157255,0.42909107,0
1777227502837000,1777227502773000,197388,0.21447945,0.013751268,0.43080544,0
1777227502841000,1777227502841000,197388,0.2135976,0.013228628,0.42775166,0
1777227502973000,1777227502909000,197388,0.21504192,0.011379796,0.42843652,0
1777227502977000,1777227502977000,197388,0.22113687,0.010964958,0.4246086,0
1777227503109000,1777227503045000,197388,0.21536988,0.010853169,0.43007353,0
1777227503113000,1777227503113000,197388,0.21718067,0.021060016,0.42464435,0
1777227503245000,1777227503181000,197388,0.21383265,0.017639035,0.42875326,0
1777227503249000,1777227503249000,197388,0.21538204,0.0152739845,0.42632505,0
1777227503381000,1777227503317000,197388,0.21612784,0.020874185,0.4297957,0
1777227503385000,1777227503385000,197388,0.2268543,0.021574436,0.43119568,0
1777227503517000,1777227503453000,197388,0.21557511,0.020476514,0.42904085,0
1777227503521000,1777227503521000,197388,0.2066806,0.024028743,0.42777348,0
1777227503653000,1777227503589000,197388,0.21509136,0.017175175,0.42972052,0
1777227503657000,1777227503657000,197388,0.22009525,0.020652425,0.42688435,0
1777227503789000,1777227503725000,197388,0.21355917,0.0134175895,0.42867437,0
1777227503793000,1777227503793000,197388,0.21503977,0.014529594,0.4323053,0
1777227503925000,1777227503861000,197388,0.21469697,0.013840756,0.4307144,0
1777227503929000,1777227503929000,197388,0.21562557,0.017367288,0.42978096,0
1777227504061000,1777227503997000,197388,0.21401092,0.010551376,0.42874998,0
1777227504065000,1777227504065000,197388,0.21942064,0.010604331,0.42469162,0
1777227504197000,1777227504133000,197388,0.21484748,0.00867188,0.43048966,0
1777227504201000,1777227504201000,197388,0.20978245,0.0062808595,0.4245668,0
1777227504333000,1777227504269000,197388,0.21400516,0.008005506,0.43042383,0
1777227504337000,1777227504337000,197388,0.21009089,0.007265274,0.44226316,0
1777227504469000,1777227504405000,197388,0.21537419,0.009016286,0.4283674,0
1777227504473000,1777227504473000,197388,0.22005458,0.008489602,0.4364717,0
1777227504605000,1777227504541000,197388,0.21485658,0.0072608027,0.43045145,0
1777227504609000,1777227504609000,197388,0.20896906,0.002229933,0.42847446,0
1777227504741000,1777227504677000,197388,0.21541843,0.008176408,0.4299288,0
1777227504745000,1777227504745000,197388,0.21401617,0.010098777,0.4258233,0
1777227504877000,1777227504813000,197388,0.21322177,0.008487022,0.4298204,0
1777227504881000,1777227504881000,197388,0.21179515,0.00063657697,0.43260816,0
1777227505013000,1777227504949000,197388,0.21513066,0.007531592,0.43021688,0
1777227505017000,1777227505017000,197388,0.21611273,0.004484616,0.4364557,0
1777227505149000,1777227505085000,197388,0.21529469,0.00916371,0.43062642,0
1777227505153000,1777227505153000,197388,0.21789894,0.0025395658,0.42464843,0
1777227505285000,1777227505221000,197388,0.21408388,0.00905332,0.43006206,0
1777227505289000,1777227505289000,197388,0.21856809,0.014678419,0.42573515,0
1777227505421000,1777227505357000,197388,0.21404672,0.008291455,0.43084463,0
1777227505425000,1777227505425000,197388,0.21497895,0.014122143,0.4180721,0
1777227505557000,1777227505493000,197388,0.21513587,0.010521561,0.429609,0
