timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777227498749000,1777227498725000,6620172,488.0887,95598.16,15.0,1.1555738,0,2
1777227498801000,1777227498777000,6620172,488.14038,95597.57,15.0,1.1555668,0,2
1777227498853000,1777227498829000,6620172,488.06995,95598.414,15.0,1.155577,0,2
1777227498905000,1777227498881000,6620172,488.05588,95598.53,15.0,1.1555784,0,2
1777227498957000,1777227498933000,6620172,488.06055,95598.484,15.0,1.1555778,0,2
1777227499009000,1777227498985000,6620172,488.05118,95598.64,15.0,1.1555797,0,2
1777227499061000,1777227499037000,6620172,488.04648,95598.695,15.0,1.1555804,0,2
1777227499113000,1777227499089000,6620172,488.04648,95598.66,15.0,1.1555799,0,2
1777227499165000,1777227499141000,6620172,488.0887,95598.195,15.0,1.1555743,0,2
1777227499217000,1777227499193000,6620172,488.06055,95598.484,15.0,1.1555778,0,2
1777227499269000,1777227499245000,6620172,488.1075,95597.96,15.0,1.1555715,0,2
1777227499321000,1777227499297000,6620172,488.0934,95598.13,15.0,1.1555736,0,2
1777227499373000,1777227499349000,6620172,488.1122,95597.88,15.0,1.1555705,0,2
1777227499425000,1777227499401000,6620172,488.0183,95598.97,15.0,1.1555836,0,2
1777227499477000,1777227499453000,6620172,488.1169,95597.875,15.0,1.1555704,0,2
1777227499529000,1777227499505000,6620172,488.1028,95598.016,15.0,1.155572,0,2
1777227499581000,1777227499557000,6620172,488.06525,95598.45,15.0,1.1555774,0,2
1777227499633000,1777227499609000,6620172,488.0887,95598.17,15.0,1.155574,0,2
1777227499685000,1777227499661000,6620172,488.1028,95597.99,15.0,1.1555718,0,2
1777227499737000,1777227499713000,6620172,488.12158,95597.79,15.0,1.1555694,0,2
1777227499789000,1777227499765000,6620172,488.06055,95598.51,15.0,1.1555781,0,2
1777227499841000,1777227499817000,6620172,488.07935,95598.26,15.0,1.155575,0,2
1777227499893000,1777227499869000,6620172,488.0887,95598.164,15.0,1.1555738,0,2
1777227499945000,1777227499921000,6620172,488.07935,95598.28,15.0,1.1555754,0,2
1777227499997000,1777227499973000,6620172,488.04178,95598.7,15.0,1.1555804,0,2
1777227500049000,1777227500025000,6620172,488.0934,95598.13,15.0,1.1555736,0,2
1777227500101000,1777227500077000,6620172,488.08405,95598.234,15.0,1.1555747,0,2
1777227500153000,1777227500129000,6620172,488.05118,95598.61,15.0,1.1555793,0,2
1777227500205000,1777227500181000,6620172,488.07935,95598.25,15.0,1.1555749,0,2
