timestamp,time_estimate,safe_time_estimate,valid
1777227498837000,0.0,0.0,0
1777227500877000,0.0,0.0,0
1777227502893000,0.021631772,100.023796,1
1777227504909000,0.7938622,100.873245,1
1777227506925000,2.6172428,102.87897,1
1777227508941000,4.6004343,105.06048,1
1777227510957000,6.6255403,107.28809,1
1777227512973000,8.727826,109.60061,1
1777227514997000,9.980484,110.97853,1
1777227517013000,27.820478,130.60252,1
1777227519029000,29.653425,132.61877,1
1777227521045000,31.541529,134.69568,1
1777227523061000,33.454094,136.7995,1
1777227525077000,35.370743,138.90782,1
1777227527093000,37.29193,141.02112,1
1777227529109000,39.207676,143.12845,1
1777227531125000,41.12505,145.23755,1
1777227533141000,43.034824,147.3383,1
1777227535157000,44.950024,149.44502,1
1777227537173000,46.86718,151.5539,1
1777227539189000,48.78567,153.66425,1
1777227541205000,50.696316,155.76595,1
1777227543221000,52.61607,157.87769,1
1777227545237000,54.529583,159.98254,1
1777227547253000,56.445633,162.0902,1
1777227549269000,58.367897,164.20468,1
1777227551285000,60.276657,166.30432,1
1777227553325000,62.184746,168.40323,1
1777227555341000,63.782978,170.16129,1
1777227557357000,64.80338,171.28372,1
1777227559373000,65.87076,172.45782,1
1777227561389000,66.79295,173.47226,1
1777227563405000,67.48163,174.2298,1
1777227565421000,67.99568,174.79526,1
1777227567437000,68.45077,175.29584,1
1777227569453000,68.91909,175.811,1
1777227571469000,69.39636,176.336,1
1777227573485000,69.68862,176.65749,1
1777227575493000,0.0,0.0,0
1777227577517000,0.0,0.0,0
