timestamp,control_power[0],control_power[1],control_power[2]
1777227498721000,4.853165e-06,5.223824e-06,6.51187e-08
1777227499221000,3.3758758e-06,5.9380704e-06,3.2889954e-08
1777227499721000,3.1728412e-06,4.426373e-06,1.0413335e-07
1777227500221000,5.241218e-06,4.491371e-06,7.3087165e-08
1777227500721000,9.70346e-06,1.1421271e-05,1.6593907e-07
1777227501221000,1.3210204e-05,6.200924e-06,9.3417846e-08
1777227501721000,3.35012e-05,7.763279e-06,1.4468709e-07
1777227502221000,8.567146e-05,9.140547e-06,8.106584e-08
1777227502721000,0.0001702538,6.3645753e-06,1.5057142e-07
1777227503221000,0.00016853069,4.029475e-06,4.4276547e-08
1777227503721000,9.31786e-06,8.606227e-06,8.8833964e-08
1777227504221000,5.004631e-06,7.638784e-06,1.4432314e-07
1777227504721000,5.5476808e-06,6.307899e-06,1.06922045e-07
1777227505221000,7.0359965e-06,8.887356e-06,1.0741191e-07
1777227505721000,5.22246e-06,7.124204e-06,5.090409e-08
1777227506221000,6.0296425e-06,1.2022125e-05,6.3647526e-08
1777227506721000,4.7427093e-06,9.5339055e-06,1.6696752e-07
1777227507221000,6.510771e-06,1.5844824e-05,1.4445166e-07
1777227507721000,6.6749503e-06,9.707153e-06,2.9490496e-07
1777227508221000,5.664871e-06,7.305419e-06,2.400707e-07
1777227508721000,1.0010857e-05,1.2761251e-05,4.202421e-07
1777227509221000,5.417316e-06,9.192028e-06,4.4450772e-07
1777227509721000,6.257677e-06,9.384357e-06,1.547929e-07
1777227510221000,3.1220281e-06,9.3974095e-06,2.045324e-07
1777227510721000,5.6463773e-06,7.119219e-06,6.798921e-08
1777227511221000,6.3473963e-06,8.112156e-06,3.6744336e-07
1777227511721000,6.361345e-06,9.7407465e-06,1.6490947e-07
1777227512221000,5.482587e-06,5.4280363e-06,9.885514e-08
1777227512721000,9.669815e-06,1.0151619e-05,3.5702485e-07
1777227513221000,5.801021e-06,2.5809879e-05,6.6735975e-06
1777227513721000,7.4235995e-06,2.1086646e-05,2.9110568e-05
1777227514221000,5.613341e-06,3.593967e-05,1.4151009e-05
1777227514721000,8.294702e-06,1.6098806e-05,3.307511e-06
1777227515221000,5.227566e-06,2.9145287e-05,1.0832366e-06
1777227515721000,6.282252e-06,2.1414766e-05,4.705043e-07
1777227516221000,5.693642e-06,2.768682e-05,1.9814732e-07
1777227516721000,9.082254e-06,2.3533454e-05,6.605121e-07
1777227517221000,4.6942014e-06,1.8678174e-05,4.5516512e-07
1777227517721000,5.320134e-06,2.345673e-05,1.1646982e-07
1777227518221000,4.888358e-06,1.7389188e-05,5.2258804e-07
1777227518721000,5.3136077e-06,1.897891e-05,3.6703344e-07
1777227519221000,4.6030486e-06,2.4914892e-05,2.9728363e-07
1777227519721000,6.197864e-06,2.5528245e-05,3.8438523e-07
1777227520221000,6.3819357e-06,2.3271225e-05,2.5150234e-07
1777227520721000,6.977543e-06,1.41491155e-05,1.3369184e-07
1777227521221000,6.652377e-06,1.5202434e-05,2.6042972e-07
1777227521721000,4.657868e-06,2.1214793e-05,9.200228e-08
