timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777227499145000,1777227499145000,1310988,1310988,9.252029e-07,-6.4594924e-06,-5.139582e-06,-1.4365211e-05,-0.00017238186,-0.03933674,4000,4000,0,0,0,1
1777227499645000,1777227499645000,1310988,1310988,1.9904037e-06,-1.4981723e-05,5.13194e-05,8.140286e-05,0.00022984407,-0.039178725,4000,4000,0,0,0,1
1777227500145000,1777227500145000,1310988,1310988,-7.596879e-06,-1.1785845e-05,2.1492027e-05,0.00022026658,-0.00022505429,-0.039240967,4000,4000,0,0,0,1
1777227500645000,1777227500645000,1310988,1310988,-4.4010867e-06,-1.28511e-05,-9.400637e-06,-0.00017717094,-0.000110132605,-0.03935589,4000,4000,0,0,0,1
1777227501145000,1777227501145000,1310988,1310988,-3.5293768e-05,2.0172114e-05,-1.4727001e-05,7.6614466e-05,0.00015322962,-0.039006334,4000,4000,0,0,0,1
1777227501645000,1777227501645000,1310988,1310988,-2.7836808e-05,1.9106965e-05,-2.5379677e-05,-1.4365208e-05,-0.0003351876,-0.039260127,4000,4000,0,0,0,1
1777227502145000,1777227502145000,1310988,1310988,1.6904094e-05,-3.8417453e-05,-1.9438196e-06,-7.1826056e-05,6.866392e-10,-0.039341528,4000,4000,0,0,0,1
1777227502645000,1777227502645000,1310988,1310988,3.501367e-05,7.388964e-06,1.5100455e-05,4.788405e-06,-5.746016e-05,-0.039111685,4000,4000,0,0,0,1
1777227503145000,1777227503145000,1310988,1310988,0.00027895937,4.2541364e-05,6.62335e-05,3.351883e-05,1.4365919e-05,-0.040557783,4000,4000,0,0,0,1
1777227503645000,1777227503645000,1310988,1310988,-0.00014288536,7.769679e-05,3.6405403e-05,5.7460842e-05,4.7891526e-06,-0.0428179,4000,4000,0,0,0,1
1777227504145000,1777227504145000,1310988,1310988,-7.151277e-05,-1.6046833e-05,3.214472e-05,3.8307233e-05,2.3942757e-05,-0.042377375,4000,4000,0,0,0,1
1777227504645000,1777227504645000,1310988,1310988,-8.66217e-06,-8.5900765e-06,5.131943e-05,-4.3095635e-05,4.7884772e-05,-0.04205655,4000,4000,0,0,0,1
1777227505145000,1777227505145000,1310988,1310988,2.649167e-05,5.258226e-06,7.475524e-05,8.140286e-05,-0.0001244978,-0.039609674,4000,4000,0,0,0,1
1777227505645000,1777227505645000,1310988,1310988,3.394845e-05,3.295525e-05,1.2969969e-05,-2.8730423e-05,0.00017717162,-0.039485183,4000,4000,0,0,0,1
1777227506145000,1777227506145000,1310988,1310988,2.6491436e-05,7.982697e-05,-1.9438742e-06,4.7884034e-05,-8.140217e-05,-0.039341528,4000,4000,0,0,0,1
1777227506645000,1777227506645000,1310988,1310988,2.8622018e-05,7.9827e-05,1.9361336e-05,5.7460842e-05,0.00020111367,-0.039413355,4000,4000,0,0,0,1
1777227507145000,1777227507145000,1310988,1310988,3.0557792e-06,-1.8177434e-05,-1.57922e-05,0.0001628057,0.00020590205,-0.039418142,4000,4000,0,0,0,1
1777227507645000,1777227507645000,1310988,1310988,1.9903466e-06,-5.6526904e-05,9.774282e-06,-2.3942017e-05,0.00018674844,-0.03930322,4000,4000,0,0,0,1
1777227508145000,1777227508145000,1310988,1310988,-6.618645e-05,1.3780599e-05,-4.0742657e-06,0.00017717094,-4.787722e-06,-0.03909732,4000,4000,0,0,0,1
1777227508645000,1777227508645000,1310988,1310988,3.181785e-05,2.2302665e-05,9.774184e-06,0.00014365211,6.703834e-05,-0.03919787,4000,4000,0,0,0,1
1777227509145000,1777227509145000,1310988,1310988,-3.3357903e-06,4.467327e-05,-4.6684854e-05,6.703766e-05,8.1403545e-05,-0.039039854,4000,4000,0,0,0,1
1777227509645000,1777227509645000,1310988,1310988,2.2230495e-05,1.9106943e-05,2.3622484e-05,0.0002777274,3.3519515e-05,-0.039499544,4000,4000,0,0,0,1
1777227510145000,1777227510145000,1310988,1310988,1.6904141e-05,-1.604687e-05,3.427522e-05,-0.00020111298,0.0002585745,-0.039279275,4000,4000,0,0,0,1
1777227510645000,1777227510645000,1310988,1310988,-8.662144e-06,-2.7764776e-05,2.6818374e-05,0.00024899698,7.661515e-05,-0.039217032,4000,4000,0,0,0,1
1777227511145000,1777227511145000,1310988,1310988,-5.020751e-05,1.4845685e-05,1.0839459e-05,0.00025378537,-2.87297e-05,-0.041371807,4000,4000,0,0,0,1
1777227511645000,1777227511645000,1310988,1310988,4.1210437e-06,-1.1785809e-05,-2.1118554e-05,5.7460842e-05,-7.661376e-05,-0.04062482,4000,4000,0,0,0,1
