timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
1777227498781000,1777227498781000,47.39866927050285,8.545593541525893,488.0267,488.0267,488.1121,488.1121,0.12088797,0.113329634,488.0144,1,1,3,2,2,0,0
1777227498789000,1777227498789000,47.39866927037888,8.545593541660763,488.0267,488.0267,488.1121,488.1121,0.121296786,0.11358107,488.01456,1,1,3,2,2,0,0
1777227498797000,1777227498797000,47.39866927019179,8.545593541829678,488.02667,488.02667,488.1121,488.1121,0.121708356,0.113833345,488.0147,1,1,3,2,2,0,0
1777227498805000,1777227498805000,47.398669269939596,8.545593541993075,488.0267,488.0267,488.1121,488.1121,0.12212227,0.11408646,488.01486,1,1,3,2,2,0,0
1777227498813000,1777227498813000,47.39866927001391,8.545593541684209,488.02667,488.02667,488.1121,488.1121,0.11987587,0.11276158,488.0141,1,1,3,2,2,0,0
1777227498821000,1777227498821000,47.398669270041125,8.54559354139912,488.02664,488.02664,488.1121,488.1121,0.1202778,0.11295268,488.01425,1,1,3,2,2,0,0
1777227498829000,1777227498829000,47.39866927002979,8.545593541167145,488.02664,488.02664,488.1121,488.1121,0.12068247,0.113202855,488.0144,1,1,3,2,2,0,0
1777227498837000,1777227498837000,47.39866926997315,8.545593540960482,488.0266,488.0266,488.1121,488.1121,0.12108989,0.113453865,488.01456,1,1,3,2,2,0,0
1777227498845000,1777227498845000,47.398669269885076,8.545593540767515,488.0266,488.0266,488.1121,488.1121,0.12149762,0.11370571,488.0147,1,1,3,2,2,0,0
1777227498853000,1777227498853000,47.39866926976049,8.54559354058463,488.02664,488.02664,488.1121,488.1121,0.121910505,0.113958396,488.01483,1,1,3,2,2,0,0
1777227498861000,1777227498861000,47.39866927005661,8.545593540086792,488.0266,488.0266,488.1121,488.1121,0.119679146,0.11263863,488.01428,1,1,3,2,2,0,0
1777227498869000,1777227498869000,47.3986692702918,8.545593539663743,488.0266,488.0266,488.1121,488.1121,0.12007974,0.112887695,488.0144,1,1,3,2,2,0,0
1777227498877000,1777227498877000,47.398669270469874,8.545593539257222,488.0266,488.0266,488.1121,488.1121,0.12048307,0.11307903,488.01453,1,1,3,2,2,0,0
