timestamp,load,ram_usage
1777227498557000,0.234375,0.194066
1777227499057000,0.30487806,0.19529475
1777227499557000,0.3139535,0.19527227
1777227500057000,0.29411766,0.19528568
1777227500557000,0.29850745,0.19526675
1777227501057000,0.3068182,0.19525217
1777227501557000,0.33802816,0.19525294
1777227502057000,0.2753623,0.19524151
1777227502557000,0.32911393,0.19521509
1777227503057000,0.296875,0.19520563
1777227503557000,0.27272728,0.19521114
1777227504057000,0.31944445,0.19519183
1777227504557000,0.29577464,0.19517921
1777227505057000,0.27272728,0.19517645
1777227505557000,0.2840909,0.19517645
1777227506057000,0.30120483,0.19515397
1777227506557000,0.30555555,0.1951595
1777227507057000,0.29577464,0.1951315
1777227507557000,0.29850745,0.19512203
1777227508057000,0.3043478,0.19513386
1777227508557000,0.31578946,0.19510901
1777227509057000,0.29347825,0.19509049
1777227509557000,0.3181818,0.19509758
1777227510057000,0.3015873,0.19508614
1777227510557000,0.2835821,0.19507037
1777227511057000,0.30666667,0.19507234
1777227511557000,0.31914893,0.1950542
1777227512057000,0.32142857,0.19504592
1777227512557000,0.3,0.1950475
1777227513057000,0.30769232,0.19503725
1777227513557000,0.29411766,0.19503488
1777227514057000,0.2739726,0.19503488
1777227514557000,0.29850745,0.19503686
1777227515057000,0.3139535,0.19501399
1777227515557000,0.3,0.19501635
1777227516057000,0.29113925,0.19501595
1777227516557000,0.29213482,0.19499545
1777227517057000,0.30588236,0.19500096
1777227517557000,0.29069766,0.1949844
1777227518057000,0.33333334,0.1950132
1777227518557000,0.2769231,0.19500175
1777227519057000,0.325,0.19498046
1777227519557000,0.28395063,0.1949915
1777227520057000,0.25373134,0.19496627
1777227520557000,0.31034482,0.19494656
1777227521057000,0.30645162,0.19496706
1777227521557000,0.30120483,0.19494577
1777227522057000,0.32222223,0.19492486
1777227522557000,0.27027026,0.19492881
1777227523057000,0.2857143,0.19491737
1777227523557000,0.30136988,0.19490199
1777227524057000,0.29268292,0.19490357
1777227524557000,0.29761904,0.19488661
1777227525057000,0.34146342,0.1944982
1777227525557000,0.3026316,0.19448675
1777227526057000,0.30379745,0.19450095
1777227526557000,0.3,0.19447571
1777227527057000,0.3026316,0.19445245
1777227527557000,0.29333332,0.19445245
1777227528057000,0.29411766,0.19445482
1777227528557000,0.30136988,0.19442879
1777227529057000,0.26984128,0.19441736
1777227529557000,0.296875,0.19440119
1777227530057000,0.32911393,0.19437674
1777227530557000,0.3125,0.19438148
1777227531057000,0.2948718,0.19439487
1777227531557000,0.30555555,0.19437556
1777227532057000,0.26865673,0.19436057
1777227532557000,0.2923077,0.1943661
1777227533057000,0.27941176,0.1943582
1777227533557000,0.31578946,0.19433612
1777227534057000,0.32394367,0.19433534
1777227534557000,0.30555555,0.19431917
1777227535057000,0.2837838,0.1943101
1777227535557000,0.32142857,0.19431444
1777227536057000,0.2948718,0.19429196
1777227536557000,0.3164557,0.19430813
1777227537057000,0.30666667,0.19429353
1777227537557000,0.3292683,0.19427302
1777227538057000,0.31506848,0.19427697
1777227538557000,0.2857143,0.19426554
1777227539057000,0.31578946,0.19424306
1777227539557000,0.3139535,0.19423005
