timestamp,nav_state,failure
1777227498305000,4,0
1777227498837000,4,0
1777227499341000,4,0
1777227499845000,4,0
1777227500321000,17,0
1777227500825000,17,0
1777227501329000,17,0
1777227501833000,17,0
1777227502337000,17,0
1777227502841000,17,0
1777227503345000,17,0
1777227503849000,17,0
1777227504353000,17,0
1777227504857000,17,0
1777227505361000,17,0
1777227505865000,17,0
1777227506369000,17,0
1777227506873000,17,0
1777227507377000,17,0
1777227507881000,17,0
1777227508385000,17,0
1777227508889000,17,0
1777227509393000,17,0
1777227509897000,17,0
1777227510401000,17,0
1777227510905000,17,0
1777227511409000,17,0
1777227511913000,17,0
1777227512421000,17,0
1777227512925000,17,0
1777227513045000,4,0
1777227513549000,4,0
1777227514053000,4,0
1777227514557000,4,0
1777227515101000,4,0
1777227515645000,4,0
1777227516157000,4,0
1777227516709000,4,0
1777227517213000,4,0
1777227517717000,4,0
1777227518221000,4,0
1777227518725000,4,0
1777227519229000,4,0
1777227519733000,4,0
1777227520237000,4,0
1777227520741000,4,0
1777227521245000,4,0
1777227521749000,4,0
1777227522253000,4,0
1777227522757000,4,0
1777227523261000,4,0
1777227523765000,4,0
1777227524269000,4,0
1777227524773000,4,0
1777227525277000,4,0
1777227525781000,4,0
1777227526285000,4,0
1777227526789000,4,0
1777227527293000,4,0
1777227527797000,4,0
1777227528301000,4,0
1777227528805000,4,0
1777227529309000,4,0
1777227529813000,4,0
1777227530317000,4,0
1777227530821000,4,0
1777227531325000,4,0
1777227531829000,4,0
1777227532333000,4,0
1777227532837000,4,0
1777227533341000,4,0
1777227533845000,4,0
1777227534349000,4,0
1777227534853000,4,0
1777227535357000,4,0
1777227535861000,4,0
1777227536365000,4,0
1777227536869000,4,0
1777227537373000,4,0
1777227537877000,4,0
1777227538381000,4,0
1777227538885000,4,0
1777227539389000,4,0
1777227539893000,4,0
1777227540397000,4,0
1777227540901000,4,0
1777227541405000,4,0
1777227541909000,4,0
1777227542413000,4,0
1777227542917000,4,0
1777227543421000,4,0
1777227543925000,4,0
1777227544429000,4,0
1777227544933000,4,0
1777227545437000,4,0
1777227545941000,4,0
1777227546445000,4,0
1777227546949000,4,0
1777227547453000,4,0
1777227547957000,4,0
1777227548461000,4,0
1777227548965000,4,0
1777227549469000,4,0
1777227549973000,4,0
1777227550477000,4,0
1777227550981000,4,0
1777227551485000,4,0
1777227551989000,4,0
1777227552493000,4,0
1777227552657000,18,0
1777227553173000,18,0
1777227553677000,18,0
1777227554181000,18,0
1777227554685000,18,0
1777227555189000,18,0
1777227555693000,18,0
1777227556197000,18,0
1777227556701000,18,0
1777227557205000,18,0
1777227557709000,18,0
1777227558213000,18,0
1777227558717000,18,0
1777227559221000,18,0
1777227559725000,18,0
1777227560229000,18,0
1777227560733000,18,0
1777227561285000,18,0
1777227561789000,18,0
1777227562293000,18,0
1777227562797000,18,0
1777227563301000,18,0
1777227563805000,18,0
1777227564309000,18,0
1777227564813000,18,0
1777227565317000,18,0
1777227565821000,18,0
1777227566325000,18,0
1777227566829000,18,0
1777227567333000,18,0
1777227567837000,18,0
1777227568341000,18,0
1777227568845000,18,0
1777227569349000,18,0
1777227569853000,18,0
1777227570357000,18,0
1777227570861000,18,0
1777227571365000,18,0
1777227571869000,18,0
1777227572373000,18,0
1777227572877000,18,0
1777227573381000,18,0
1777227573885000,18,0
1777227574389000,18,0
1777227574933000,18,0
1777227575445000,18,0
1777227575997000,18,0
1777227576501000,18,0
1777227576565000,4,0
1777227577069000,4,0
