timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1777227499645000,1777227499645000,1310988,-0.0053263223,0.0015978967,0.014913702,0.0,0,0,0,0,1
1777227500645000,1777227500645000,1310988,-0.0005326322,-0.004261058,-0.006924219,0.0,0,0,0,0,1
1777227501645000,1777227501645000,1310988,-0.011717909,0.007989483,-0.004261058,0.0,0,0,0,0,1
1777227502645000,1777227502645000,1310988,0.0053263223,0.0005326322,0.0026631611,0.0,0,0,0,0,1
1777227503645000,1777227503645000,1310988,-0.03888215,0.020240024,0.011717909,0.0,0,0,0,0,1
1777227504645000,1777227504645000,1310988,-0.00958738,-0.0005326322,0.00958738,0.0,0,0,0,0,1
1777227505645000,1777227505645000,1310988,0.004261058,0.0053263223,0.0015978967,0.0,0,0,0,0,1
1777227506645000,1777227506645000,1310988,0.008522116,0.015978966,0.00479369,0.0,0,0,0,0,1
1777227507645000,1777227507645000,1310988,0.0031957934,-0.013848438,0.0010652645,0.0,0,0,0,0,1
1777227508645000,1777227508645000,1310988,0.0037284256,0.008522116,0.0053263223,0.0,0,0,0,0,1
1777227509645000,1777227509645000,1310988,0.013848438,0.00479369,0.0015978967,0.0,0,0,0,0,1
1777227510645000,1777227510645000,1310988,-0.0037284256,-0.00958738,0.006924219,0.0,0,0,0,0,1
1777227511645000,1777227511645000,1310988,-0.0015978967,-0.0058589545,-0.0053263223,0.0,0,0,0,0,1
1777227512645000,1777227512645000,1310988,0.0026631611,0.011185277,-0.00479369,0.0,0,0,0,0,1
1777227513645000,1777227513645000,1310988,-0.009054748,-0.4628574,0.02609898,0.0,0,0,0,0,1
1777227514645000,1777227514645000,1310988,0.0010652645,0.04527374,0.0031957934,0.0,0,0,0,0,1
1777227515645000,1777227515645000,1310988,0.008522116,0.43089947,0.0058589545,0.0,0,0,0,0,1
1777227516645000,1777227516645000,1310988,0.0005326322,-0.006924219,-0.022370555,0.0,0,0,0,0,1
1777227517645000,1777227517645000,1310988,0.0031957934,-0.04527374,0.00479369,0.0,0,0,0,0,1
1777227518645000,1777227518645000,1310988,-0.0010652645,-0.042077947,0.0015978967,0.0,0,0,0,0,1
1777227519645000,1777227519645000,1310988,0.01438107,0.010120012,-0.0063915867,0.0,0,0,0,0,1
1777227520645000,1777227520645000,1310988,0.002130529,0.00958738,-0.011185277,0.0,0,0,0,0,1
1777227521645000,1777227521645000,1310988,-0.0010652645,0.0010652645,-0.00479369,0.0,0,0,0,0,1
1777227522645000,1777227522645000,1310988,0.0026631611,-0.007456851,0.00958738,0.0,0,0,0,0,1
1777227523645000,1777227523645000,1310988,-0.010652645,0.0063915867,-0.0005326322,0.0,0,0,0,0,1
1777227524645000,1777227524645000,1310988,-0.011717909,-0.0053263223,-0.0063915867,0.0,0,0,0,0,1
1777227525645000,1777227525645000,1310988,-0.002130529,-0.0037284256,-0.0015978967,0.0,0,0,0,0,1
1777227526645000,1777227526645000,1310988,0.0063915867,0.0015978967,-0.0031957934,0.0,0,0,0,0,1
1777227527645000,1777227527645000,1310988,0.0037284256,-0.012250541,0.0031957934,0.0,0,0,0,0,1
1777227528645000,1777227528645000,1310988,0.0026631611,0.0010652645,0.0053263223,0.0,0,0,0,0,1
1777227529645000,1777227529645000,1310988,-0.0010652645,0.0053263223,-0.007989483,0.0,0,0,0,0,1
1777227530645000,1777227530645000,1310988,-0.008522116,0.010120012,0.007456851,0.0,0,0,0,0,1
1777227531645000,1777227531645000,1310988,0.013315806,-0.015978966,0.0015978967,0.0,0,0,0,0,1
1777227532645000,1777227532645000,1310988,-0.004261058,0.0053263223,0.0005326322,0.0,0,0,0,0,1
1777227533645000,1777227533645000,1310988,0.007456851,-0.007989483,0.0005326322,0.0,0,0,0,0,1
1777227534645000,1777227534645000,1310988,-0.0037284256,-0.012250541,0.0053263223,0.0,0,0,0,0,1
1777227535645000,1777227535645000,1310988,-0.009054748,0.013315806,0.002130529,0.0,0,0,0,0,1
1777227536645000,1777227536645000,1310988,-0.013315806,0.008522116,-0.00958738,0.0,0,0,0,0,1
1777227537645000,1777227537645000,1310988,0.0,-0.0031957934,-0.0031957934,0.0,0,0,0,0,1
1777227538645000,1777227538645000,1310988,0.0063915867,-0.018109497,0.015446335,0.0,0,0,0,0,1
1777227539645000,1777227539645000,1310988,0.00958738,-0.0026631611,-0.00479369,0.0,0,0,0,0,1
1777227540645000,1777227540645000,1310988,0.029294772,-0.010652645,-0.002130529,0.0,0,0,0,0,1
