timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
1777227499569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039418917,0.007510195,4.4846484e-11,0.004213795,1.7137278e-07,-9.805596,0.00046871637,0.0018535602,-0.0025353294,0.001522511,0.00094772404,0.0011488713,3.984337e-05,2.5464651e-05,2.6177677e-05,0.0,0.0
1777227500569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037775364,0.008003521,7.465013e-11,0.012545616,-0.027581032,-9.784049,-0.0017470338,0.0005113271,-0.0018322549,0.0008628301,0.00079540035,0.0008665658,4.173941e-05,4.03909e-05,5.7474193e-05,0.0,0.0
1777227501569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040854666,0.007014562,5.924532e-11,-0.005171476,-0.011683533,-9.813642,0.00046871632,-4.2610547e-05,-0.0016831178,0.00051001314,0.0010677755,0.0009228624,4.5635516e-05,3.248143e-05,3.8504313e-05,0.0,0.0
1777227502569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03966981,0.0076881256,6.038066e-11,0.016376339,-0.0041178563,-9.798988,-0.00057524274,-0.0024288031,0.0004474111,0.0009246424,0.0011027419,0.0014273303,4.3403765e-05,1.555795e-05,7.37064e-05,0.0,0.0
1777227503569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038875602,0.008321763,3.093889e-10,-0.00038307236,-0.009863921,-10.811641,-0.039372176,0.0031318774,0.0026631611,0.0012905479,0.0010118864,0.002338409,2.8651517e-05,4.620291e-05,3.5414854e-05,0.0,0.0
1777227504569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040837824,0.007649506,9.0108476e-11,0.024899697,0.016855363,-10.499915,-0.0050493535,0.0005539374,0.0028336034,0.0008564865,0.00071436603,0.0010265751,6.596242e-05,7.774435e-05,2.720466e-05,0.0,0.0
1777227505569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041541945,0.007943963,9.509165e-11,0.010726023,0.011492341,-9.896289,0.008351673,-0.0024927189,-0.0005326322,0.00082119525,0.0016050165,0.0013705005,5.190995e-05,6.888449e-05,3.066293e-05,0.0,0.0
1777227506569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038499862,0.007956517,9.153965e-11,0.016280571,-0.0012448126,-9.847447,0.006796387,0.0036432045,0.0033449305,0.0012806694,0.0006955645,0.0012918846,3.9818777e-05,5.6400877e-05,5.1479677e-05,0.0,0.0
1777227507569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04242431,0.00837557,7.9619984e-11,0.014844051,0.025282942,-9.828389,0.0019600866,0.0009800432,0.0008309062,0.0012730265,0.0014029946,0.0019890484,4.526671e-05,4.4982065e-05,3.89866e-05,0.0,0.0
1777227508569000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.043109942,0.008218022,1.1389651e-10,0.011109096,0.015514599,-9.82791,-0.005241101,-0.005177185,-0.001171791,0.0013379342,0.0010265992,0.0019543702,5.6637287e-05,9.8360615e-05,3.8346392e-05,0.0,0.0
