timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
1777227498781000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.009855104,0.0
1777227498789000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.009903237,0.0
1777227498877000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.009963266,0.0
1777227498981000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010186235,0.0
1777227499077000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010015891,0.0
1777227499181000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0100898035,0.0
1777227499277000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010254642,0.0
1777227499381000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010238859,0.0
1777227499477000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010424713,0.0
1777227499581000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010829999,0.0
1777227499677000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010594306,0.0
1777227499781000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010511723,0.0
1777227499885000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010628789,0.0
1777227499981000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010729756,0.0
1777227500077000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.010945183,0.0
1777227500181000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0107506085,0.0
1777227500277000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.01083983,0.0
1777227500381000,103.100105,-0.06421885,0.09288218,0.0010401598,-0.000688832,2.3353603,0.03577946,0.020685308,9.655772,2.7973521e-05,1.6172431e-05,-0.007692635,-0.011065933,0.0
1777227500477000,103.10018,-0.064299576,0.09234097,0.0010363042,-0.00015564047,2.1609073,0.027304627,0.022146637,9.393402,5.8715603e-05,4.762391e-05,-0.021069795,-0.011065933,0.0
1777227500581000,103.100296,-0.064417906,0.09138104,0.001095565,0.0004994987,1.9719162,0.02819046,0.030793922,9.06306,0.000108973334,0.00011903732,-0.037912548,-0.011065933,0.0
1777227500677000,103.10037,-0.06449492,0.09092415,0.0011058617,0.0012266131,1.7974629,0.02903432,0.031285044,8.731903,0.00016177449,0.00017431515,-0.054796845,-0.011065933,0.0
1777227500781000,103.10049,-0.06460763,0.09036088,0.0011935419,0.0019897725,1.608472,0.020124128,0.031060115,8.333651,0.00015381031,0.0002373949,-0.07510209,-0.011065933,0.0
1777227500885000,103.100586,-0.06470253,0.09379872,0.0012702135,0.0029077998,1.419481,0.017319936,0.032760985,7.8913236,0.00017190662,0.0003251646,-0.09765449,-0.011065933,0.0
1777227500981000,103.10068,-0.064787835,0.08982899,0.0011818807,0.0034010373,1.2450278,0.018236982,0.033798523,7.4566393,0.00022312035,0.00041350804,-0.1198172,-0.011065933,0.0
