timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777227498773000,410,0,0,0,0,255,0
1777227498785000,400,0,0,0,0,255,0
1777227500305000,176,0,0,0,0,255,0
1777227500309000,176,0,0,0,0,255,0
1777227513033000,192,0,0,0,0,255,0
1777227514845000,186,0,0,0,0,255,0
1777227552645000,176,0,190,0,0,255,0
1777227553677000,176,0,190,0,0,255,0
