timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,nav_state_display,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,traffic_avoidance_system_present,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1777227498785000,1777227498785000,0,1777227481673000,2147411327,8308095,0,2,4,6,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227499289000,1777227498785000,0,1777227481673000,2147411327,8308095,0,2,4,6,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227499793000,1777227498785000,0,1777227481673000,2147411327,8308095,0,2,4,6,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227500297000,1777227498785000,0,1777227481673000,2147411327,8308095,0,2,4,6,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227500309000,1777227498785000,0,1777227481673000,2147411327,8308095,0,2,4,6,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227500321000,1777227498785000,0,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227500825000,1777227498785000,0,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227501329000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227501833000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227502337000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227502841000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227503345000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227503849000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227504353000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1777227504857000,1777227498785000,1777227501149000,1777227500321000,2147411327,8308095,0,2,4,6,17,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
