timestamp,tilt_limit,takeoff_state
1777225644161000,0.20943952,1
1777225685121000,0.20943952,2
1777225686121000,0.20943952,3
1777225686169000,0.20943952,4
1777225689177000,0.21103951,5
1777225689185000,0.21263951,5
1777225690177000,0.41103917,5
1777225691177000,0.6110409,5
1777225692049000,0.7853982,5
1777225780385000,0.78379816,3
1777225780393000,0.78219813,3
1777225781385000,0.5837948,3
1777225782385000,0.38379356,3
