timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777225652881000,0,0,103,-1,0,0,0,0,0,0,0,0,0,0
1777225686161000,0,0,103,-1,0,0,0,0,0,0,0,0,0,0
1777225722609000,0,2721798053,106,-1,0,0,0,0,0,0,0,0,0,0
