timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_flarm,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1777225644621000,4000000.0,1.0,15292.829,0.0,336,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225645881000,4000000.0,1.0,19799.8,0.0,749,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225646881000,4000000.0,1.0,19063.746,0.0,1069,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225647141000,4000000.0,1.0,19063.746,0.0,1149,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225648393000,4000000.0,1.0,19090.639,0.0,1560,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225649649000,4000000.0,1.0,19335.658,0.0,1963,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225650901000,4000000.0,1.0,19147.41,0.0,2360,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225651901000,4000000.0,1.0,19248.008,0.0,2693,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225652161000,4000000.0,1.0,19248.008,0.0,2773,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225653413000,4000000.0,1.0,20973.107,0.0,3218,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225654705000,4000000.0,1.0,22331.674,0.0,3708,0,16.932272,3,0,0,0,0,0.0,0,0,0,1,1,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225655649000,4000000.0,1.0,22363.547,0.0,4068,0,173.30678,7,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225656301000,4000000.0,1.0,22363.547,0.0,4306,0,173.30678,8,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225657657000,4000000.0,1.0,65581.67,0.0,5697,0,85.65737,19,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225658309000,4000000.0,1.0,65581.67,0.0,5931,0,85.65737,20,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225659669000,4000000.0,1.0,21952.191,0.0,6448,0,20.916336,22,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225660413000,4000000.0,1.0,21952.191,0.0,6725,0,20.916336,23,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225661709000,4000000.0,1.0,21916.336,0.0,7208,0,20.916336,25,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225662413000,4000000.0,1.0,21916.336,0.0,7471,0,20.916336,26,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225663905000,4000000.0,1.0,22073.705,0.0,8026,0,46.81275,29,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225664577000,4000000.0,1.0,21851.594,0.0,8277,0,20.916336,30,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225665341000,4000000.0,1.0,21851.594,0.0,8553,0,20.916336,31,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225666653000,4000000.0,1.0,21763.945,0.0,9052,0,20.916336,33,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225667941000,4000000.0,1.0,22052.79,0.0,9530,0,41.832672,35,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225668601000,4000000.0,1.0,21868.527,0.0,9777,0,20.916336,36,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225669945000,4000000.0,1.0,21952.191,0.0,10277,0,41.832672,38,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225670565000,4000000.0,1.0,21899.402,0.0,10511,0,20.916336,39,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225671337000,4000000.0,1.0,21899.402,0.0,10788,0,20.916336,40,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225672729000,4000000.0,1.0,21900.398,0.0,11315,0,20.916336,42,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777225673417000,4000000.0,1.0,21900.398,0.0,11578,0,20.916336,44,0,0,0,0,0.0,0,0,0,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
