timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1777225644021000,32767,32767,32767,32767,32767,0,32767
1777225644025000,32767,32767,32767,32767,32767,0,32767
1777225644029000,32767,32767,32767,32767,32767,32767,32767
1777225644045000,32767,32767,32767,32767,32767,32767,32767
1777225644049000,32767,32767,32767,32767,32767,32767,32767
1777225644053000,32767,32767,32767,32767,32767,32767,32767
1777225644057000,32767,32767,32767,32767,32767,32767,32767
1777225644061000,32767,32767,32767,32767,32767,32767,32767
1777225644065000,32767,32767,32767,32767,32767,32767,32767
1777225644069000,32767,32767,32767,32767,32767,32767,32767
1777225644073000,32767,32767,32767,32767,32767,32767,32767
1777225644077000,32767,32767,32767,32767,32767,32767,32767
1777225644081000,32767,32767,32767,32767,0,32767,32767
1777225644085000,32767,32767,32767,32767,32767,32767,32767
1777225644089000,32767,32767,32767,32767,32767,32767,32767
1777225644093000,32767,32767,32767,32767,32767,32767,32767
1777225644097000,32767,32767,32767,32767,32767,32767,32767
1777225644101000,32767,32767,32767,32767,32767,32767,32767
1777225644105000,32767,32767,32767,32767,32767,32767,32767
1777225644109000,32767,32767,32767,32767,32767,32767,32767
1777225644113000,32767,32767,32767,32767,32767,32767,32767
1777225644117000,32767,32767,32767,32767,32767,32767,32767
1777225644121000,32767,32767,32767,32767,32767,32767,32767
1777225644125000,32767,32767,32767,32767,32767,32767,32767
1777225644129000,32767,32767,32767,32767,32767,32767,32767
1777225644133000,32767,32767,32767,32767,0,32767,32767
1777225644137000,32767,32767,32767,32767,32767,32767,32767
1777225644141000,32767,32767,32767,32767,32767,32767,32767
1777225644145000,32767,32767,32767,32767,32767,32767,32767
1777225644149000,32767,32767,32767,32767,32767,32767,32767
1777225644153000,32767,32767,32767,32767,32767,32767,32767
1777225644157000,32767,32767,32767,32767,32767,0,32767
1777225644161000,32767,32767,32767,32767,32767,0,32767
1777225644165000,32767,32767,32767,32767,32767,32767,32767
1777225644169000,32767,32767,32767,32767,32767,32767,32767
1777225644173000,32767,32767,32767,32767,32767,32767,32767
1777225644177000,32767,32767,32767,32767,32767,32767,32767
1777225644181000,32767,32767,32767,32767,32767,32767,32767
1777225644185000,32767,32767,32767,32767,0,32767,32767
1777225644189000,32767,32767,32767,32767,32767,32767,32767
1777225644193000,32767,32767,32767,32767,32767,32767,32767
1777225644197000,32767,32767,32767,32767,32767,32767,32767
1777225644201000,32767,32767,32767,32767,32767,32767,32767
1777225644205000,32767,32767,32767,32767,32767,32767,32767
1777225644209000,32767,32767,32767,32767,32767,32767,32767
1777225644213000,32767,32767,32767,32767,32767,32767,32767
1777225644217000,32767,32767,32767,32767,32767,32767,32767
1777225644221000,32767,32767,32767,32767,32767,32767,32767
1777225644225000,32767,32767,32767,32767,32767,32767,32767
1777225644229000,32767,32767,32767,32767,32767,32767,32767
1777225644233000,32767,32767,32767,32767,32767,32767,32767
1777225644237000,32767,32767,32767,32767,0,32767,32767
1777225644241000,32767,32767,32767,32767,32767,32767,32767
1777225644245000,32767,32767,32767,32767,32767,32767,32767
1777225644249000,32767,32767,32767,32767,32767,32767,32767
1777225644253000,32767,32767,32767,32767,32767,32767,32767
1777225644257000,32767,32767,32767,32767,32767,32767,32767
1777225644261000,32767,32767,32767,32767,32767,32767,32767
1777225644265000,32767,32767,32767,32767,32767,32767,32767
1777225644269000,32767,32767,32767,32767,32767,32767,32767
1777225644273000,32767,32767,32767,32767,32767,32767,32767
1777225644277000,32767,32767,32767,32767,32767,32767,32767
1777225644281000,32767,32767,32767,32767,32767,32767,32767
1777225644285000,32767,32767,32767,32767,32767,32767,32767
1777225644289000,32767,32767,32767,32767,0,32767,32767
1777225644293000,32767,32767,32767,32767,32767,0,32767
1777225644297000,32767,32767,32767,32767,32767,0,32767
1777225644301000,32767,32767,32767,32767,32767,32767,32767
1777225644305000,32767,32767,32767,32767,32767,32767,32767
1777225644309000,32767,32767,32767,32767,32767,32767,32767
1777225644313000,32767,32767,32767,32767,32767,32767,32767
1777225644317000,32767,32767,32767,32767,32767,32767,32767
1777225644321000,32767,32767,32767,32767,32767,32767,32767
1777225644325000,32767,32767,32767,32767,32767,32767,32767
1777225644329000,32767,32767,32767,32767,32767,32767,32767
1777225644333000,32767,32767,32767,32767,32767,32767,32767
1777225644337000,32767,32767,32767,32767,32767,32767,32767
1777225644341000,32767,32767,32767,32767,0,32767,32767
1777225644345000,32767,32767,32767,32767,32767,32767,32767
1777225644349000,32767,32767,32767,32767,32767,32767,32767
1777225644353000,32767,32767,32767,32767,32767,32767,32767
1777225644357000,32767,32767,32767,32767,32767,32767,32767
1777225644361000,32767,32767,32767,32767,32767,32767,32767
1777225644365000,32767,32767,32767,32767,32767,32767,32767
1777225644369000,32767,32767,32767,32767,32767,32767,32767
1777225644373000,32767,32767,32767,32767,32767,32767,32767
1777225644377000,32767,32767,32767,32767,32767,32767,32767
1777225644381000,32767,32767,32767,32767,32767,32767,32767
1777225644385000,32767,32767,32767,32767,32767,32767,32767
1777225644389000,32767,32767,32767,32767,32767,32767,32767
1777225644393000,32767,32767,32767,32767,0,32767,32767
1777225644397000,32767,32767,32767,32767,32767,32767,32767
1777225644401000,32767,32767,32767,32767,32767,32767,32767
1777225644405000,32767,32767,32767,32767,32767,32767,32767
1777225644409000,32767,32767,32767,32767,32767,32767,32767
1777225644413000,32767,32767,32767,32767,32767,32767,32767
1777225644417000,32767,32767,32767,32767,32767,32767,32767
1777225644421000,32767,32767,32767,32767,32767,32767,32767
1777225644425000,32767,32767,32767,32767,32767,32767,32767
1777225644429000,32767,32767,32767,32767,32767,0,32767
