timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
1777225652669000,47.3977419,8.5455942,488.013,0.0,0.0,0.0,0.0,0.0,0.0,89,1,1,0,0
1777225652681000,47.3977419,8.5455942,488.013,0.0,0.0,0.0,0.0,0.0,0.0,90,1,1,0,0
1777225652693000,47.3977419,8.5455942,488.013,0.0,0.0,0.0,0.0,0.0,0.0,91,1,1,0,0
1777225652705000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,92,1,1,0,0
1777225652717000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,93,1,1,0,0
1777225652729000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,94,1,1,0,0
1777225652741000,47.3977419,8.5455942,487.998,0.0,0.0,0.0,0.0,0.0,0.0,95,1,1,0,0
1777225652753000,47.397742,8.5455943,487.981,0.0,0.0,0.0,0.0,0.0,0.0,96,1,1,0,0
1777225652765000,47.397742,8.5455943,487.981,0.0,0.0,0.0,0.0,0.0,0.0,97,1,1,0,0
1777225652777000,47.397742,8.5455943,487.981,0.0,0.0,0.0,0.0,0.0,0.0,98,1,1,0,0
1777225652789000,47.397742,8.5455943,487.981,0.0,0.0,0.0,0.0,0.0,0.0,99,1,1,0,0
1777225652801000,47.397742,8.5455943,487.981,0.0,0.0,0.0,0.0,0.0,0.0,100,1,1,0,0
1777225652813000,47.397742,8.5455943,487.989,0.0,0.0,0.0,0.0,0.0,0.0,101,1,1,0,0
1777225652825000,47.397742,8.5455943,487.989,0.0,0.0,0.0,0.0,0.0,0.0,102,1,1,0,0
1777225652837000,47.397742,8.5455943,487.989,0.0,0.0,0.0,0.0,0.0,0.0,103,1,1,0,0
1777225652885000,47.397742,8.5455943,487.989,0.0,0.0,0.0,0.0,0.0,0.0050611896,103,1,1,0,0
1777225653893000,47.39774195873413,8.545593967971838,487.98663,-0.0045885555,-0.02499123,0.012481689,-0.00055363186,-0.00043978018,0.010128056,104,1,1,1,0
1777225685117000,47.39774193084197,8.54559398558053,487.9998,-0.0076900227,-0.023665851,-0.0006713867,0.00031027634,6.187623e-05,0.014638676,105,1,1,1,0
1777225686989000,47.39774194540586,8.545594047482224,487.99612,-0.006070591,-0.019006608,0.0029907227,0.00098947,-0.0007753385,0.015219545,106,1,1,1,0
