timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
1777225651865000,47.3977419,8.5455939,487.992,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,0,0
1777225651877000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,23,1,1,0,0
1777225651889000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,0,0
1777225651901000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,25,1,1,0,0
1777225651913000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,26,1,1,0,0
1777225651925000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,27,1,1,0,0
1777225651937000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,28,1,1,0,0
1777225651949000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,29,1,1,0,0
1777225651961000,47.3977419,8.5455939,487.998,0.0,0.0,0.0,0.0,0.0,0.0,30,1,1,0,0
1777225651973000,47.3977419,8.5455939,488.001,0.0,0.0,0.0,0.0,0.0,0.0,31,1,1,0,0
1777225651985000,47.3977419,8.5455939,488.001,0.0,0.0,0.0,0.0,0.0,0.0,32,1,1,0,0
1777225651997000,47.3977419,8.5455939,488.001,0.0,0.0,0.0,0.0,0.0,0.0,33,1,1,0,0
1777225652009000,47.3977419,8.5455939,488.001,0.0,0.0,0.0,0.0,0.0,0.0,34,1,1,0,0
1777225652021000,47.3977419,8.5455939,488.001,0.0,0.0,0.0,0.0,0.0,0.0,35,1,1,0,0
1777225652033000,47.3977419,8.545594,487.992,0.0,0.0,0.0,0.0,0.0,0.0,36,1,1,0,0
1777225652045000,47.3977419,8.545594,487.992,0.0,0.0,0.0,0.0,0.0,0.0,37,1,1,0,0
1777225652057000,47.3977419,8.545594,487.992,0.0,0.0,0.0,0.0,0.0,0.0,38,1,1,0,0
1777225652069000,47.3977419,8.545594,487.992,0.0,0.0,0.0,0.0,0.0,0.0,39,1,1,0,0
1777225652081000,47.3977419,8.5455939,487.991,0.0,0.0,0.0,0.0,0.0,0.0,40,1,1,0,0
1777225652093000,47.3977419,8.5455939,487.991,0.0,0.0,0.0,0.0,0.0,0.0,41,1,1,0,0
1777225652105000,47.3977419,8.5455939,487.991,0.0,0.0,0.0,0.0,0.0,0.0,42,1,1,0,0
1777225652117000,47.3977419,8.5455939,487.991,0.0,0.0,0.0,0.0,0.0,0.0,43,1,1,0,0
1777225652129000,47.3977419,8.545593799999999,487.982,0.0,0.0,0.0,0.0,0.0,0.0,44,1,1,0,0
1777225652141000,47.3977419,8.545593799999999,487.982,0.0,0.0,0.0,0.0,0.0,0.0,45,1,1,0,0
1777225652153000,47.3977419,8.545593799999999,487.982,0.0,0.0,0.0,0.0,0.0,0.0,46,1,1,0,0
1777225652165000,47.3977419,8.545593799999999,487.982,0.0,0.0,0.0,0.0,0.0,0.0,47,1,1,0,0
1777225652177000,47.3977419,8.545593799999999,487.982,0.0,0.0,0.0,0.0,0.0,0.0,48,1,1,0,0
1777225652189000,47.3977418,8.5455939,487.981,0.0,0.0,0.0,0.0,0.0,0.0,49,1,1,0,0
1777225652201000,47.3977418,8.5455939,487.981,0.0,0.0,0.0,0.0,0.0,0.0,50,1,1,0,0
1777225652213000,47.3977418,8.5455939,487.981,0.0,0.0,0.0,0.0,0.0,0.0,51,1,1,0,0
1777225652225000,47.3977418,8.5455939,487.981,0.0,0.0,0.0,0.0,0.0,0.0,52,1,1,0,0
1777225652237000,47.3977419,8.5455939,487.98,0.0,0.0,0.0,0.0,0.0,0.0,53,1,1,0,0
1777225652249000,47.3977419,8.5455939,487.98,0.0,0.0,0.0,0.0,0.0,0.0,54,1,1,0,0
1777225652261000,47.3977419,8.5455939,487.98,0.0,0.0,0.0,0.0,0.0,0.0,55,1,1,0,0
1777225652273000,47.3977419,8.5455939,487.98,0.0,0.0,0.0,0.0,0.0,0.0,56,1,1,0,0
1777225652285000,47.3977418,8.545594,487.987,0.0,0.0,0.0,0.0,0.0,0.0,57,1,1,0,0
1777225652297000,47.3977418,8.545594,487.987,0.0,0.0,0.0,0.0,0.0,0.0,58,1,1,0,0
1777225652309000,47.3977418,8.545594,487.987,0.0,0.0,0.0,0.0,0.0,0.0,59,1,1,0,0
1777225652321000,47.3977418,8.545594,487.987,0.0,0.0,0.0,0.0,0.0,0.0,60,1,1,0,0
1777225652333000,47.3977418,8.545594,487.987,0.0,0.0,0.0,0.0,0.0,0.0,61,1,1,0,0
1777225652345000,47.3977419,8.5455939,487.992,0.0,0.0,0.0,0.0,0.0,0.0,62,1,1,0,0
1777225652357000,47.3977419,8.5455939,487.992,0.0,0.0,0.0,0.0,0.0,0.0,63,1,1,0,0
1777225652369000,47.3977419,8.5455939,487.992,0.0,0.0,0.0,0.0,0.0,0.0,64,1,1,0,0
1777225652381000,47.3977419,8.5455939,487.992,0.0,0.0,0.0,0.0,0.0,0.0,65,1,1,0,0
1777225652393000,47.3977418,8.545594,488.001,0.0,0.0,0.0,0.0,0.0,0.0,66,1,1,0,0
1777225652405000,47.3977418,8.545594,488.001,0.0,0.0,0.0,0.0,0.0,0.0,67,1,1,0,0
1777225652417000,47.3977418,8.545594,488.001,0.0,0.0,0.0,0.0,0.0,0.0,68,1,1,0,0
1777225652429000,47.3977418,8.545594,488.001,0.0,0.0,0.0,0.0,0.0,0.0,69,1,1,0,0
1777225652441000,47.3977419,8.545594,488.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,1,0,0
1777225652453000,47.3977419,8.545594,488.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1,1,0,0
1777225652465000,47.3977419,8.545594,488.0,0.0,0.0,0.0,0.0,0.0,0.0,72,1,1,0,0
1777225652477000,47.3977419,8.545594,488.0,0.0,0.0,0.0,0.0,0.0,0.0,73,1,1,0,0
1777225652489000,47.3977419,8.545594,488.0,0.0,0.0,0.0,0.0,0.0,0.0,74,1,1,0,0
1777225652501000,47.3977418,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,75,1,1,0,0
1777225652513000,47.3977418,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,76,1,1,0,0
1777225652525000,47.3977418,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,77,1,1,0,0
1777225652537000,47.3977418,8.5455942,488.008,0.0,0.0,0.0,0.0,0.0,0.0,78,1,1,0,0
1777225652549000,47.3977419,8.5455942,488.01,0.0,0.0,0.0,0.0,0.0,0.0,79,1,1,0,0
1777225652561000,47.3977419,8.5455942,488.01,0.0,0.0,0.0,0.0,0.0,0.0,80,1,1,0,0
1777225652573000,47.3977419,8.5455942,488.01,0.0,0.0,0.0,0.0,0.0,0.0,81,1,1,0,0
1777225652585000,47.3977419,8.5455942,488.01,0.0,0.0,0.0,0.0,0.0,0.0,82,1,1,0,0
1777225652597000,47.3977418,8.545594,488.009,0.0,0.0,0.0,0.0,0.0,0.0,83,1,1,0,0
1777225652609000,47.3977418,8.545594,488.009,0.0,0.0,0.0,0.0,0.0,0.0,84,1,1,0,0
1777225652621000,47.3977418,8.545594,488.009,0.0,0.0,0.0,0.0,0.0,0.0,85,1,1,0,0
1777225652633000,47.3977418,8.545594,488.009,0.0,0.0,0.0,0.0,0.0,0.0,86,1,1,0,0
1777225652645000,47.3977418,8.545594,488.009,0.0,0.0,0.0,0.0,0.0,0.0,87,1,1,0,0
1777225652657000,47.3977419,8.5455942,488.013,0.0,0.0,0.0,0.0,0.0,0.0,88,1,1,0,0
