timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777225643133000,0,1,1,1,0,0,1,1,0,0,1,1
1777225644137000,0,1,1,1,0,0,1,1,0,0,1,1
1777225644153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225645153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225646153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225647153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225648153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225649153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225650153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225651153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225652153000,0,1,1,1,1,1,1,0,0,0,1,1
1777225652849000,0,1,1,1,0,0,1,0,0,0,1,1
1777225652873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225653873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225654873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225655873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225656873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225657873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225658873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225659873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225660873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225661873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225662873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225663873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225664873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225665873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225666873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225667873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225668873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225669873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225670873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225671873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225672873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225673873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225674873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225675873000,0,1,1,1,1,1,1,0,0,0,1,1
1777225676873000,0,1,1,1,1,1,1,0,0,0,1,1
