timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
1777225644057000,1777225643898993,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644105000,1777225643950993,0.000752684,0.0006988525,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644161000,1777225644002994,0.001340555,9.4022136e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644209000,1777225644054994,0.0022181303,0.0007060274,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644265000,1777225644106994,0.002206596,4.5163324e-07,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644313000,1777225644158995,0.0021951215,0.0012995997,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644369000,1777225644210995,0.002183707,0.0012928417,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644417000,1777225644262996,0.0036096696,0.0003858502,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644473000,1777225644314996,0.0031103822,0.0010169132,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644521000,1777225644366996,0.002604275,0.000813261,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644577000,1777225644418996,0.0025907329,0.00010712771,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644625000,1777225644470997,0.0033108417,0.00019250167,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644681000,1777225644522997,0.0032936253,6.8636e-06,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644729000,1777225644574997,0.0025454955,0.0005073162,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644785000,1777225644626997,0.002532259,0.00020560584,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644833000,1777225644678998,0.0017280994,0.00019524361,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644889000,1777225644730998,0.0014421375,0.00010484393,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644937000,1777225644782998,0.00237658,0.00070549507,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225644993000,1777225644834998,0.0021612707,0.00049751444,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645041000,1777225644886998,0.002150032,0.00049492734,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645097000,1777225644938998,0.0021388517,0.00020649884,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645145000,1777225644990999,0.0021277294,0.00049342756,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645201000,1777225645042999,0.0020178028,0.00020799082,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645249000,1777225645094999,0.0021068598,0.0005059815,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645305000,1777225645146999,0.003172395,0.0007047664,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645353000,1777225645198999,0.0016414474,8.0274185e-07,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645409000,1777225645250999,0.0023067417,9.990945e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645457000,1777225645302999,0.0024021806,0.0012987308,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645513000,1777225645354999,0.0037323392,0.0017924656,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645561000,1777225645406999,0.0021412726,0.002182925,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645617000,1777225645458999,0.002130138,0.001372013,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645665000,1777225645510999,0.0010172726,0.0019660748,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645721000,1777225645563000,0.00068332435,0.000353678,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645769000,1777225645615000,0.0015826311,0.00085232715,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645825000,1777225645667000,0.0015744014,0.00044811473,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645873000,1777225645719000,0.0021224283,0.00014671226,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645929000,1777225645771000,0.002951953,0.00055290316,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225645977000,1777225645823000,0.0009789956,0.00025095578,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646033000,1777225645875000,0.00097390474,0.00075132574,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646081000,1777225645927000,0.0021219049,0.0013455634,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646137000,1777225645979000,0.0012193745,0.00033759,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646185000,1777225646031000,0.00079571997,0.0013368111,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646241000,1777225646083000,0.00079158216,0.00073171506,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646289000,1777225646135000,0.0015324419,0.0009262744,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646345000,1777225646187000,0.0015244732,0.0020231423,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646393000,1777225646239000,0.0006621909,0.0026107663,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646449000,1777225646291000,0.0015149452,0.0011964332,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646497000,1777225646343000,0.0021908062,0.0022918964,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646553000,1777225646395000,0.0014958474,0.0017794902,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646601000,1777225646447000,0.0022619674,0.00043008057,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646657000,1777225646499000,0.0027487315,0.00027100838,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646705000,1777225646551000,0.0014634673,0.0012288141,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646761000,1777225646603000,0.00088674645,0.0006212279,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646809000,1777225646655000,0.0013182773,0.0007187055,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646865000,1777225646707000,0.001580919,0.00028295664,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646913000,1777225646759000,0.0014486909,0.0004829013,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225646969000,1777225646811000,0.0014411577,0.0005810982,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647017000,1777225646863000,0.0014336635,0.0011762211,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647073000,1777225646915000,0.0014262085,0.00097174046,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647121000,1777225646967000,0.0014187923,0.0020653203,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647177000,1777225647019000,0.0014114145,0.0015540922,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647225000,1777225647071000,0.0021875855,0.0011462305,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647281000,1777225647123000,0.00217621,0.0004414175,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647329000,1777225647175000,0.0013837186,0.0007381944,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647385000,1777225647227000,0.0021584528,0.00013621122,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647433000,1777225647279000,0.00080464577,0.0012341357,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647489000,1777225647331000,0.0020838717,0.0001730388,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647537000,1777225647383000,0.0018297448,0.0009716996,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647593000,1777225647435000,0.00078674936,0.00026474235,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647641000,1777225647487000,0.0007826583,0.00053619494,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647697000,1777225647539000,0.0018125508,0.000832479,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647745000,1777225647591000,0.0018031255,0.00092885806,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647801000,1777225647643000,0.002601233,0.000476729,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647849000,1777225647695000,0.0027453175,0.000926507,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647905000,1777225647747000,0.0025752266,2.1420536e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225647953000,1777225647799000,0.004107793,0.0008789595,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648009000,1777225647851000,0.0028389583,2.5879766e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648057000,1777225647903000,0.0019748644,0.0011735957,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648113000,1777225647955000,0.002523099,0.0009691287,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648161000,1777225648007000,0.0020128333,3.688736e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648217000,1777225648059000,0.001241733,0.0006378919,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648265000,1777225648111000,0.001235276,0.002132988,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648321000,1777225648163000,0.0019319608,0.00032135926,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648369000,1777225648215000,0.0016910066,0.00082017644,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648425000,1777225648267000,0.0027806486,0.0023173764,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648473000,1777225648319000,0.0006198194,0.0013043495,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648529000,1777225648371000,0.0016647931,0.0014959311,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648577000,1777225648423000,0.00073445216,0.000110969064,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648633000,1777225648475000,0.0016596379,0.00018868025,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648681000,1777225648527000,0.0017500072,0.0011886756,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648737000,1777225648579000,0.0019296324,0.0025832513,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648785000,1777225648631000,0.0012262599,0.0019686222,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648841000,1777225648683000,0.0012198833,0.0023581656,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648889000,1777225648735000,0.0018882098,0.0008474898,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648945000,1777225648787000,0.0018783911,0.0006416668,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225648993000,1777225648839000,0.0024250352,0.00043996586,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225649049000,1777225648891000,0.0024124251,6.281023e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225649097000,1777225648943000,0.0030000876,0.0011368573,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225649153000,1777225648995000,0.002984487,0.0020312143,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777225649201000,1777225649047000,0.002369212,0.0010196754,0.0,0,1,0,0,1,1,0,0,0,0,0,0
