timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777225644021000,0.0017378844,0.0008357058,8.1694256e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225644029000,-0.0015375189,0.0,-1.1641532e-10,0.0,0.0,0.0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225644221000,-0.0014299512,-0.0019457401,-0.00027918632,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225644421000,-0.00029836278,4.221173e-05,0.00046344887,0.0,0.0,0.0,0,0,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225644621000,0.000105814586,-1.1641532e-10,0.00020861065,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225644821000,-0.0020838268,-5.820766e-11,0.00047176573,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225645021000,0.0,2.910383e-11,2.910383e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225645221000,-0.00086854026,0.0,0.0005402184,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225645421000,0.0028566828,0.0,-0.00027474455,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225645621000,-0.0018544107,0.00039378158,-0.0005002117,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225645821000,0.0,0.0,1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225646021000,0.001374826,-2.3283064e-10,0.0002875952,0.0,0.0,0.0,0,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225646221000,-0.00080158905,0.0012687652,-0.00047903592,0.0,0.0,0.0,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225646421000,-0.0002320599,-0.00046598632,0.0001142314,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225646621000,-3.4924597e-10,2.910383e-11,-2.910383e-11,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225646821000,-0.0017177195,0.00086029316,-0.0005206831,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225647021000,-5.820766e-11,8.731149e-11,-8.731149e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225647221000,0.0034804393,0.0016352956,0.00021457755,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225647421000,3.4924597e-10,6.548362e-11,-6.883738e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225647621000,5.820766e-11,0.0,4.3655746e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225647821000,0.0038565502,-1.1641532e-10,-7.206484e-05,0.0,0.0,0.0,0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225648021000,0.00052364747,0.0013106827,-0.0005345291,0.0,0.0,1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225648221000,1.1641532e-10,-4.3655746e-11,-1.4551915e-10,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225648421000,0.00047195467,-0.00024210336,-0.00029792188,0.0,0.0,0.0,0,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225648621000,-2.910383e-11,3.637979e-12,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225648821000,-0.00030062645,5.820766e-11,-0.00051892165,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225649021000,-0.0012177525,-0.0005696947,0.0001808404,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225649221000,-0.00048699102,4.3655746e-11,-0.0001251176,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225649421000,-0.0022996468,-1.1641532e-10,-0.00020458002,0.0,0.0,0.0,0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225649613000,-0.0022763747,0.0029092422,-0.00025011532,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225649821000,1.7462298e-10,5.820766e-11,-5.0931703e-11,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225650021000,-0.0019937004,6.77316e-06,-0.00028459055,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225650221000,-0.0026916582,0.000564205,3.4747987e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225650421000,0.0006103809,1.0913936e-11,-0.00023196594,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225650621000,-0.00039154507,0.0008241534,-0.00019706134,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225650821000,-0.0031943205,0.0,-2.910383e-11,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225651021000,-0.0041645626,0.0008995789,-5.542098e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225651221000,-0.0013279596,5.820766e-11,-8.731149e-11,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225651421000,-0.00078843534,-0.0002474864,-0.00023512478,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225651621000,-1.1641532e-10,5.820766e-11,1.0913936e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225651821000,-0.00084450346,-0.0028874276,-7.214403e-06,0.0,0.0,0.0,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225652021000,-0.0011621165,-0.0013736028,-5.366889e-05,0.0,0.0,0.0,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225652221000,-0.0011660731,-0.0009253535,0.00024940626,0.0,0.0,0.0,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
