timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777225644021000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644045000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644053000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644061000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644069000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644077000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644085000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644093000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644101000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644117000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644125000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644133000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644141000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644157000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644165000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644173000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644181000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644197000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644205000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644213000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644221000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644229000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644237000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644253000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644261000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644269000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644277000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644293000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644301000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644317000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644325000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644333000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644341000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644349000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644357000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644373000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644381000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644397000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644405000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644413000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644421000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644437000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644445000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1777225644453000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
