timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1777225643349000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225644353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225645353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225646353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225647353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225648353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225649353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225650353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225651353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225652353000,1777225643197000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1777225652841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225653841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225654841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225655841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225656841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225657841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225658841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225659841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225660841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225661841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225662841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225663841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225664841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225665841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225666841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225667841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225668841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225669841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225670841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225671841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225672841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225673841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225674841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225675841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225676841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225677841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225678841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225679841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225680841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225681841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225682841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225683841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225684841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225685841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225686841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225687841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225688841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225689841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225690841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225691841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225692841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225693841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225694841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225695841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225696841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225697841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225698841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225699841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225700841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225701841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225702841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777225703841000,1777225652689000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
