timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
1777225643965000,0,0,0,0,0,0
1777225644469000,0,0,0,0,0,0
1777225644973000,0,0,0,0,0,0
1777225645477000,0,0,0,0,0,0
1777225645981000,0,0,0,0,0,0
1777225646485000,0,0,0,0,0,0
1777225646989000,0,0,0,0,0,0
1777225647493000,0,0,0,0,0,0
1777225647997000,0,0,0,0,0,0
1777225648501000,0,0,0,0,0,0
1777225649005000,0,0,0,0,0,0
1777225649509000,0,0,0,0,0,0
1777225650013000,0,0,0,0,0,0
1777225650521000,0,0,0,0,0,0
1777225651025000,0,0,0,0,0,0
1777225651529000,0,0,0,0,0,0
1777225652033000,0,0,0,0,0,0
1777225652537000,0,0,0,0,0,0
1777225653041000,0,0,0,0,0,0
1777225653545000,0,0,0,0,0,0
1777225654049000,0,0,0,0,0,0
1777225654553000,0,0,0,0,0,0
1777225655057000,0,0,0,0,0,0
1777225655561000,0,0,0,0,0,0
1777225656065000,0,0,0,0,0,0
1777225656569000,0,0,0,0,0,0
1777225657073000,0,0,0,0,0,0
1777225657581000,0,0,0,0,0,0
1777225658085000,0,0,0,0,0,0
1777225658589000,0,0,0,0,0,0
1777225659097000,0,0,0,0,0,0
1777225659601000,0,0,0,0,0,0
1777225660105000,0,0,0,0,0,0
1777225660609000,0,0,0,0,0,0
1777225661113000,0,0,0,0,0,0
1777225661617000,0,0,0,0,0,0
1777225662121000,0,0,0,0,0,0
1777225662625000,0,0,0,0,0,0
1777225663129000,0,0,0,0,0,0
1777225663633000,0,0,0,0,0,0
1777225664137000,0,0,0,0,0,0
1777225664641000,0,0,0,0,0,0
1777225665145000,0,0,0,0,0,0
1777225665649000,0,0,0,0,0,0
1777225666153000,0,0,0,0,0,0
1777225666657000,0,0,0,0,0,0
1777225667161000,0,0,0,0,0,0
1777225667665000,0,0,0,0,0,0
1777225668169000,0,0,0,0,0,0
1777225668677000,0,0,0,0,0,0
1777225669181000,0,0,0,0,0,0
1777225669685000,0,0,0,0,0,0
1777225670189000,0,0,0,0,0,0
1777225670693000,0,0,0,0,0,0
1777225671197000,0,0,0,0,0,0
1777225671701000,0,0,0,0,0,0
1777225672205000,0,0,0,0,0,0
1777225672709000,0,0,0,0,0,0
1777225673213000,0,0,0,0,0,0
1777225673717000,0,0,0,0,0,0
1777225674221000,0,0,0,0,0,0
1777225674725000,0,0,0,0,0,0
1777225675229000,0,0,0,0,0,0
1777225675733000,0,0,0,0,0,0
1777225676237000,0,0,0,0,0,0
1777225676741000,0,0,0,0,0,0
1777225677245000,0,0,0,0,0,0
1777225677749000,0,0,0,0,0,0
1777225678253000,0,0,0,0,0,0
1777225678757000,0,0,0,0,0,0
1777225679261000,0,0,0,0,0,0
1777225679765000,0,0,0,0,0,0
1777225680269000,0,0,0,0,0,0
1777225680773000,0,0,0,0,0,0
1777225681277000,0,0,0,0,0,0
1777225681781000,0,0,0,0,0,0
1777225682285000,0,0,0,0,0,0
1777225682789000,0,0,0,0,0,0
1777225683293000,0,0,0,0,0,0
1777225683797000,0,0,0,0,0,0
1777225684301000,0,0,0,0,0,0
1777225684805000,0,0,0,0,0,0
1777225685309000,0,0,0,0,0,0
1777225685813000,0,0,0,0,0,0
1777225686317000,0,0,0,0,0,0
1777225686821000,0,0,0,0,0,0
1777225687325000,0,0,0,0,0,0
1777225687829000,0,0,0,0,0,0
1777225688333000,0,0,0,0,0,0
1777225688837000,0,0,0,0,0,0
1777225689341000,0,0,0,0,0,0
1777225689845000,0,0,0,0,0,0
1777225690349000,0,0,0,0,0,0
1777225690857000,0,0,0,0,0,0
1777225691361000,0,0,0,0,0,0
1777225691865000,0,0,0,0,0,0
1777225692369000,0,0,0,0,0,0
1777225692873000,0,0,0,0,0,0
1777225693377000,0,0,0,0,0,0
1777225693881000,0,0,0,0,0,0
1777225694385000,0,0,0,0,0,0
1777225694889000,0,0,0,0,0,0
1777225695393000,0,0,0,0,0,0
1777225695897000,0,0,0,0,0,0
1777225696401000,0,0,0,0,0,0
1777225696905000,0,0,0,0,0,0
1777225697409000,0,0,0,0,0,0
1777225697913000,0,0,0,0,0,0
1777225698417000,0,0,0,0,0,0
1777225698921000,0,0,0,0,0,0
1777225699425000,0,0,0,0,0,0
1777225699929000,0,0,0,0,0,0
1777225700433000,0,0,0,0,0,0
1777225700937000,0,0,0,0,0,0
1777225701441000,0,0,0,0,0,0
1777225701945000,0,0,0,0,0,0
1777225702449000,0,0,0,0,0,0
1777225702953000,0,0,0,0,0,0
1777225703457000,0,0,0,0,0,0
1777225703961000,0,0,0,0,0,0
1777225704465000,0,0,0,0,0,0
1777225704969000,0,0,0,0,0,0
1777225705473000,0,0,0,0,0,0
1777225705977000,0,0,0,0,0,0
1777225706481000,0,0,0,0,0,0
1777225706985000,0,0,0,0,0,0
1777225707489000,0,0,0,0,0,0
1777225707993000,0,0,0,0,0,0
1777225708497000,0,0,0,0,0,0
1777225709001000,0,0,0,0,0,0
1777225709505000,0,0,0,0,0,0
1777225710009000,0,0,0,0,0,0
1777225710513000,0,0,0,0,0,0
1777225711017000,0,0,0,0,0,0
1777225711521000,0,0,0,0,0,0
1777225712029000,0,0,0,0,0,0
1777225712533000,0,0,0,0,0,0
1777225713037000,0,0,0,0,0,0
1777225713541000,0,0,0,0,0,0
1777225714045000,0,0,0,0,0,0
1777225714549000,0,0,0,0,0,0
1777225715053000,0,0,0,0,0,0
1777225715557000,0,0,0,0,0,0
1777225716061000,0,0,0,0,0,0
1777225716565000,0,0,0,0,0,0
1777225717069000,0,0,0,0,0,0
1777225717573000,0,0,0,0,0,0
1777225718077000,0,0,0,0,0,0
1777225718581000,0,0,0,0,0,0
1777225719085000,0,0,0,0,0,0
1777225719589000,0,0,0,0,0,0
1777225720093000,0,0,0,0,0,0
1777225720597000,0,0,0,0,0,0
1777225721101000,0,0,0,0,0,0
1777225721605000,0,0,0,0,0,0
1777225722109000,0,0,0,0,0,0
1777225722613000,0,0,0,0,0,0
1777225723117000,0,0,0,0,0,0
1777225723621000,0,0,0,0,0,0
1777225724125000,0,0,0,0,0,0
1777225724629000,0,0,0,0,0,0
1777225725137000,0,0,0,0,0,0
1777225725641000,0,0,0,0,0,0
1777225726145000,0,0,0,0,0,0
1777225726649000,0,0,0,0,0,0
1777225727153000,0,0,0,0,0,0
1777225727657000,0,0,0,0,0,0
1777225728161000,0,0,0,0,0,0
1777225728665000,0,0,0,0,0,0
1777225729169000,0,0,0,0,0,0
1777225729673000,0,0,0,0,0,0
1777225730177000,0,0,0,0,0,0
1777225730681000,0,0,0,0,0,0
1777225731185000,0,0,0,0,0,0
1777225731689000,0,0,0,0,0,0
1777225732197000,0,0,0,0,0,0
1777225732701000,0,0,0,0,0,0
1777225733205000,0,0,0,0,0,0
1777225733709000,0,0,0,0,0,0
1777225734217000,0,0,0,0,0,0
1777225734721000,0,0,0,0,0,0
1777225735225000,0,0,0,0,0,0
1777225735729000,0,0,0,0,0,0
1777225736233000,0,0,0,0,0,0
1777225736737000,0,0,0,0,0,0
1777225737241000,0,0,0,0,0,0
1777225737745000,0,0,0,0,0,0
1777225738249000,0,0,0,0,0,0
1777225738753000,0,0,0,0,0,0
1777225739257000,0,0,0,0,0,0
1777225739761000,0,0,0,0,0,0
1777225740265000,0,0,0,0,0,0
1777225740769000,0,0,0,0,0,0
1777225741273000,0,0,0,0,0,0
1777225741777000,0,0,0,0,0,0
1777225742281000,0,0,0,0,0,0
1777225742785000,0,0,0,0,0,0
1777225743289000,0,0,0,0,0,0
1777225743793000,0,0,0,0,0,0
1777225744297000,0,0,0,0,0,0
1777225744801000,0,0,0,0,0,0
1777225745305000,0,0,0,0,0,0
1777225745809000,0,0,0,0,0,0
1777225746313000,0,0,0,0,0,0
1777225746821000,0,0,0,0,0,0
1777225747325000,0,0,0,0,0,0
1777225747829000,0,0,0,0,0,0
1777225748333000,0,0,0,0,0,0
1777225748837000,0,0,0,0,0,0
1777225749341000,0,0,0,0,0,0
1777225749845000,0,0,0,0,0,0
1777225750349000,0,0,0,0,0,0
1777225750853000,0,0,0,0,0,0
1777225751357000,0,0,0,0,0,0
1777225751861000,0,0,0,0,0,0
1777225752365000,0,0,0,0,0,0
1777225752869000,0,0,0,0,0,0
1777225753373000,0,0,0,0,0,0
1777225753877000,0,0,0,0,0,0
1777225754381000,0,0,0,0,0,0
1777225754885000,0,0,0,0,0,0
1777225755389000,0,0,0,0,0,0
1777225755893000,0,0,0,0,0,0
1777225756397000,0,0,0,0,0,0
1777225756901000,0,0,0,0,0,0
1777225757405000,0,0,0,0,0,0
1777225757909000,0,0,0,0,0,0
1777225758413000,0,0,0,0,0,0
1777225758917000,0,0,0,0,0,0
1777225759421000,0,0,0,0,0,0
1777225759925000,0,0,0,0,0,0
1777225760429000,0,0,0,0,0,0
1777225760937000,0,0,0,0,0,0
1777225761445000,0,0,0,0,0,0
1777225761949000,0,0,0,0,0,0
1777225762453000,0,0,0,0,0,0
1777225762957000,0,0,0,0,0,0
1777225763461000,0,0,0,0,0,0
1777225763965000,0,0,0,0,0,0
1777225764469000,0,0,0,0,0,0
1777225764973000,0,0,0,0,0,0
1777225765477000,0,0,0,0,0,0
1777225765981000,0,0,0,0,0,0
1777225766489000,0,0,0,0,0,0
1777225766993000,0,0,0,0,0,0
1777225767497000,0,0,0,0,0,0
1777225768001000,0,0,0,0,0,0
1777225768505000,0,0,0,0,0,0
1777225769009000,0,0,0,0,0,0
1777225769513000,0,0,0,0,0,0
1777225770017000,0,0,0,0,0,0
1777225770521000,0,0,0,0,0,0
1777225771025000,0,0,0,0,0,0
1777225771529000,0,0,0,0,0,0
1777225772033000,0,0,0,0,0,0
1777225772537000,0,0,0,0,0,0
1777225773045000,0,0,0,0,0,0
1777225773549000,0,0,0,0,0,0
1777225774053000,0,0,0,0,0,0
1777225774557000,0,0,0,0,0,0
1777225775065000,0,0,0,0,0,0
1777225775573000,0,0,0,0,0,0
1777225776077000,0,0,0,0,0,0
1777225776581000,0,0,0,0,0,0
1777225777085000,0,0,0,0,0,0
1777225777589000,0,0,0,0,0,0
1777225778093000,0,0,0,0,0,0
1777225778597000,0,0,0,0,0,0
1777225779101000,0,0,0,0,0,0
1777225779605000,0,0,0,0,0,0
1777225780109000,0,0,0,0,0,0
1777225780613000,0,0,0,0,0,0
1777225781117000,0,0,0,0,0,0
1777225781621000,0,0,0,0,0,0
1777225782125000,0,0,0,0,0,0
1777225782629000,0,0,0,0,0,0
1777225783133000,0,0,0,0,0,0
