timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777225644021000,0.0,nan,0,6,103140,1024000,0,3,1,187
1777225645021000,369.7832,369.7832,0,30,4641,1024000,0,3,1,187
1777225646021000,649.86035,324.93018,0,30,4618,1024000,0,3,1,187
1777225647021000,929.3135,309.77115,0,31,4903,1024000,0,3,1,187
1777225648021000,1209.0049,302.25122,0,31,4915,1024000,0,3,1,187
1777225649021000,1491.8223,298.36444,0,31,1671,1024000,0,3,1,187
1777225650021000,1768.4727,294.74545,0,31,4698,1024000,0,3,1,187
1777225651021000,2048.004,292.572,0,31,4720,1024000,0,3,1,187
1777225652021000,2328.9248,291.11563,0,31,5267,1024000,0,3,1,187
1777225653021000,2613.7861,290.4207,0,31,4893,1024000,0,3,1,187
1777225654021000,2900.0176,290.00177,0,34,4685,1024000,0,3,1,187
1777225655021000,3189.338,289.93982,0,34,4642,1024000,0,3,1,187
1777225656021000,3479.4678,289.95566,0,34,5200,1024000,0,3,1,187
1777225657021000,3771.165,290.0896,0,34,3423,1024000,0,3,1,187
1777225658021000,4062.838,290.20273,0,34,1628,1024000,0,3,1,187
1777225659021000,4349.7305,289.98203,0,35,4657,1024000,0,3,1,187
1777225660021000,4639.4893,289.96808,0,35,5299,1024000,0,3,1,187
1777225661021000,4929.623,289.9778,0,35,5161,1024000,0,3,1,187
1777225662021000,5223.083,290.17126,0,35,1628,1024000,0,3,1,187
1777225663021000,5509.953,289.99753,0,35,4805,1024000,0,3,1,187
1777225664021000,5799.968,289.99838,0,35,4827,1024000,0,3,1,187
1777225665021000,6089.7236,289.98682,0,36,5080,1024000,0,3,1,187
1777225666021000,6383.0615,290.13916,0,37,1628,1024000,0,3,1,187
1777225667021000,6669.9688,289.99866,0,37,4723,1024000,0,3,1,187
1777225668021000,6959.866,289.99445,0,38,4642,1024000,0,3,1,187
1777225669021000,7249.797,289.99188,0,38,5080,1024000,0,3,1,187
1777225670021000,7539.5703,289.98346,0,40,5013,1024000,0,3,1,187
1777225671021000,7829.6514,289.9871,0,40,4782,1024000,0,3,1,187
1777225672021000,8119.666,289.98807,0,40,4642,1024000,0,3,1,187
1777225673021000,8409.554,289.98462,0,40,5200,1024000,0,3,1,187
1777225674021000,8699.1455,289.9715,0,42,5123,1024000,0,3,1,187
1777225675021000,8989.301,289.97745,0,42,4936,1024000,0,3,1,187
1777225676021000,9279.593,289.98727,0,42,4685,1024000,0,3,1,187
1777225677021000,9569.448,289.98328,0,42,4871,1024000,0,3,1,187
1777225678021000,9859.209,289.97675,0,42,5118,1024000,0,3,1,187
1777225679021000,10152.4,290.0686,0,43,1628,1024000,0,3,1,187
1777225680021000,10439.158,289.9766,0,44,4805,1024000,0,3,1,187
1777225681021000,10729.131,289.9765,0,44,4718,1024000,0,3,1,187
1777225682021000,11018.869,289.9702,0,45,5238,1024000,0,3,1,187
1777225683021000,11310.566,290.01453,0,45,3581,1024000,0,3,1,187
1777225684021000,11602.291,290.05728,0,45,1628,1024000,0,3,1,187
1777225685021000,11889.469,289.98703,0,45,4739,1024000,0,3,1,187
1777225686021000,12179.944,289.9987,0,45,4083,1024000,0,3,1,187
1777225687021000,12468.844,289.9731,0,45,4990,1024000,0,3,1,187
1777225688021000,12769.523,290.21646,0,45,4609,1024000,0,3,1,187
