timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1777225644021000,1777225644021000,0.014338063,-0.005771232,-9.798641
1777225644025000,1777225644025000,0.002992502,0.0050839623,-9.78131
1777225644073000,1777225644073000,0.034449294,-0.008976181,-9.793427
1777225644121000,1777225644121000,-0.0052318056,-0.013248749,-9.819404
1777225644173000,1777225644173000,0.010624818,0.0020851512,-9.814194
1777225644221000,1777225644221000,-0.0045355884,-0.0011086668,-9.839351
1777225644273000,1777225644273000,-0.026709374,0.034587014,-9.814946
1777225644321000,1777225644321000,0.033257503,-0.040308982,-9.837549
1777225644373000,1777225644373000,-0.038292535,-0.029577557,-9.79071
1777225644421000,1777225644421000,-0.010765191,-0.024071105,-9.762258
1777225644473000,1777225644473000,-0.029614255,-0.008806042,-9.783382
1777225644521000,1777225644521000,0.017977962,0.029505283,-9.828888
1777225644573000,1777225644573000,0.03711853,0.00021771551,-9.829596
1777225644621000,1777225644621000,-0.0074486216,0.0035291146,-9.798942
1777225644673000,1777225644673000,0.0301302,0.023329891,-9.793637
1777225644721000,1777225644721000,-0.045541227,0.024779862,-9.81499
1777225644773000,1777225644773000,-0.041019697,0.010944303,-9.756101
1777225644821000,1777225644821000,-0.03134615,-0.0052931216,-9.819357
1777225644873000,1777225644873000,0.02123111,0.011411567,-9.827294
1777225644921000,1777225644921000,0.048823312,-0.009863106,-9.817066
1777225644973000,1777225644973000,-0.03520451,0.057120156,-9.784247
1777225645021000,1777225645021000,-0.0023246165,-0.04511378,-9.846771
1777225645073000,1777225645073000,0.0025503703,-0.0147334,-9.812311
1777225645121000,1777225645121000,0.0030573257,-0.03554514,-9.830732
1777225645173000,1777225645173000,-0.014974346,0.012268096,-9.769625
1777225645221000,1777225645221000,0.029008178,0.032942183,-9.7952
1777225645273000,1777225645273000,-0.042668402,0.012294554,-9.777779
1777225645321000,1777225645321000,-0.041036814,0.02041123,-9.813364
1777225645373000,1777225645373000,0.015610747,-0.0005068941,-9.794481
1777225645421000,1777225645421000,-0.03358169,0.019904368,-9.805355
1777225645473000,1777225645473000,-0.027954409,-0.01352062,-9.763629
1777225645521000,1777225645521000,0.0029066738,0.01519124,-9.799292
1777225645573000,1777225645573000,-0.021405742,0.007606478,-9.837086
1777225645621000,1777225645621000,0.015642874,-0.019302871,-9.817853
1777225645673000,1777225645673000,0.017028807,-0.02557173,-9.789309
1777225645721000,1777225645721000,0.008127865,-0.008403363,-9.848601
1777225645773000,1777225645773000,-0.0526215,-0.057157017,-9.853331
1777225645821000,1777225645821000,-0.02951641,0.00082474947,-9.787747
1777225645873000,1777225645873000,-0.00649489,-0.008771604,-9.782344
1777225645921000,1777225645921000,0.017535346,-0.009076164,-9.809601
1777225645973000,1777225645973000,-0.004158812,-0.012268137,-9.80917
1777225646021000,1777225646021000,0.029575162,-0.00023032702,-9.815551
1777225646073000,1777225646073000,-9.773788e-05,0.013242401,-9.8220215
1777225646121000,1777225646121000,0.0240887,-0.0053884955,-9.855671
1777225646173000,1777225646173000,-0.009294174,0.006275111,-9.802954
1777225646221000,1777225646221000,-0.038043197,-0.013255848,-9.7950115
1777225646273000,1777225646273000,0.00037990976,0.0005053703,-9.804544
1777225646321000,1777225646321000,-0.0038710118,0.026842061,-9.811298
1777225646373000,1777225646373000,0.027450904,0.04210416,-9.858913
1777225646421000,1777225646421000,-0.03547619,0.002855713,-9.832354
1777225646473000,1777225646473000,0.030502327,0.025952814,-9.799625
1777225646521000,1777225646521000,-0.004134173,-0.0048745666,-9.866876
1777225646573000,1777225646573000,0.028049352,-0.02219757,-9.837519
1777225646621000,1777225646621000,0.015994025,-0.0067274747,-9.829332
1777225646673000,1777225646673000,0.016006604,-0.010401607,-9.834733
1777225646721000,1777225646721000,-0.007951174,0.0077938805,-9.811657
1777225646773000,1777225646773000,0.018517394,0.031345718,-9.778427
1777225646821000,1777225646821000,-0.005041445,-0.03764307,-9.817082
1777225646873000,1777225646873000,0.0056975866,-0.020708192,-9.780406
1777225646921000,1777225646921000,-0.016019471,-0.030175196,-9.811497
1777225646973000,1777225646973000,-0.03740772,0.01669996,-9.839222
1777225647021000,1777225647021000,-0.017523922,0.0010881675,-9.815931
1777225647073000,1777225647073000,0.009595739,0.0088931285,-9.810269
1777225647121000,1777225647121000,-0.030432586,-0.0036131367,-9.818094
1777225647173000,1777225647173000,0.020738281,-0.027171053,-9.803897
1777225647221000,1777225647221000,0.032877214,-0.015562905,-9.7960415
1777225647273000,1777225647273000,0.010255256,0.031894747,-9.815899
1777225647321000,1777225647321000,0.0144045,-0.009208391,-9.78564
1777225647373000,1777225647373000,0.016598664,-0.013662278,-9.805817
1777225647421000,1777225647421000,-0.008408146,-0.02042415,-9.803865
1777225647473000,1777225647473000,0.010698995,-0.0030546363,-9.778868
1777225647521000,1777225647521000,0.009848822,0.05190196,-9.848872
1777225647573000,1777225647573000,0.017096685,-0.044956055,-9.812851
1777225647621000,1777225647621000,0.012706494,0.05916845,-9.797787
1777225647673000,1777225647673000,-0.04220789,-0.033788104,-9.787619
1777225647721000,1777225647721000,0.0009744859,0.027335174,-9.793735
1777225647773000,1777225647773000,0.016979823,-0.0053229844,-9.858145
1777225647821000,1777225647821000,0.0072228853,-0.0009474573,-9.829681
1777225647873000,1777225647873000,-0.04342278,-0.05374325,-9.801668
1777225647921000,1777225647921000,0.016003683,0.043105677,-9.795308
1777225647973000,1777225647973000,-0.002163243,0.010110816,-9.85272
1777225648021000,1777225648021000,-0.020395804,-0.0023635356,-9.832604
1777225648073000,1777225648073000,0.043971844,-0.0041784723,-9.816257
1777225648121000,1777225648121000,-0.030733705,-0.0010393849,-9.817833
1777225648173000,1777225648173000,0.0014529761,-0.01601787,-9.759182
1777225648221000,1777225648221000,-0.04285147,-0.0064680967,-9.765274
1777225648273000,1777225648273000,-0.028947845,-0.021027312,-9.789638
1777225648321000,1777225648321000,0.009769869,-0.023014193,-9.846473
1777225648373000,1777225648373000,-0.008267506,0.0066734375,-9.83719
1777225648421000,1777225648421000,0.0110113025,0.009670647,-9.845942
1777225648473000,1777225648473000,0.008133699,-0.066060185,-9.854185
1777225648521000,1777225648521000,0.0064008217,0.02048787,-9.823351
1777225648573000,1777225648573000,0.0013742249,-0.03230751,-9.789066
1777225648621000,1777225648621000,-0.019561771,0.010058939,-9.809871
1777225648673000,1777225648673000,0.048675887,-0.014176099,-9.76669
1777225648721000,1777225648721000,0.0070576486,-0.0058467896,-9.794001
1777225648773000,1777225648773000,0.013256735,-0.019307822,-9.780603
1777225648821000,1777225648821000,-0.00069541833,0.028670926,-9.807897
1777225648873000,1777225648873000,0.010639179,0.0059909318,-9.815611
1777225648921000,1777225648921000,-0.013064075,0.039819337,-9.787739
1777225648973000,1777225648973000,0.010571129,0.008029679,-9.790219
1777225649021000,1777225649021000,0.053001754,-0.02457953,-9.764901
1777225649073000,1777225649073000,-0.022976851,-0.007304106,-9.817118
1777225649121000,1777225649121000,-0.017396107,-0.0061768503,-9.803425
1777225649173000,1777225649173000,0.018056057,0.00958897,-9.806568
1777225649221000,1777225649221000,0.014451201,-0.015352786,-9.830731
1777225649273000,1777225649273000,-0.03705603,-0.020181239,-9.806619
1777225649321000,1777225649321000,-0.026204087,-0.0026629502,-9.799787
1777225649373000,1777225649373000,0.00024526962,0.034298453,-9.786187
1777225649421000,1777225649421000,0.011300566,0.038620327,-9.832249
1777225649473000,1777225649473000,-0.017005153,0.024421167,-9.7960615
1777225649521000,1777225649521000,-0.025825202,0.021267695,-9.83647
1777225649573000,1777225649573000,0.010744015,0.04128152,-9.814475
1777225649621000,1777225649621000,0.01498861,0.013987889,-9.779868
1777225649673000,1777225649673000,0.03033799,-0.010854141,-9.791983
1777225649721000,1777225649721000,0.03305623,-0.022149995,-9.785025
1777225649773000,1777225649773000,-0.02943345,0.0412224,-9.8173065
1777225649821000,1777225649821000,-0.024135116,0.02790625,-9.834498
1777225649873000,1777225649873000,-0.0010953206,0.0077229138,-9.808033
1777225649921000,1777225649921000,0.015292547,-0.0014232304,-9.808734
1777225649973000,1777225649973000,0.0059996224,0.025954768,-9.8301
1777225650021000,1777225650021000,-0.050197225,-0.060181733,-9.791698
1777225650073000,1777225650073000,0.0016725548,-0.048549198,-9.828445
1777225650121000,1777225650121000,-0.014778809,-0.012463149,-9.810108
1777225650173000,1777225650173000,-0.0019815802,0.008846104,-9.798294
1777225650221000,1777225650221000,-0.0072469544,0.065773696,-9.781799
