timestamp,nav_state,failure
1777225643713000,4,0
1777225644257000,4,0
1777225644809000,4,0
1777225645313000,4,0
1777225645817000,4,0
1777225646321000,4,0
1777225646825000,4,0
1777225647329000,4,0
1777225647833000,4,0
1777225648337000,4,0
1777225648841000,4,0
1777225649345000,4,0
1777225649849000,4,0
1777225650353000,4,0
1777225650865000,4,0
1777225651369000,4,0
1777225651873000,4,0
1777225652377000,4,0
1777225652881000,4,0
1777225653385000,4,0
1777225653937000,4,0
1777225654481000,4,0
1777225654985000,4,0
1777225655489000,4,0
1777225655993000,4,0
1777225656497000,4,0
1777225657001000,4,0
1777225657505000,4,0
1777225658009000,4,0
1777225658513000,4,0
1777225659017000,4,0
1777225659529000,4,0
1777225660033000,4,0
1777225660537000,4,0
1777225661041000,4,0
1777225661545000,4,0
1777225662049000,4,0
1777225662553000,4,0
1777225663057000,4,0
1777225663561000,4,0
1777225664065000,4,0
1777225664569000,4,0
1777225665073000,4,0
1777225665577000,4,0
1777225666081000,4,0
1777225666585000,4,0
1777225667089000,4,0
1777225667593000,4,0
1777225668097000,4,0
1777225668601000,4,0
1777225669105000,4,0
1777225669609000,4,0
1777225670113000,4,0
1777225670617000,4,0
1777225671121000,4,0
1777225671625000,4,0
1777225672129000,4,0
1777225672633000,4,0
1777225673137000,4,0
1777225673641000,4,0
1777225674145000,4,0
1777225674649000,4,0
1777225675153000,4,0
1777225675657000,4,0
1777225676161000,4,0
1777225676665000,4,0
1777225677169000,4,0
1777225677673000,4,0
1777225678177000,4,0
1777225678681000,4,0
1777225679185000,4,0
1777225679693000,4,0
1777225680249000,4,0
1777225680793000,4,0
1777225681305000,4,0
1777225681857000,4,0
1777225682361000,4,0
1777225682865000,4,0
1777225683369000,4,0
1777225683873000,4,0
1777225684377000,4,0
1777225684881000,4,0
1777225685417000,4,0
1777225685937000,4,0
1777225686161000,17,0
1777225686665000,17,0
1777225687169000,17,0
1777225687673000,17,0
1777225688177000,17,0
1777225688681000,17,0
1777225689185000,17,0
1777225689689000,17,0
1777225690193000,17,0
1777225690697000,17,0
1777225691205000,17,0
1777225691709000,17,0
1777225692213000,17,0
1777225692717000,17,0
1777225693221000,17,0
1777225693725000,17,0
1777225694229000,17,0
1777225694733000,17,0
1777225695237000,17,0
1777225695741000,17,0
1777225696245000,17,0
1777225696749000,17,0
1777225697253000,17,0
1777225697757000,17,0
1777225698261000,17,0
1777225698765000,17,0
1777225698969000,4,0
1777225699473000,4,0
1777225699977000,4,0
1777225700481000,4,0
1777225700985000,4,0
1777225701489000,4,0
1777225701993000,4,0
1777225702497000,4,0
1777225703001000,4,0
1777225703505000,4,0
1777225704009000,4,0
1777225704513000,4,0
1777225705017000,4,0
1777225705521000,4,0
1777225706025000,4,0
1777225706529000,4,0
1777225707033000,4,0
1777225707537000,4,0
1777225708041000,4,0
1777225708545000,4,0
1777225709049000,4,0
1777225709553000,4,0
1777225710057000,4,0
1777225710561000,4,0
1777225711065000,4,0
1777225711569000,4,0
1777225712073000,4,0
1777225712577000,4,0
1777225713081000,4,0
1777225713585000,4,0
1777225714089000,4,0
1777225714593000,4,0
1777225715097000,4,0
1777225715601000,4,0
1777225716105000,4,0
1777225716609000,4,0
1777225717113000,4,0
1777225717617000,4,0
1777225718121000,4,0
1777225718625000,4,0
1777225719129000,4,0
1777225719633000,4,0
1777225720137000,4,0
1777225720641000,4,0
1777225721145000,4,0
1777225721649000,4,0
1777225722157000,4,0
1777225722661000,4,0
1777225723165000,4,0
1777225723249000,5,0
1777225723769000,5,0
1777225724313000,5,0
1777225724825000,5,0
1777225725377000,5,0
1777225725889000,5,0
1777225726393000,5,0
1777225726897000,5,0
1777225727401000,5,0
1777225727905000,5,0
1777225728409000,5,0
1777225728913000,5,0
1777225729417000,5,0
1777225729921000,5,0
1777225730425000,5,0
1777225730929000,5,0
1777225731433000,5,0
1777225731937000,5,0
1777225732441000,5,0
1777225732945000,5,0
1777225733449000,5,0
1777225733953000,5,0
1777225734457000,5,0
1777225734969000,5,0
1777225735473000,5,0
1777225735977000,5,0
1777225736481000,5,0
1777225736985000,5,0
1777225737489000,5,0
1777225737993000,5,0
1777225738497000,5,0
1777225739001000,5,0
1777225739505000,5,0
1777225740009000,5,0
1777225740513000,5,0
1777225741017000,5,0
1777225741521000,5,0
1777225742025000,5,0
1777225742529000,5,0
1777225743033000,5,0
1777225743537000,5,0
1777225744041000,5,0
1777225744545000,5,0
1777225745049000,5,0
1777225745553000,5,0
1777225746057000,5,0
1777225746561000,5,0
1777225747065000,5,0
1777225747569000,5,0
1777225748073000,5,0
1777225748577000,5,0
1777225749081000,5,0
1777225749585000,5,0
1777225750089000,5,0
1777225750593000,5,0
1777225751097000,5,0
1777225751601000,5,0
1777225752105000,5,0
1777225752609000,5,0
1777225753113000,5,0
1777225753617000,5,0
1777225754121000,5,0
1777225754625000,5,0
1777225755129000,5,0
1777225755633000,5,0
1777225756137000,5,0
1777225756641000,5,0
1777225757145000,5,0
1777225757649000,5,0
1777225758153000,5,0
1777225758657000,5,0
1777225759161000,5,0
1777225759665000,5,0
1777225760169000,5,0
1777225760673000,5,0
1777225761185000,5,0
1777225761689000,5,0
1777225762193000,5,0
1777225762697000,5,0
1777225763201000,5,0
1777225763705000,5,0
1777225764209000,5,0
1777225764713000,5,0
1777225765217000,5,0
1777225765721000,5,0
1777225766225000,5,0
1777225766737000,5,0
1777225767241000,5,0
1777225767745000,5,0
1777225768249000,5,0
1777225768753000,5,0
1777225769257000,5,0
1777225769761000,5,0
1777225770265000,5,0
1777225770769000,5,0
1777225771273000,5,0
1777225771777000,5,0
1777225772281000,5,0
1777225772785000,5,0
1777225773289000,5,0
1777225773793000,5,0
1777225774301000,5,0
1777225774849000,5,0
1777225775361000,5,0
1777225775865000,5,0
1777225776369000,5,0
1777225776873000,5,0
1777225777377000,5,0
1777225777881000,5,0
1777225778385000,5,0
1777225778889000,5,0
1777225779393000,5,0
1777225779897000,5,0
1777225780401000,5,0
1777225780913000,5,0
1777225781417000,5,0
1777225781921000,5,0
1777225782389000,4,0
1777225782893000,4,0
