timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
1777225643333000,4.6789330599172e-310,4.6789331491856e-310,-5.721068e-11,1.0,-5.7212457e-11,3.0897e-41,-5.1055764e-11,211,40384,123,174,33,86,0
1777225685113000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,0,1,1,255,0,1
1777225686137000,0.0,0.0,1.0,4.0,2.0,0.0,0.0,176,0,1,1,255,0,1
1777225698949000,47.39863967895508,8.545594215393066,-1.0,1.0,0.0,nan,507.996,192,0,1,1,255,0,1
1777225723233000,0.0,0.0,1.0,4.0,5.0,0.0,0.0,176,0,1,1,255,0,1
1777225723505000,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
1777225723505000,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
1777225723505000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
1777225780401000,0.0,0.0,0.0,2.0,80.0,nan,487.99612,0,1,1,0,1,0,0
