timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777225644381000,1777225644381000,1310988,1310988,-2.7837e-05,3.127882e-06,-3.60322e-05,-0.00023463179,-9.097899e-05,-0.038958456,4000,4000,0,0,0,1
1777225644881000,1777225644881000,1310988,1310988,3.0557692e-06,-3.202585e-05,-1.8988008e-05,0.00012449849,3.8307917e-05,-0.039260123,4000,4000,0,0,0,1
1777225645381000,1777225645381000,1310988,1310988,-2.3575825e-05,-2.6699572e-05,1.2969909e-05,9.097968e-05,4.789088e-06,-0.039130833,4000,4000,0,0,0,1
1777225645881000,1777225645881000,1310988,1310988,9.252455e-07,3.6151097e-05,1.5100436e-05,-3.3518827e-05,1.91543e-05,-0.039169136,4000,4000,0,0,0,1
1777225646381000,1777225646381000,1310988,1310988,-1.4008279e-07,3.934688e-05,2.3172727e-06,0.00012449849,0.00018196004,-0.039451662,4000,4000,0,0,0,1
1777225646881000,1777225646881000,1310988,1310988,1.6904081e-05,-2.030793e-05,-3.070597e-05,1.9153613e-05,-0.00014365143,-0.03919787,4000,4000,0,0,0,1
1777225647381000,1777225647381000,1310988,1310988,2.7556931e-05,-1.1785772e-05,2.7883536e-05,0.000100556485,-3.351814e-05,-0.03920266,4000,4000,0,0,0,1
1777225647881000,1777225647881000,1310988,1310988,-2.4641096e-05,4.5738492e-05,7.643673e-06,-6.2249244e-05,-0.00020590068,-0.039274484,4000,4000,0,0,0,1
1777225648381000,1777225648381000,1310988,1310988,1.477366e-05,9.519465e-06,-6.2048457e-06,-3.8307233e-05,-1.9152929e-05,-0.039384622,4000,4000,0,0,0,1
1777225648881000,1777225648881000,1310988,1310988,2.2230503e-05,-6.783578e-08,2.1492024e-05,0.0001436521,5.746153e-05,-0.039226606,4000,4000,0,0,0,1
1777225649381000,1777225649381000,1310988,1310988,-8.662279e-06,3.721632e-05,2.6818352e-05,6.7037654e-05,8.619195e-05,-0.03903028,4000,4000,0,0,0,1
1777225649881000,1777225649881000,1310988,1310988,2.9687371e-05,1.3780532e-05,1.1904603e-05,-1.43652105e-05,4.788472e-05,-0.03919787,4000,4000,0,0,0,1
1777225650381000,1777225650381000,1310988,1310988,-4.4011085e-06,5.2584355e-06,1.1904643e-05,-1.9153616e-05,-7.661378e-05,-0.03943729,4000,4000,0,0,0,1
1777225650881000,1777225650881000,1310988,1310988,4.1211015e-06,3.9346884e-05,1.2969903e-05,-0.0001388637,0.00016759483,-0.039341528,4000,4000,0,0,0,1
1777225651381000,1777225651381000,1310988,1310988,1.9034716e-05,3.1278807e-06,1.7230963e-05,0.0001197101,6.828783e-10,-0.039126046,4000,4000,0,0,0,1
1777225651881000,1777225651881000,1310988,1310988,-1.3988561e-05,-7.5247053e-06,-6.0533323e-05,5.7460842e-05,5.7461526e-05,-0.03903507,4000,4000,0,0,0,1
1777225652381000,1777225652381000,1310988,1310988,1.264312e-05,-2.7764763e-05,1.2969963e-05,4.3095635e-05,-0.000114921,-0.039327163,4000,4000,0,0,0,1
1777225652881000,1777225652881000,1310988,1310988,-6.531545e-06,7.388911e-06,4.3862616e-05,-0.00015322893,-0.00031124556,-0.039284065,4000,4000,0,0,0,1
1777225653381000,1777225653381000,1310988,1310988,-6.5316444e-06,-1.7112136e-05,3.3825556e-06,-6.2249244e-05,5.2673127e-05,-0.039264914,4000,4000,0,0,0,1
1777225653881000,1777225653881000,1310988,1310988,4.140524e-05,2.549847e-05,-3.0090969e-06,1.4365211e-05,0.00011971078,-0.03914042,4000,4000,0,0,0,1
1777225654381000,1777225654381000,1310988,1310988,-3.3163127e-05,3.5085937e-05,1.6165755e-05,-4.788403e-06,-0.00028730353,-0.03920266,4000,4000,0,0,0,1
