timestamp,control_power[0],control_power[1],control_power[2]
1777225643525000,5.0470326e-06,3.954093e-06,6.973989e-08
1777225644025000,3.8046535e-06,4.2921765e-06,5.962709e-08
1777225644525000,3.5515775e-06,3.3161173e-06,1.3539272e-07
1777225645025000,3.2896248e-06,3.3549413e-06,1.0248251e-07
1777225645525000,3.5151907e-06,3.492269e-06,9.9417925e-08
1777225646025000,4.6819705e-06,4.787815e-06,1.8286082e-07
1777225646525000,3.5105636e-06,3.967625e-06,9.332842e-08
1777225647025000,3.6298493e-06,5.362974e-06,7.489492e-08
1777225647525000,3.6276588e-06,4.6988157e-06,4.0382815e-08
1777225648025000,3.9837955e-06,2.9468426e-06,1.4531464e-07
1777225648525000,4.7063068e-06,3.6553236e-06,1.8472247e-07
1777225649025000,3.1882018e-06,3.1265718e-06,1.7044385e-07
1777225649525000,5.0218027e-06,3.6817596e-06,6.516912e-08
1777225650025000,4.6818186e-06,3.2977312e-06,7.8655745e-08
1777225650525000,4.966985e-06,4.201008e-06,1.4899898e-07
1777225651025000,4.1167277e-06,3.6077183e-06,8.0524636e-08
1777225651525000,3.4352533e-06,4.054232e-06,5.6608304e-08
1777225652025000,3.634703e-06,4.2075208e-06,7.2123726e-08
1777225652525000,3.4136997e-06,3.887011e-06,9.464984e-08
1777225653025000,3.5527776e-06,3.8376916e-06,7.3817475e-08
1777225653525000,2.4837202e-06,4.8530787e-06,1.3490954e-07
1777225654025000,4.135976e-06,3.829572e-06,1.8217396e-07
1777225654525000,4.538086e-06,4.075823e-06,3.765333e-08
1777225655025000,2.3765713e-06,4.270136e-06,1.414392e-07
1777225655525000,4.09967e-06,4.1675476e-06,4.9560114e-08
1777225656025000,4.702308e-06,3.8660173e-06,4.9555197e-08
1777225656525000,4.8656175e-06,3.570229e-06,3.4038038e-08
1777225657025000,4.7986778e-06,2.8161085e-06,1.15217546e-07
1777225657525000,4.584044e-06,3.7834654e-06,8.126784e-08
1777225658025000,3.1073657e-06,4.144943e-06,4.5466347e-08
1777225658525000,3.893181e-06,2.9518148e-06,1.0817652e-07
1777225659025000,3.4142074e-06,4.016478e-06,4.60727e-08
1777225659525000,3.5680584e-06,4.7335984e-06,5.9544845e-08
1777225660025000,3.0911065e-06,3.6637764e-06,4.4308425e-08
1777225660525000,3.0617314e-06,4.3008213e-06,5.8888237e-08
1777225661025000,4.135252e-06,3.8964126e-06,6.269397e-08
1777225661525000,3.0965691e-06,4.7984913e-06,1.4047941e-07
1777225662025000,4.3497607e-06,5.33469e-06,2.1522551e-07
1777225662525000,4.1598587e-06,4.9121204e-06,5.4115556e-08
1777225663025000,3.8036617e-06,3.5166195e-06,3.180334e-08
1777225663525000,4.754374e-06,3.4103064e-06,1.8187521e-07
1777225664025000,4.219275e-06,3.3203291e-06,1.1242564e-07
1777225664525000,3.743792e-06,4.760037e-06,1.048483e-07
1777225665025000,3.8025155e-06,4.3011314e-06,1.5973963e-07
1777225665525000,4.297687e-06,4.3007803e-06,5.7589155e-08
1777225666025000,3.994208e-06,3.4054767e-06,4.301098e-08
1777225666525000,3.8177386e-06,3.1513418e-06,4.6568452e-08
1777225667025000,4.900742e-06,4.0619057e-06,7.350532e-08
1777225667525000,5.254218e-06,3.7725888e-06,1.1954408e-07
1777225668025000,2.7921863e-06,2.5684242e-06,5.094479e-08
1777225668525000,4.123189e-06,2.765098e-06,1.5760921e-07
1777225669025000,6.2974777e-06,3.610054e-06,8.759076e-08
1777225669525000,3.3410984e-06,4.463671e-06,1.07376984e-07
1777225670025000,3.4044388e-06,3.7479574e-06,6.02194e-08
1777225670525000,4.285471e-06,4.740717e-06,1.6540892e-07
1777225671025000,4.741145e-06,4.0762047e-06,1.0769727e-07
1777225671525000,3.5642486e-06,3.8190447e-06,3.0928117e-08
1777225672025000,4.8530333e-06,3.01729e-06,2.0739365e-07
1777225672525000,2.8044783e-06,4.895616e-06,1.4281969e-07
1777225673025000,3.0010324e-06,4.826233e-06,1.2748659e-07
1777225673525000,3.3039375e-06,4.611899e-06,2.5979647e-08
1777225674025000,3.3934357e-06,3.9206834e-06,5.687629e-08
1777225674525000,4.4686226e-06,4.508023e-06,4.299171e-08
1777225675025000,3.8497606e-06,3.5665475e-06,4.4902166e-08
1777225675525000,4.0722734e-06,3.464575e-06,7.158638e-08
1777225676025000,4.7126814e-06,3.9385936e-06,4.5944827e-08
1777225676525000,5.467593e-06,4.3451028e-06,2.4730534e-08
1777225677025000,3.4788325e-06,2.411193e-06,8.12384e-08
1777225677525000,4.893227e-06,2.4015876e-06,8.3680476e-08
1777225678025000,4.3862224e-06,4.471985e-06,1.5206427e-07
1777225678525000,6.179284e-06,3.5853761e-06,8.272255e-08
1777225679025000,5.5563974e-06,3.366128e-06,2.5454145e-07
1777225679525000,7.0422225e-06,4.911694e-06,7.281945e-08
1777225680025000,5.246932e-06,3.9261777e-06,4.8893714e-08
1777225680525000,3.6875206e-06,4.573869e-06,8.320903e-08
1777225681025000,4.2336583e-06,3.72826e-06,1.1096327e-07
1777225681525000,4.027382e-06,4.2846095e-06,4.458239e-08
