timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
1777225644021000,0.0,0.0,0.0
1777225644025000,0.0,0.0,0.0
1777225644221000,0.0,0.0,0.0
1777225644421000,0.0,0.0,0.0
1777225644621000,0.0,0.0,0.0
1777225644821000,0.0,0.0,0.0
1777225645021000,0.0,0.0,0.0
1777225645221000,0.0,0.0,0.0
1777225645421000,0.0,0.0,0.0
1777225645621000,0.0,0.0,0.0
1777225645821000,0.0,0.0,0.0
1777225646021000,0.0,0.0,0.0
1777225646221000,0.0,0.0,0.0
1777225646421000,0.0,0.0,0.0
1777225646621000,0.0,0.0,0.0
1777225646821000,0.0,0.0,0.0
1777225647021000,0.0,0.0,0.0
1777225647221000,0.0,0.0,0.0
1777225647421000,0.0,0.0,0.0
1777225647621000,0.0,0.0,0.0
1777225647821000,0.0,0.0,0.0
1777225648021000,0.0,0.0,0.0
1777225648221000,0.0,0.0,0.0
1777225648421000,0.0,0.0,0.0
1777225648621000,0.0,0.0,0.0
1777225648821000,0.0,0.0,0.0
1777225649021000,0.0,0.0,0.0
1777225649221000,0.0,0.0,0.0
1777225649421000,0.0,0.0,0.0
1777225649621000,0.0,0.0,0.0
1777225649821000,0.0,0.0,0.0
1777225650021000,0.0,0.0,0.0
1777225650221000,0.0,0.0,0.0
1777225650421000,0.0,0.0,0.0
1777225650621000,0.0,0.0,0.0
1777225650821000,0.0,0.0,0.0
1777225651021000,0.0,0.0,0.0
1777225651221000,0.0,0.0,0.0
1777225651421000,0.0,0.0,0.0
1777225651621000,0.0,0.0,0.0
1777225651821000,0.0,0.0,0.0
1777225652021000,0.0,0.0,0.0
1777225652221000,0.0,0.0,0.0
1777225652421000,0.0,0.0,0.0
1777225652621000,0.0,0.0,0.0
1777225652821000,0.0,0.0,0.0
1777225653021000,0.0,0.0,0.0
1777225653221000,0.0,0.0,0.0
1777225653421000,0.0,0.0,0.0
1777225653621000,0.0,0.0,0.0
1777225653821000,0.0,0.0,0.0
1777225654021000,0.0,0.0,0.0
1777225654221000,0.0,0.0,0.0
1777225654421000,0.0,0.0,0.0
1777225654621000,0.0,0.0,0.0
1777225654821000,0.0,0.0,0.0
1777225655021000,0.0,0.0,0.0
1777225655221000,0.0,0.0,0.0
1777225655421000,0.0,0.0,0.0
1777225655621000,0.0,0.0,0.0
1777225655821000,0.0,0.0,0.0
