timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777225643977000,1777225643953000,6620172,488.05118,95598.59,15.0,1.1555791,0,0
1777225644029000,1777225644005000,6620172,488.1028,95597.984,15.0,1.1555718,0,0
1777225644081000,1777225644057000,6620172,488.03708,95598.78,15.0,1.1555814,0,0
1777225644133000,1777225644109000,6620172,488.12158,95597.805,15.0,1.1555696,0,0
1777225644185000,1777225644161000,6620172,488.0981,95598.07,15.0,1.1555728,0,0
1777225644237000,1777225644213000,6620172,488.05588,95598.54,15.0,1.1555785,0,0
1777225644289000,1777225644265000,6620172,488.03708,95598.734,15.0,1.1555809,0,0
1777225644341000,1777225644317000,6620172,488.06525,95598.45,15.0,1.1555774,0,0
1777225644393000,1777225644369000,6620172,488.1122,95597.88,15.0,1.1555705,0,0
1777225644445000,1777225644421000,6620172,488.1169,95597.875,15.0,1.1555704,0,0
1777225644497000,1777225644473000,6620172,488.07935,95598.29,15.0,1.1555755,0,0
1777225644549000,1777225644525000,6620172,488.1075,95597.95,15.0,1.1555713,0,0
1777225644601000,1777225644577000,6620172,488.0981,95598.086,15.0,1.1555729,0,0
1777225644653000,1777225644629000,6620172,488.04648,95598.66,15.0,1.1555799,0,0
1777225644705000,1777225644681000,6620172,488.07465,95598.36,15.0,1.1555763,0,0
1777225644757000,1777225644733000,6620172,488.08405,95598.234,15.0,1.1555747,0,0
1777225644809000,1777225644785000,6620172,488.0934,95598.14,15.0,1.1555737,0,0
1777225644861000,1777225644837000,6620172,488.12158,95597.78,15.0,1.1555693,0,0
1777225644913000,1777225644889000,6620172,488.05588,95598.58,15.0,1.155579,0,0
1777225644965000,1777225644941000,6620172,488.04178,95598.7,15.0,1.1555804,0,0
1777225645017000,1777225644993000,6620172,488.0934,95598.125,15.0,1.1555735,0,0
1777225645069000,1777225645045000,6620172,488.1169,95597.86,15.0,1.1555703,0,0
1777225645121000,1777225645097000,6620172,488.12158,95597.805,15.0,1.1555696,0,0
1777225645173000,1777225645149000,6620172,488.1075,95597.945,15.0,1.1555712,0,0
1777225645225000,1777225645201000,6620172,488.07935,95598.25,15.0,1.1555749,0,0
1777225645277000,1777225645253000,6620172,488.07935,95598.28,15.0,1.1555754,0,0
1777225645329000,1777225645305000,6620172,488.0981,95598.03,15.0,1.1555723,0,0
1777225645381000,1777225645357000,6620172,488.07935,95598.3,15.0,1.1555756,0,0
1777225645433000,1777225645409000,6620172,488.0089,95599.08,15.0,1.155585,0,0
1777225645485000,1777225645461000,6620172,488.07935,95598.266,15.0,1.1555752,0,0
1777225645537000,1777225645513000,6620172,488.0934,95598.12,15.0,1.1555734,0,0
1777225645589000,1777225645565000,6620172,488.12158,95597.805,15.0,1.1555696,0,0
1777225645641000,1777225645617000,6620172,488.0981,95598.08,15.0,1.1555729,0,0
1777225645693000,1777225645669000,6620172,488.1169,95597.83,15.0,1.1555699,0,0
1777225645745000,1777225645721000,6620172,488.1169,95597.84,15.0,1.15557,0,0
1777225645797000,1777225645773000,6620172,488.04648,95598.664,15.0,1.1555799,0,0
1777225645849000,1777225645825000,6620172,488.0981,95598.055,15.0,1.1555727,0,0
1777225645901000,1777225645877000,6620172,488.05588,95598.57,15.0,1.1555789,0,0
1777225645953000,1777225645929000,6620172,488.0934,95598.12,15.0,1.1555734,0,0
1777225646005000,1777225645981000,6620172,488.03708,95598.766,15.0,1.1555812,0,0
1777225646057000,1777225646033000,6620172,488.0887,95598.16,15.0,1.1555738,0,0
1777225646109000,1777225646085000,6620172,488.03238,95598.83,15.0,1.155582,0,0
1777225646161000,1777225646137000,6620172,488.023,95598.914,15.0,1.155583,0,0
1777225646213000,1777225646189000,6620172,488.06525,95598.445,15.0,1.1555774,0,0
1777225646265000,1777225646241000,6620172,488.05588,95598.54,15.0,1.1555785,0,0
1777225646317000,1777225646293000,6620172,488.06995,95598.42,15.0,1.1555771,0,0
1777225646369000,1777225646345000,6620172,488.07935,95598.29,15.0,1.1555755,0,0
1777225646421000,1777225646397000,6620172,488.07935,95598.26,15.0,1.155575,0,0
1777225646473000,1777225646449000,6620172,488.1122,95597.88,15.0,1.1555705,0,0
1777225646525000,1777225646501000,6620172,488.06995,95598.41,15.0,1.1555768,0,0
1777225646577000,1777225646553000,6620172,488.05588,95598.55,15.0,1.1555785,0,0
1777225646629000,1777225646605000,6620172,488.0981,95598.086,15.0,1.1555729,0,0
1777225646681000,1777225646657000,6620172,488.14975,95597.484,15.0,1.1555657,0,0
1777225646733000,1777225646709000,6620172,488.06525,95598.43,15.0,1.1555772,0,0
1777225646785000,1777225646761000,6620172,488.1169,95597.83,15.0,1.1555699,0,0
1777225646837000,1777225646813000,6620172,488.05118,95598.59,15.0,1.1555791,0,0
1777225646889000,1777225646865000,6620172,488.06995,95598.39,15.0,1.1555766,0,0
1777225646941000,1777225646917000,6620172,488.06055,95598.47,15.0,1.1555775,0,0
1777225646993000,1777225646969000,6620172,488.06055,95598.46,15.0,1.1555775,0,0
1777225647045000,1777225647021000,6620172,488.07935,95598.3,15.0,1.1555756,0,0
1777225647097000,1777225647073000,6620172,488.08405,95598.22,15.0,1.1555747,0,0
1777225647149000,1777225647125000,6620172,488.12158,95597.766,15.0,1.1555691,0,0
1777225647201000,1777225647177000,6620172,488.05588,95598.57,15.0,1.1555789,0,0
1777225647253000,1777225647229000,6620172,488.0887,95598.17,15.0,1.155574,0,0
1777225647305000,1777225647281000,6620172,488.04648,95598.664,15.0,1.1555799,0,0
1777225647357000,1777225647333000,6620172,488.03708,95598.74,15.0,1.1555809,0,0
1777225647409000,1777225647385000,6620172,488.06995,95598.37,15.0,1.1555765,0,0
1777225647461000,1777225647437000,6620172,488.023,95598.92,15.0,1.1555831,0,0
1777225647513000,1777225647489000,6620172,488.06995,95598.42,15.0,1.1555771,0,0
1777225647565000,1777225647541000,6620172,488.06525,95598.445,15.0,1.1555774,0,0
1777225647617000,1777225647593000,6620172,488.1075,95597.96,15.0,1.1555715,0,0
1777225647669000,1777225647645000,6620172,488.07465,95598.34,15.0,1.1555761,0,0
1777225647721000,1777225647697000,6620172,488.07935,95598.266,15.0,1.1555752,0,0
1777225647773000,1777225647749000,6620172,488.06055,95598.484,15.0,1.1555778,0,0
1777225647825000,1777225647801000,6620172,488.0887,95598.2,15.0,1.1555744,0,0
1777225647877000,1777225647853000,6620172,488.0887,95598.16,15.0,1.1555738,0,0
1777225647929000,1777225647905000,6620172,488.14038,95597.586,15.0,1.1555669,0,0
1777225647981000,1777225647957000,6620172,488.1169,95597.82,15.0,1.1555698,0,0
1777225648033000,1777225648009000,6620172,488.06055,95598.516,15.0,1.1555783,0,0
1777225648085000,1777225648061000,6620172,488.06525,95598.43,15.0,1.1555772,0,0
1777225648137000,1777225648113000,6620172,488.07935,95598.3,15.0,1.1555756,0,0
1777225648189000,1777225648165000,6620172,488.1122,95597.92,15.0,1.155571,0,0
1777225648241000,1777225648217000,6620172,488.06995,95598.375,15.0,1.1555765,0,0
1777225648293000,1777225648269000,6620172,488.06995,95598.42,15.0,1.1555771,0,0
1777225648345000,1777225648321000,6620172,488.08405,95598.22,15.0,1.1555747,0,0
1777225648397000,1777225648373000,6620172,488.06995,95598.38,15.0,1.1555766,0,0
1777225648449000,1777225648425000,6620172,488.06995,95598.42,15.0,1.1555771,0,0
1777225648501000,1777225648477000,6620172,488.06995,95598.375,15.0,1.1555765,0,0
1777225648553000,1777225648529000,6620172,488.05118,95598.62,15.0,1.1555794,0,0
1777225648605000,1777225648581000,6620172,488.06995,95598.37,15.0,1.1555765,0,0
1777225648657000,1777225648633000,6620172,488.06995,95598.42,15.0,1.1555771,0,0
1777225648709000,1777225648685000,6620172,488.0887,95598.164,15.0,1.1555738,0,0
1777225648761000,1777225648737000,6620172,488.12158,95597.8,15.0,1.1555696,0,0
1777225648813000,1777225648789000,6620172,488.0981,95598.08,15.0,1.1555729,0,0
1777225648865000,1777225648841000,6620172,488.06995,95598.41,15.0,1.1555768,0,0
1777225648917000,1777225648893000,6620172,488.05588,95598.58,15.0,1.155579,0,0
1777225648969000,1777225648945000,6620172,488.02768,95598.87,15.0,1.1555824,0,0
1777225649021000,1777225648997000,6620172,488.13098,95597.7,15.0,1.1555684,0,0
1777225649073000,1777225649049000,6620172,488.04648,95598.67,15.0,1.15558,0,0
1777225649125000,1777225649101000,6620172,488.06525,95598.445,15.0,1.1555774,0,0
1777225649177000,1777225649153000,6620172,488.05118,95598.62,15.0,1.1555794,0,0
1777225649229000,1777225649205000,6620172,488.0887,95598.164,15.0,1.1555738,0,0
1777225649281000,1777225649257000,6620172,488.05588,95598.53,15.0,1.1555784,0,0
1777225649333000,1777225649309000,6620172,488.06995,95598.375,15.0,1.1555765,0,0
1777225649385000,1777225649361000,6620172,488.06055,95598.516,15.0,1.1555783,0,0
1777225649437000,1777225649413000,6620172,488.07465,95598.36,15.0,1.1555763,0,0
1777225649489000,1777225649465000,6620172,488.13568,95597.625,15.0,1.1555674,0,0
1777225649541000,1777225649517000,6620172,488.06525,95598.445,15.0,1.1555774,0,0
1777225649593000,1777225649569000,6620172,488.0981,95598.04,15.0,1.1555724,0,0
1777225649645000,1777225649621000,6620172,488.07465,95598.336,15.0,1.155576,0,0
1777225649697000,1777225649673000,6620172,488.06995,95598.375,15.0,1.1555765,0,0
1777225649749000,1777225649725000,6620172,488.08405,95598.22,15.0,1.1555747,0,0
1777225649801000,1777225649777000,6620172,488.0887,95598.18,15.0,1.1555741,0,0
1777225649853000,1777225649829000,6620172,488.08405,95598.22,15.0,1.1555747,0,0
1777225649905000,1777225649881000,6620172,488.14038,95597.57,15.0,1.1555668,0,0
