timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
1777225644021000,1777225644021000,0.0019999999,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644025000,1777225644025000,0.0018014334,0.00039150746,0.0015426989,0.00026435993,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644121000,1777225644121000,0.0020891398,0.00011647585,0.0002734165,0.0015209678,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644221000,1777225644221000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644321000,1777225644321000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644421000,1777225644421000,0.002,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644521000,1777225644521000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644621000,1777225644621000,0.0019833902,1.6609672e-05,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644721000,1777225644721000,0.0019999996,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644821000,1777225644821000,0.0007380154,0.0012619843,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225644921000,1777225644921000,0.00011404839,0.002149023,0.00020535846,0.0015315698,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225645021000,1777225645021000,0.0012473811,0.0012355732,0.00019810486,0.0013189404,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225645121000,1777225645121000,5.820766e-11,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777225645221000,1777225645221000,0.0020395354,5.1659765e-05,0.0019088045,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
