timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777227097937000,0.0,nan,0,6,103012,1024000,0,3,1,187
1777227098937000,373.34277,373.34277,0,18,6887,1024000,0,3,1,187
1777227099937000,654.5703,327.28516,0,18,6437,1024000,0,3,1,187
1777227100937000,934.86914,311.62305,0,18,6221,1024000,0,3,1,187
1777227101937000,1214.956,303.739,0,18,6384,1024000,0,3,1,187
1777227102937000,1494.792,298.95837,0,19,6529,1024000,0,3,1,187
1777227103937000,1774.8438,295.80728,0,19,6702,1024000,0,3,1,187
1777227104937000,2055.0498,293.57855,0,19,6437,1024000,0,3,1,187
1777227105937000,2335.5752,291.9469,0,19,6221,1024000,0,3,1,187
1777227106937000,2620.005,291.11166,0,19,3548,1024000,0,3,1,187
1777227107937000,2905.3057,290.53055,0,20,5298,1024000,0,3,1,187
1777227108937000,3195.2627,290.47842,0,21,5418,1024000,0,3,1,187
1777227109937000,3483.9492,290.3291,0,22,6441,1024000,0,3,1,187
1777227110937000,3776.6348,290.51038,0,22,3663,1024000,0,3,1,187
1777227111937000,4063.7148,290.26535,0,22,6954,1024000,0,3,1,187
1777227112937000,4354.009,290.26724,0,22,6702,1024000,0,3,1,187
1777227113937000,4644.3105,290.2694,0,22,6365,1024000,0,3,1,187
1777227114937000,4936.922,290.4072,0,22,3663,1024000,0,3,1,187
1777227115937000,5226.8936,290.38297,0,22,4069,1024000,0,3,1,187
1777227116937000,5514.1436,290.21808,0,22,6955,1024000,0,3,1,187
1777227117937000,5807.703,290.38516,0,22,3620,1024000,0,3,1,187
1777227118937000,6098.252,290.39294,0,22,3367,1024000,0,3,1,187
1777227119937000,6384.2305,290.1923,0,23,6155,1024000,0,3,1,187
1777227120937000,6685.047,290.6542,0,24,5003,1024000,0,3,1,187
1777227121937000,6985.9883,291.08282,0,24,6593,1024000,0,3,1,187
1777227122937000,7291.085,291.6434,0,25,3477,1024000,0,3,1,187
1777227123937000,7593.4736,292.05667,0,26,3520,1024000,0,3,1,187
1777227124937000,7894.7256,292.39725,0,26,5332,1024000,0,3,1,187
1777227125937000,8197.562,292.77005,0,26,5384,1024000,0,3,1,187
1777227126937000,8500.629,293.12515,0,26,5079,1024000,0,3,1,187
1777227127937000,8805.048,293.50162,0,26,3520,1024000,0,3,1,187
1777227128937000,9109.058,293.84058,0,26,2623,1024000,0,3,1,187
1777227129937000,9409.356,294.0424,0,26,5360,1024000,0,3,1,187
1777227130937000,9710.66,294.26245,0,26,6639,1024000,0,3,1,187
1777227131937000,10014.01,294.5297,0,26,6378,1024000,0,3,1,187
1777227132937000,10318.568,294.81625,0,26,5166,1024000,0,3,1,187
1777227133937000,10622.586,295.07184,0,26,5003,1024000,0,3,1,187
1777227134937000,10926.401,295.30814,0,27,5003,1024000,0,3,1,187
1777227135937000,11232.021,295.5795,0,27,3477,1024000,0,3,1,187
1777227136937000,11536.544,295.8088,0,27,3520,1024000,0,3,1,187
1777227137937000,11839.271,295.9818,0,27,5332,1024000,0,3,1,187
1777227138937000,12141.017,296.12238,0,27,6639,1024000,0,3,1,187
1777227139937000,12445.111,296.31216,0,27,5003,1024000,0,3,1,187
1777227140937000,12746.341,296.4265,0,27,6421,1024000,0,3,1,187
1777227141937000,13053.06,296.66043,0,27,2623,1024000,0,3,1,187
1777227142937000,13353.311,296.74023,0,27,5384,1024000,0,3,1,187
1777227143937000,13656.085,296.8714,0,27,5079,1024000,0,3,1,187
1777227144937000,13960.178,297.02505,0,27,3477,1024000,0,3,1,187
1777227145937000,14259.842,297.08005,0,27,6541,1024000,0,3,1,187
1777227146937000,14564.157,297.2277,0,27,5193,1024000,0,3,1,187
1777227147937000,14867.063,297.34128,0,27,5003,1024000,0,3,1,187
1777227148937000,15171.126,297.47305,0,27,3477,1024000,0,3,1,187
1777227149937000,15472.112,297.54062,0,27,5263,1024000,0,3,1,187
1777227150937000,15774.727,297.63635,0,27,5332,1024000,0,3,1,187
1777227151937000,16077.662,297.7345,0,27,5264,1024000,0,3,1,187
1777227152937000,16381.841,297.85165,0,27,3650,1024000,0,3,1,187
1777227153937000,16681.018,297.8753,0,29,6421,1024000,0,3,1,187
