timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777227097545000,0.0020464421,0,0,0,0,0,0,0,0,0,0
1777227098049000,0.0015823619,0,0,0,0,0,0,0,0,0,0
1777227098169000,0.0016653016,0,0,0,0,0,0,0,0,0,0
1777227098277000,0.0015938266,0,0,0,0,0,0,0,0,0,0
1777227098781000,0.0018485741,0,0,0,0,0,0,0,0,0,0
1777227099285000,0.0011744001,0,0,0,0,0,0,0,0,0,0
1777227099789000,0.0010710047,0,0,0,0,0,0,0,0,0,0
1777227100293000,0.0011675103,0,0,0,0,0,0,0,0,0,0
1777227100797000,0.0007979899,0,0,0,0,0,0,0,0,0,0
1777227101301000,0.00023142496,0,0,0,0,0,0,0,0,0,0
1777227101805000,-0.00060960837,0,0,0,0,0,0,0,0,0,0
1777227102309000,-0.0010447794,0,0,0,0,0,0,0,0,0,0
1777227102813000,-0.0006246127,0,0,0,0,0,0,0,0,0,0
1777227103317000,-0.0004551799,0,0,0,0,0,0,0,0,0,0
1777227103821000,-0.00074474205,0,0,0,0,0,0,0,0,0,0
1777227104325000,-0.0008851228,0,0,0,0,0,0,0,0,0,0
1777227104829000,-0.0007307409,0,0,0,0,0,0,0,0,0,0
1777227105333000,-0.0007032698,0,0,0,0,0,0,0,0,0,0
1777227105837000,-0.00056217425,0,0,0,0,0,0,0,0,0,0
1777227106341000,-0.00057132344,0,0,0,0,0,0,0,0,0,0
1777227106845000,-0.00067774864,0,0,0,0,0,0,0,0,0,0
1777227107349000,-0.0008111807,0,0,0,0,0,0,0,0,0,0
1777227107857000,-0.00064237165,0,0,0,0,0,0,0,0,0,0
1777227108097000,-0.0011086344,0,0,0,0,0,0,0,0,0,0
1777227108157000,-0.0011086344,0,0,0,0,0,0,0,0,0,0
1777227108661000,-0.0017265531,0,0,0,0,0,0,0,0,0,0
1777227109165000,-0.001717516,0,0,0,0,0,0,0,0,0,0
1777227109669000,-0.0018642544,0,0,0,0,0,0,0,0,0,0
1777227110173000,-0.0019077093,0,0,0,0,0,0,0,0,0,0
1777227110677000,-0.0015839168,0,0,0,0,0,0,0,0,0,0
1777227111181000,-0.0019673093,0,0,0,0,0,0,0,0,0,0
1777227111685000,-0.0013723517,0,0,0,0,0,0,0,0,0,0
1777227112189000,-0.0013121496,0,0,0,0,0,0,0,0,0,0
1777227112693000,-0.0011401996,0,0,0,0,0,0,0,0,0,0
1777227113197000,-0.0009323336,0,0,0,0,0,0,0,0,0,0
1777227113701000,-0.0017095334,0,0,0,0,0,0,0,0,0,0
1777227114205000,-0.0013921813,0,0,0,0,0,0,0,0,0,0
1777227114709000,-0.0012688576,0,0,0,0,0,0,0,0,0,0
1777227115213000,-0.0012241433,0,0,0,0,0,0,0,0,0,0
1777227115717000,-0.0012067723,0,0,0,0,0,0,0,0,0,0
1777227116221000,-0.00078363187,0,0,0,0,0,0,0,0,0,0
1777227116725000,-0.001186028,0,0,0,0,0,0,0,0,0,0
1777227117229000,-0.0014130933,0,0,0,0,0,0,0,0,0,0
1777227117733000,-0.0014699155,0,0,0,0,0,0,0,0,0,0
1777227118069000,-0.0015146194,0,0,0,0,0,0,0,0,0,0
1777227118081000,-0.0015208392,0,0,0,0,0,0,0,0,0,0
1777227118153000,-0.0015208392,0,0,0,0,0,0,0,0,0,0
1777227118657000,-0.0018419753,0,0,0,0,0,0,0,0,0,0
1777227119161000,-0.002023433,0,0,0,0,0,0,0,0,0,0
1777227119665000,-0.0018475574,0,0,0,0,0,0,0,0,0,0
1777227120169000,-0.0019295465,0,0,0,0,0,0,0,0,0,0
1777227120673000,-0.0014755694,0,0,0,0,0,0,0,0,0,0
1777227121177000,-0.0015749978,0,0,0,0,0,0,0,0,0,0
1777227121681000,-0.0015149269,0,0,0,0,0,0,0,0,0,0
1777227122185000,-0.0047300896,0,0,0,0,0,0,0,0,0,0
1777227122689000,-0.0075156656,0,0,0,0,0,0,0,0,0,0
1777227123193000,-0.0076736915,0,0,0,0,0,0,0,0,0,0
1777227123697000,-0.01010617,0,0,0,0,0,0,0,0,0,0
1777227124201000,-0.010760958,0,0,0,0,0,0,0,0,0,0
1777227124705000,-0.01107955,0,0,0,0,0,0,0,0,0,0
1777227125209000,-0.010865676,0,0,0,0,0,0,0,0,0,0
1777227125713000,-0.010302609,0,0,0,0,0,0,0,0,0,0
1777227126217000,-0.010364495,0,0,0,0,0,0,0,0,0,0
1777227126721000,-0.01064078,0,0,0,0,0,0,0,0,0,0
1777227127225000,-0.010661368,0,0,0,0,0,0,0,0,0,0
1777227127729000,-0.011535922,0,0,0,0,0,0,0,0,0,0
1777227128233000,-0.012149087,0,0,0,0,0,0,0,0,0,0
1777227128737000,-0.01176592,0,0,0,0,0,0,0,0,0,0
1777227129241000,-0.011810336,0,0,0,0,0,0,0,0,0,0
1777227129745000,-0.012777543,0,0,0,0,0,0,0,0,0,0
1777227130249000,-0.02011934,0,0,0,0,0,0,0,0,0,0
1777227130753000,-0.027156372,0,0,0,0,0,0,0,0,0,0
1777227131257000,-0.028274205,0,0,0,0,0,0,0,0,0,0
1777227131761000,-0.026171817,0,0,0,0,0,0,0,0,0,0
1777227132265000,-0.024268107,0,0,0,0,0,0,0,0,0,0
1777227132769000,-0.022507867,0,0,0,0,0,0,0,0,0,0
1777227133273000,-0.019482145,0,0,0,0,0,0,0,0,0,0
1777227133777000,-0.017477967,0,0,0,0,0,0,0,0,0,0
1777227134281000,-0.016405385,0,0,0,0,0,0,0,0,0,0
1777227134785000,-0.014907811,0,0,0,0,0,0,0,0,0,0
1777227135289000,-0.014111002,0,0,0,0,0,0,0,0,0,0
1777227135793000,-0.013962767,0,0,0,0,0,0,0,0,0,0
1777227136297000,-0.012520617,0,0,0,0,0,0,0,0,0,0
1777227136801000,-0.0117129665,0,0,0,0,0,0,0,0,0,0
1777227137305000,-0.011041819,0,0,0,0,0,0,0,0,0,0
1777227137813000,-0.009999688,0,0,0,0,0,0,0,0,0,0
1777227138317000,-0.00911771,0,0,0,0,0,0,0,0,0,0
1777227138821000,-0.008542552,0,0,0,0,0,0,0,0,0,0
1777227139325000,-0.0072443667,0,0,0,0,0,0,0,0,0,0
1777227139829000,-0.0066904854,0,0,0,0,0,0,0,0,0,0
1777227140333000,-0.0065038153,0,0,0,0,0,0,0,0,0,0
1777227140837000,-0.0060342452,0,0,0,0,0,0,0,0,0,0
1777227141341000,-0.005464132,0,0,0,0,0,0,0,0,0,0
1777227141845000,-0.005576873,0,0,0,0,0,0,0,0,0,0
1777227142349000,-0.005160323,0,0,0,0,0,0,0,0,0,0
1777227142853000,-0.004852118,0,0,0,0,0,0,0,0,0,0
1777227143357000,-0.0045688953,0,0,0,0,0,0,0,0,0,0
1777227143861000,-0.0044859243,0,0,0,0,0,0,0,0,0,0
1777227144365000,-0.0039960216,0,0,0,0,0,0,0,0,0,0
1777227144869000,-0.0037328356,0,0,0,0,0,0,0,0,0,0
1777227145373000,-0.002979313,0,0,0,0,0,0,0,0,0,0
1777227145877000,-0.00286847,0,0,0,0,0,0,0,0,0,0
1777227146381000,-0.003096724,0,0,0,0,0,0,0,0,0,0
1777227146885000,-0.002740604,0,0,0,0,0,0,0,0,0,0
1777227147389000,-0.0025941194,0,0,0,0,0,0,0,0,0,0
1777227147893000,-0.001983112,0,0,0,0,0,0,0,0,0,0
1777227148397000,-0.0014309309,0,0,0,0,0,0,0,0,0,0
1777227148901000,-0.0012134063,0,0,0,0,0,0,0,0,0,0
1777227149405000,-0.0013357336,0,0,0,0,0,0,0,0,0,0
1777227149909000,-0.001121113,0,0,0,0,0,0,0,0,0,0
1777227150413000,-0.00075957074,0,0,0,0,0,0,0,0,0,0
1777227150917000,-0.0006144493,0,0,0,0,0,0,0,0,0,0
1777227151421000,-0.001072658,0,0,0,0,0,0,0,0,0,0
1777227151925000,-0.0004899006,0,0,0,0,0,0,0,0,0,0
1777227152429000,-0.0003283891,0,0,0,0,0,0,0,0,0,0
1777227152933000,-0.0006105551,0,0,0,0,0,0,0,0,0,0
1777227153437000,-0.00065864756,0,0,0,0,0,0,0,0,0,0
1777227153941000,-0.00042591762,0,0,0,0,0,0,0,0,0,0
1777227154037000,-0.0002804202,0,0,0,0,0,0,0,0,0,0
1777227154049000,-0.0002804202,0,0,0,0,0,0,0,0,0,0
1777227154061000,-0.0002804202,0,0,0,0,0,0,0,0,0,0
1777227154325000,-0.00024478592,0,0,0,0,0,0,0,0,0,0
1777227154829000,-3.5499514e-05,0,0,0,0,0,0,0,0,0,0
1777227155333000,-0.0012840298,0,0,0,0,0,0,0,0,0,0
1777227155837000,-0.0012603567,0,0,0,0,0,0,0,0,0,0
1777227156341000,-0.0017768644,0,0,0,0,0,0,0,0,0,0
1777227156845000,-0.0014267641,0,0,0,0,0,0,0,0,0,0
1777227157349000,-0.0017332556,0,0,0,0,0,0,0,0,0,0
1777227157853000,-0.002038953,0,0,0,0,0,0,0,0,0,0
1777227158357000,-0.002008332,0,0,0,0,0,0,0,0,0,0
1777227158861000,-0.0018238906,0,0,0,0,0,0,0,0,0,0
1777227159365000,-0.0022262621,0,0,0,0,0,0,0,0,0,0
1777227159869000,-0.0025843394,0,0,0,0,0,0,0,0,0,0
1777227160373000,-0.0024317987,0,0,0,0,0,0,0,0,0,0
1777227160877000,-0.0030046422,0,0,0,0,0,0,0,0,0,0
1777227161381000,-0.0031435166,0,0,0,0,0,0,0,0,0,0
1777227161885000,-0.003331099,0,0,0,0,0,0,0,0,0,0
1777227162389000,-0.0030539664,0,0,0,0,0,0,0,0,0,0
1777227162893000,-0.0029187049,0,0,0,0,0,0,0,0,0,0
1777227163397000,-0.0028762296,0,0,0,0,0,0,0,0,0,0
1777227163901000,-0.0024785933,0,0,0,0,0,0,0,0,0,0
1777227164405000,-0.0026290298,0,0,0,0,0,0,0,0,0,0
1777227164909000,-0.0029726268,0,0,0,0,0,0,0,0,0,0
1777227165413000,-0.0025502867,0,0,0,0,0,0,0,0,0,0
1777227165917000,-0.0020657943,0,0,0,0,0,0,0,0,0,0
1777227166421000,-0.0021148417,0,0,0,0,0,0,0,0,0,0
1777227166925000,-0.0020217435,0,0,0,0,0,0,0,0,0,0
1777227167429000,-0.0019305767,0,0,0,0,0,0,0,0,0,0
1777227167933000,-0.0019156192,0,0,0,0,0,0,0,0,0,0
1777227168437000,-0.0024401739,0,0,0,0,0,0,0,0,0,0
1777227168941000,-0.0025343904,0,0,0,0,0,0,0,0,0,0
1777227169445000,-0.002471482,0,0,0,0,0,0,0,0,0,0
1777227169949000,-0.0018223214,0,0,0,0,0,0,0,0,0,0
1777227170453000,-0.0019169367,0,0,0,0,0,0,0,0,0,0
1777227170957000,-0.0023381321,0,0,0,0,0,0,0,0,0,0
1777227171461000,-0.0022968766,0,0,0,0,0,0,0,0,0,0
1777227171965000,-0.002278691,0,0,0,0,0,0,0,0,0,0
1777227172469000,-0.002139464,0,0,0,0,0,0,0,0,0,0
1777227172973000,-0.0022409204,0,0,0,0,0,0,0,0,0,0
1777227173477000,-0.0015348741,0,0,0,0,0,0,0,0,0,0
1777227173981000,-0.0014251437,0,0,0,0,0,0,0,0,0,0
1777227174485000,-0.0012279062,0,0,0,0,0,0,0,0,0,0
1777227174989000,-0.0009442673,0,0,0,0,0,0,0,0,0,0
1777227175493000,-0.001100577,0,0,0,0,0,0,0,0,0,0
1777227175997000,-0.001136104,0,0,0,0,0,0,0,0,0,0
1777227176501000,-0.0014387064,0,0,0,0,0,0,0,0,0,0
1777227177005000,-0.0018295252,0,0,0,0,0,0,0,0,0,0
1777227177509000,-0.0016792325,0,0,0,0,0,0,0,0,0,0
1777227178013000,-0.0015263768,0,0,0,0,0,0,0,0,0,0
1777227178373000,-0.0014220627,0,0,0,0,0,0,0,0,0,0
1777227178385000,-0.0014220627,0,0,0,0,0,0,0,0,0,0
1777227178649000,-0.003933334,0,0,0,0,0,0,0,0,0,0
1777227179157000,-0.013956228,0,0,0,0,0,0,0,0,0,0
1777227179661000,-0.022427175,0,0,0,0,0,0,0,0,0,0
1777227180165000,-0.022101553,0,0,0,0,0,0,0,0,0,0
1777227180669000,-0.020542152,0,0,0,0,0,0,0,0,0,0
1777227181173000,-0.018767843,0,0,0,0,0,0,0,0,0,0
1777227181677000,-0.018507963,0,0,0,0,0,0,0,0,0,0
1777227182181000,-0.01731082,0,0,0,0,0,0,0,0,0,0
1777227182685000,-0.017046869,0,0,0,0,0,0,0,0,0,0
1777227183189000,-0.016429693,0,0,0,0,0,0,0,0,0,0
1777227183693000,-0.0151948575,0,0,0,0,0,0,0,0,0,0
1777227184197000,-0.015326578,0,0,0,0,0,0,0,0,0,0
1777227184701000,-0.014857293,0,0,0,0,0,0,0,0,0,0
1777227185205000,-0.014365513,0,0,0,0,0,0,0,0,0,0
1777227185709000,-0.013379123,0,0,0,0,0,0,0,0,0,0
1777227186213000,-0.013437588,0,0,0,0,0,0,0,0,0,0
1777227186717000,-0.012859254,0,0,0,0,0,0,0,0,0,0
1777227187221000,-0.011756,0,0,0,0,0,0,0,0,0,0
1777227187725000,-0.011159768,0,0,0,0,0,0,0,0,0,0
1777227188229000,-0.010510366,0,0,0,0,0,0,0,0,0,0
1777227188733000,-0.009873086,0,0,0,0,0,0,0,0,0,0
1777227189237000,-0.0091806315,0,0,0,0,0,0,0,0,0,0
1777227189741000,-0.008144623,0,0,0,0,0,0,0,0,0,0
1777227190245000,-0.00791788,0,0,0,0,0,0,0,0,0,0
1777227190749000,-0.0073219514,0,0,0,0,0,0,0,0,0,0
