timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
1777227097933000,1777227097781000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025000637,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,-0.0065498645,-0.0029069893,-1.1146069e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777227097941000,1777227097789000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025000637,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,-0.0050810915,0.0009471027,-6.9737434e-06,0.0,0.0,0.0,0.0,0.0,0.0
1777227097949000,1777227097797000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025000637,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,-0.001419616,-0.0042444505,-9.536743e-07,0.0,0.0,0.0,0.0,0.0,0.0
1777227097957000,1777227097805000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04513901,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,-0.0071217567,-0.0066963113,-2.6166439e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777227097965000,1777227097813000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04513901,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,-0.00635383,-0.007819455,-2.783537e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777227097973000,1777227097821000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04513901,0.0,0.0,0.0,0.0,0.0,-0.21502362,-0.008915787,-0.4304581,0.0020669417,-0.0017282175,-3.8146973e-06,0.0,0.0,0.0,0.0,0.0,0.0
1777227097989000,1777227097837000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04513901,0.0,0.0,0.0,0.0,0.0,-0.20809491,-0.008590708,-0.43335035,0.003234466,0.0002660338,-9.834766e-06,0.0,0.0,0.0,0.0,0.0,0.0
1777227097997000,1777227097845000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04513901,0.0,0.0,0.0,0.0,0.0,-0.20809491,-0.008590708,-0.43335035,-0.003935758,-0.0005532382,-1.847744e-06,0.0,0.0,0.0,0.0,0.0,0.0
1777227098005000,1777227097853000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025979881,0.0,0.0,0.0,0.0,0.0,-0.20809491,-0.008590708,-0.43335035,0.0011359942,-0.0062360303,-9.655952e-06,0.0,0.0,0.0,0.0,0.0,0.0
1777227098013000,1777227097861000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025979881,0.0,0.0,0.0,0.0,0.0,-0.20809491,-0.008590708,-0.43335035,-0.001051877,-0.0072790273,-1.21593475e-05,0.0,0.0,0.0,0.0,0.0,0.0
