timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777227097557000,211,0,148,5,255,0,0
1777227098641000,211,0,148,0,0,0,0
1777227117781000,410,0,0,0,0,255,0
1777227118061000,176,0,0,0,0,255,0
1777227118069000,176,0,0,0,0,255,0
1777227118153000,400,0,0,0,0,255,0
1777227154033000,176,0,0,0,0,255,0
1777227154037000,176,0,0,0,0,255,0
1777227178373000,176,0,190,0,0,255,0
