timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777227098297000,1777227098297000,1310988,1310988,9.447275e-06,-3.9482693e-05,4.918892e-05,6.7037654e-05,2.39427e-05,-0.03921224,4000,4000,0,0,0,1
1777227098797000,1777227098797000,1310988,1310988,-6.531679e-06,2.123737e-05,1.2520231e-06,0.0002394202,-0.00023463112,-0.039293647,4000,4000,0,0,0,1
1777227099297000,1777227099297000,1310988,1310988,4.121003e-06,-2.1984351e-06,-1.94379e-06,2.3942017e-05,-0.00011492099,-0.039542638,4000,4000,0,0,0,1
1777227099797000,1777227099797000,1310988,1310988,2.6491656e-05,5.1064802e-05,2.3622435e-05,1.43652105e-05,-8.140217e-05,-0.039240967,4000,4000,0,0,0,1
1777227100297000,1777227100297000,1310988,1310988,9.447346e-06,5.258448e-06,2.3622548e-05,-0.00022026658,-2.3941335e-05,-0.039111685,4000,4000,0,0,0,1
1777227100797000,1777227100797000,1310988,1310988,1.796942e-05,1.2715292e-05,6.5783447e-06,-9.097968e-05,-3.3518143e-05,-0.039240967,4000,4000,0,0,0,1
1777227101297000,1777227101297000,1310988,1310988,1.2643128e-05,1.591105e-05,-1.9438285e-06,0.00020590136,6.868898e-10,-0.03935589,4000,4000,0,0,0,1
1777227101797000,1777227101797000,1310988,1310988,-4.4010794e-06,-3.202585e-05,1.1904634e-05,-0.00013407531,3.351952e-05,-0.039384622,4000,4000,0,0,0,1
1777227102297000,1777227102297000,1310988,1310988,2.009993e-05,9.51943e-06,2.255735e-05,1.4365211e-05,8.1403545e-05,-0.039226606,4000,4000,0,0,0,1
1777227102797000,1777227102797000,1310988,1310988,3.0752602e-05,1.9106787e-05,3.2144733e-05,-1.9153615e-05,0.00020111367,-0.03905422,4000,4000,0,0,0,1
1777227103297000,1777227103297000,1310988,1310988,-1.8249544e-05,3.0824773e-05,-1.943815e-06,7.182605e-05,-1.9152929e-05,-0.03922182,4000,4000,0,0,0,1
1777227103797000,1777227103797000,1310988,1310988,8.382019e-06,1.5911082e-05,2.468782e-05,-7.182605e-05,4.7884718e-05,-0.03904464,4000,4000,0,0,0,1
1777227104297000,1777227104297000,1310988,1310988,-2.9967483e-05,-6.459468e-06,-7.270072e-06,-4.3095635e-05,6.224993e-05,-0.03936068,4000,4000,0,0,0,1
1777227104797000,1777227104797000,1310988,1310988,8.382088e-06,-2.8830045e-05,1.2520634e-06,-0.00019632453,1.4365896e-05,-0.03925055,4000,4000,0,0,0,1
1777227105297000,1777227105297000,1310988,1310988,1.2643139e-05,1.3780421e-05,-3.070597e-05,-0.000114921684,-3.830655e-05,-0.039193086,4000,4000,0,0,0,1
1777227105797000,1777227105797000,1310988,1310988,1.3708371e-05,-2.4568999e-05,7.6435745e-06,-7.6614466e-05,-7.1825365e-05,-0.03928406,4000,4000,0,0,0,1
1777227106297000,1777227106297000,1310988,1310988,3.0557917e-06,-1.7112132e-05,-4.242385e-05,7.6614466e-05,8.6191954e-05,-0.039164353,4000,4000,0,0,0,1
1777227106797000,1777227106797000,1310988,1310988,-1.0792628e-05,-1.6046932e-05,-3.390173e-05,-7.6614466e-05,-2.394133e-05,-0.03936068,4000,4000,0,0,0,1
1777227107297000,1777227107297000,1310988,1310988,-8.6621985e-06,1.9106832e-05,-3.0090864e-06,-0.000100556485,9.576875e-05,-0.039217032,4000,4000,0,0,0,1
1777227107797000,1777227107797000,1310988,1310988,1.1577899e-05,-4.5874276e-05,-3.009022e-06,4.3095635e-05,0.00010055717,-0.03929843,4000,4000,0,0,0,1
1777227108297000,1777227108297000,1310988,1310988,5.1862216e-06,2.975949e-05,-2.0053309e-05,-0.00020590138,-0.00015322825,-0.03936547,4000,4000,0,0,0,1
1777227108797000,1777227108797000,1310988,1310988,2.3295763e-05,-1.1331555e-06,2.3173461e-06,0.00011013329,0.000114922375,-0.039298434,4000,4000,0,0,0,1
1777227109297000,1777227109297000,1310988,1310988,2.542634e-05,3.0824736e-05,-1.0465894e-05,0.00018195936,0.000114922375,-0.039221816,4000,4000,0,0,0,1
1777227109797000,1777227109797000,1310988,1310988,3.0556785e-06,4.1477397e-05,2.0426804e-05,8.140285e-05,-4.7877124e-06,-0.039351102,4000,4000,0,0,0,1
1777227110297000,1777227110297000,1310988,1310988,1.5838972e-05,3.4020544e-05,-1.2596425e-05,-0.0001197101,0.0001436528,-0.03914042,4000,4000,0,0,0,1
1777227110797000,1777227110797000,1310988,1310988,1.1577839e-05,2.8694234e-05,9.774157e-06,-8.140286e-05,-1.9152933e-05,-0.039159562,4000,4000,0,0,0,1
1777227111297000,1777227111297000,1310988,1310988,1.6904136e-05,1.16501e-05,-1.4726936e-05,5.7460842e-05,-8.140218e-05,-0.039298434,4000,4000,0,0,0,1
1777227111797000,1777227111797000,1310988,1310988,-1.2052838e-06,1.3780534e-05,2.5753096e-05,-8.140286e-05,-4.7877156e-06,-0.039375048,4000,4000,0,0,0,1
1777227112297000,1777227112297000,1310988,1310988,-2.3575838e-05,1.0584794e-05,-1.2596464e-05,-2.3942017e-05,-0.0002202659,-0.039111685,4000,4000,0,0,0,1
1777227112797000,1777227112797000,1310988,1310988,4.120999e-06,4.1477422e-05,-5.139552e-06,0.00022026658,-0.00020111229,-0.039001547,4000,4000,0,0,0,1
1777227113297000,1777227113297000,1310988,1310988,-1.2053587e-06,-1.1332236e-06,-2.4314333e-05,1.9153616e-05,-0.00021068908,-0.039135627,4000,4000,0,0,0,1
1777227113797000,1777227113797000,1310988,1310988,1.9034584e-05,-8.59008e-06,4.386262e-05,8.140286e-05,-9.097899e-05,-0.039240967,4000,4000,0,0,0,1
1777227114297000,1777227114297000,1310988,1310988,-7.596919e-06,1.5911051e-05,1.2519413e-06,0.000114921684,9.576875e-05,-0.0392697,4000,4000,0,0,0,1
1777227114797000,1777227114797000,1310988,1310988,-3.5293815e-05,-4.9070055e-05,-8.7837407e-07,-0.00015322893,9.576875e-05,-0.038896203,4000,4000,0,0,0,1
1777227115297000,1777227115297000,1310988,1310988,-1.3988423e-05,1.9106923e-05,1.2520213e-06,-5.746084e-05,5.2673127e-05,-0.039169136,4000,4000,0,0,0,1
1777227115797000,1777227115797000,1310988,1310988,1.990495e-06,-6.789474e-08,-1.8988023e-05,5.267244e-05,-0.0002489963,-0.03909732,4000,4000,0,0,0,1
1777227116297000,1777227116297000,1310988,1310988,-6.531626e-06,-9.655333e-06,1.0839352e-05,-1.9153615e-05,-0.00013886302,-0.039279275,4000,4000,0,0,0,1
1777227116797000,1777227116797000,1310988,1310988,-1.5053885e-05,1.2715321e-05,-6.479435e-05,9.576808e-06,0.00016759483,-0.039149992,4000,4000,0,0,0,1
