timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
1777227097933000,1777227097781000,1777227097781000,0,0.0050250175,0.0013500724,-0.99998647,1.0,1.0,1.0,-0.0065498645,-0.0029069893,-1.1146069e-05,-0.0023802917,0.009782722,8.074191e-05,1.0004839,1.0004836,1.0,0.0006860797,0.00013514406,1.9877575e-09,-0.00030181246,0.0029182585,2.7855896e-07,0,0,1
1777227097941000,1777227097789000,1777227097789000,0,0.0035163173,-0.0025117428,-0.99999064,1.0,1.0,1.0,-0.0050810915,0.0009471027,-6.9737434e-06,-0.002422824,0.009643579,7.9360565e-05,1.0004839,1.0004838,1.0,0.0004128801,1.4345102e-05,7.7812956e-10,-0.00030356157,0.0028725276,2.7415996e-07,0,0,1
1777227097949000,1777227097797000,1777227097797000,0,-0.00013670804,0.0026477694,-0.99999654,1.0,1.0,1.0,-0.001419616,-0.0042444505,-9.536743e-07,-0.0024070255,0.00942487,7.809577e-05,1.000484,1.0004838,1.0,3.2229356e-05,0.00028810638,1.4551915e-11,-0.00029928863,0.0028227537,2.6984225e-07,0,0,1
1777227097957000,1777227097805000,1777227097805000,0,0.0055986536,0.005093627,-0.99997133,1.0,1.0,1.0,-0.0071217567,-0.0066963113,-2.6166439e-05,-0.0024812734,0.009170993,7.645385e-05,1.0004841,1.0004839,1.0,0.000811118,0.0007171025,1.09549205e-08,-0.00030734894,0.002767008,2.6542025e-07,0,0,1
1777227097965000,1777227097813000,1777227097813000,0,0.004802762,0.006140389,-0.9999696,1.0,1.0,1.0,-0.00635383,-0.007819455,-2.783537e-05,-0.0025422585,0.008903427,7.48115e-05,1.0004842,1.000484,1.0,0.00064562587,0.0009778289,1.2396924e-08,-0.00031267613,0.0027080341,2.610452e-07,0,0,1
1777227097973000,1777227097821000,1777227097821000,0,-0.0035983904,-5.84313e-05,-0.99999344,1.0,1.0,1.0,0.0020669417,-0.0017282175,-3.8146973e-06,-0.0024696726,0.008735999,7.357329e-05,1.0004843,1.0004841,1.0,6.832288e-05,4.7764635e-05,2.3283064e-10,-0.00030667614,0.0026646357,2.5693058e-07,0,0,1
1777227097989000,1777227097837000,1777227097837000,0,-0.0045190966,-0.0020414323,-0.9999877,1.0,1.0,1.0,0.003234466,0.0002660338,-9.834766e-06,-0.0022958606,0.008440319,7.101684e-05,1.0004847,1.0004845,1.0,0.00016730724,1.1318375e-06,1.5475621e-09,-0.00029230324,0.002580643,2.4886677e-07,0,0,1
1777227097997000,1777227097845000,1777227097845000,0,0.0026522728,-0.0012889194,-0.99999565,1.0,1.0,1.0,-0.003935758,-0.0005532382,-1.847744e-06,-0.0023216857,0.008298689,6.986936e-05,1.0004848,1.0004846,1.0,0.00024772296,4.8947904e-06,5.4626526e-11,-0.0002916012,0.0025399257,2.4494673e-07,0,0,1
1777227098005000,1777227097853000,1777227097853000,0,-0.0023298233,0.0043457462,-0.99998784,1.0,1.0,1.0,0.0011359942,-0.0062360303,-9.655952e-06,-0.002267234,0.008069796,6.8616995e-05,1.0004851,1.0004848,1.0,2.0637715e-05,0.00062190765,1.4917987e-09,-0.00028668405,0.002490133,2.410658e-07,0,0,1
1777227098013000,1777227097861000,1777227097861000,0,-3.029027e-05,0.005392387,-0.99998546,1.0,1.0,1.0,-0.001051877,-0.0072790273,-1.21593475e-05,-0.0022480946,0.007828082,6.7344925e-05,1.0004852,1.000485,1.0,1.769454e-05,0.0008473369,2.3655957e-09,-0.000282448,0.0024375746,2.3723224e-07,0,0,1
