timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
1777227098253000,1777227098098970,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098309000,1777227098150972,0.0018715139,0.0005981446,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098357000,1777227098202973,0.0018617818,0.0013976465,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098413000,1777227098254975,0.0013244556,0.00068847416,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098461000,1777227098306977,0.0013463808,0.0012860902,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098517000,1777227098358978,0.0013393795,0.0015784747,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098565000,1777227098410980,0.0013231297,0.0024705348,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098621000,1777227098462981,0.00072194467,0.001359055,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098669000,1777227098514982,0.0014708294,0.0015503521,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098725000,1777227098566983,0.0013577858,0.0012432178,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098773000,1777227098618984,0.0014673694,0.0021370216,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098829000,1777227098670985,4.872004e-05,0.00072515185,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098877000,1777227098722986,0.0013552078,0.0013225772,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098933000,1777227098774987,0.001891921,0.0020145522,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227098981000,1777227098826988,0.001882083,0.0024038567,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099037000,1777227098878989,0.001872296,0.0016925039,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099085000,1777227098930990,0.0013203921,0.0017813591,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099141000,1777227098982990,0.0026560188,0.0024740002,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099189000,1777227099034991,0.0012997158,0.00045918184,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099245000,1777227099086992,0.00075669645,5.7013764e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099293000,1777227099138992,0.0012909347,4.093896e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099349000,1777227099190993,0.002282499,0.0007588345,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099397000,1777227099242993,0.0018177879,0.00045276448,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099453000,1777227099294994,0.0018083353,0.00064822275,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777227099501000,1777227099346994,0.002455626,0.00084626797,0.0,0,1,0,0,1,1,0,0,0,0,0,0
