timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
1777227097545000,0,0,0,0,0,0,0
1777227098049000,0,0,0,0,0,0,0
1777227098169000,0,0,0,0,0,0,0
1777227098277000,0,0,0,0,0,0,0
1777227098781000,0,0,0,0,0,0,0
1777227099285000,0,0,0,0,0,0,0
1777227099789000,0,0,0,0,0,0,0
1777227100293000,0,0,0,0,0,0,0
1777227100797000,0,0,0,0,0,0,0
1777227101301000,0,0,0,0,0,0,0
1777227101805000,0,0,0,0,0,0,0
1777227102309000,0,0,0,0,0,0,0
1777227102813000,0,0,0,0,0,0,0
1777227103317000,0,0,0,0,0,0,0
1777227103821000,0,0,0,0,0,0,0
1777227104325000,0,0,0,0,0,0,0
1777227104829000,0,0,0,0,0,0,0
1777227105333000,0,0,0,0,0,0,0
1777227105837000,0,0,0,0,0,0,0
1777227106341000,0,0,0,0,0,0,0
1777227106845000,0,0,0,0,0,0,0
1777227107349000,0,0,0,0,0,0,0
1777227107857000,0,0,0,0,0,0,0
1777227108097000,0,0,1,0,0,0,0
1777227108157000,0,0,1,0,0,0,0
1777227108661000,0,0,1,0,0,0,0
1777227109165000,0,0,1,0,0,0,0
1777227109669000,0,0,1,0,0,0,0
1777227110173000,0,0,1,0,0,0,0
1777227110677000,0,0,1,0,0,0,0
1777227111181000,0,0,1,0,0,0,0
1777227111685000,0,0,1,0,0,0,0
1777227112189000,0,0,1,0,0,0,0
1777227112693000,0,0,1,0,0,0,0
1777227113197000,0,0,1,0,0,0,0
1777227113701000,0,0,1,0,0,0,0
1777227114205000,0,0,1,0,0,0,0
1777227114709000,0,0,1,0,0,0,0
1777227115213000,0,0,1,0,0,0,0
1777227115717000,0,0,1,0,0,0,0
1777227116221000,0,0,1,0,0,0,0
1777227116725000,0,0,1,0,0,0,0
1777227117229000,0,0,1,0,0,0,0
1777227117733000,0,0,1,0,0,0,0
1777227118069000,0,0,1,0,0,0,0
1777227118081000,0,0,1,0,0,0,0
1777227118153000,1,0,1,0,0,0,0
1777227118657000,1,0,1,0,0,0,0
1777227119161000,1,0,1,0,0,0,0
1777227119665000,1,0,1,0,0,0,0
1777227120169000,1,0,1,0,0,0,0
1777227120673000,1,0,1,0,0,0,0
1777227121177000,1,0,1,0,0,0,0
1777227121681000,1,0,1,0,0,0,0
1777227122185000,1,0,1,0,0,0,0
1777227122689000,1,0,1,0,0,0,0
1777227123193000,1,0,1,0,0,0,0
1777227123697000,1,0,1,0,0,0,0
1777227124201000,1,0,1,0,0,0,0
1777227124705000,1,0,1,0,0,0,0
1777227125209000,1,0,1,0,0,0,0
1777227125713000,1,0,1,0,0,0,0
1777227126217000,1,0,1,0,0,0,0
1777227126721000,1,0,1,0,0,0,0
1777227127225000,1,0,1,0,0,0,0
1777227127729000,1,0,1,0,0,0,0
1777227128233000,1,0,1,0,0,0,0
1777227128737000,1,0,1,0,0,0,0
1777227129241000,1,0,1,0,0,0,0
1777227129745000,1,0,1,0,0,0,0
1777227130249000,1,0,1,0,0,0,0
1777227130753000,1,0,1,0,0,0,0
1777227131257000,1,0,1,0,0,0,0
1777227131761000,1,0,1,0,0,0,0
1777227132265000,1,0,1,0,0,0,0
1777227132769000,1,0,1,0,0,0,0
1777227133273000,1,0,1,0,0,0,0
1777227133777000,1,0,1,0,0,0,0
1777227134281000,1,0,1,0,0,0,0
1777227134785000,1,0,1,0,0,0,0
1777227135289000,1,0,1,0,0,0,0
1777227135793000,1,0,1,0,0,0,0
1777227136297000,1,0,1,0,0,0,0
1777227136801000,1,0,1,0,0,0,0
1777227137305000,1,0,1,0,0,0,0
1777227137813000,1,0,1,0,0,0,0
1777227138317000,1,0,1,0,0,0,0
1777227138821000,1,0,1,0,0,0,0
1777227139325000,1,0,1,0,0,0,0
1777227139829000,1,0,1,0,0,0,0
1777227140333000,1,0,1,0,0,0,0
1777227140837000,1,0,1,0,0,0,0
1777227141341000,1,0,1,0,0,0,0
1777227141845000,1,0,1,0,0,0,0
1777227142349000,1,0,1,0,0,0,0
1777227142853000,1,0,1,0,0,0,0
1777227143357000,1,0,1,0,0,0,0
1777227143861000,1,0,1,0,0,0,0
1777227144365000,1,0,1,0,0,0,0
1777227144869000,1,0,1,0,0,0,0
1777227145373000,1,0,1,0,0,0,0
1777227145877000,1,0,1,0,0,0,0
1777227146381000,1,0,1,0,0,0,0
1777227146885000,1,0,1,0,0,0,0
1777227147389000,1,0,1,0,0,0,0
1777227147893000,1,0,1,0,0,0,0
1777227148397000,1,0,1,0,0,0,0
1777227148901000,1,0,1,0,0,0,0
1777227149405000,1,0,1,0,0,0,0
1777227149909000,1,0,1,0,0,0,0
1777227150413000,1,0,1,0,0,0,0
1777227150917000,1,0,1,0,0,0,0
1777227151421000,1,0,1,0,0,0,0
1777227151925000,1,0,1,0,0,0,0
1777227152429000,1,0,1,0,0,0,0
1777227152933000,1,0,1,0,0,0,0
1777227153437000,1,0,1,0,0,0,0
1777227153941000,1,0,1,0,0,0,0
1777227154037000,1,0,1,0,0,0,0
1777227154049000,1,0,1,0,0,0,0
1777227154061000,1,0,1,0,0,0,0
1777227154325000,1,0,1,0,0,0,0
1777227154829000,1,0,1,0,0,0,0
1777227155333000,1,0,1,0,0,0,0
1777227155837000,1,0,1,0,0,0,0
1777227156341000,1,0,1,0,0,0,0
1777227156845000,1,0,1,0,0,0,0
1777227157349000,1,0,1,0,0,0,0
1777227157853000,1,0,1,0,0,0,0
1777227158357000,1,0,1,0,0,0,0
1777227158861000,1,0,1,0,0,0,0
1777227159365000,1,0,1,0,0,0,0
1777227159869000,1,0,1,0,0,0,0
1777227160373000,1,0,1,0,0,0,0
1777227160877000,1,0,1,0,0,0,0
1777227161381000,1,0,1,0,0,0,0
1777227161885000,1,0,1,0,0,0,0
1777227162389000,1,0,1,0,0,0,0
1777227162893000,1,0,1,0,0,0,0
1777227163397000,1,0,1,0,0,0,0
1777227163901000,1,0,1,0,0,0,0
1777227164405000,1,0,1,0,0,0,0
1777227164909000,1,0,1,0,0,0,0
1777227165413000,1,0,1,0,0,0,0
1777227165917000,1,0,1,0,0,0,0
1777227166421000,1,0,1,0,0,0,0
1777227166925000,1,0,1,0,0,0,0
1777227167429000,1,0,1,0,0,0,0
1777227167933000,1,0,1,0,0,0,0
1777227168437000,1,0,1,0,0,0,0
1777227168941000,1,0,1,0,0,0,0
1777227169445000,1,0,1,0,0,0,0
1777227169949000,1,0,1,0,0,0,0
1777227170453000,1,0,1,0,0,0,0
1777227170957000,1,0,1,0,0,0,0
1777227171461000,1,0,1,0,0,0,0
1777227171965000,1,0,1,0,0,0,0
1777227172469000,1,0,1,0,0,0,0
1777227172973000,1,0,1,0,0,0,0
1777227173477000,1,0,1,0,0,0,0
1777227173981000,1,0,1,0,0,0,0
1777227174485000,1,0,1,0,0,0,0
1777227174989000,1,0,1,0,0,0,0
1777227175493000,1,0,1,0,0,0,0
1777227175997000,1,0,1,0,0,0,0
1777227176501000,1,0,1,0,0,0,0
1777227177005000,1,0,1,0,0,0,0
1777227177509000,1,0,1,0,0,0,0
1777227178013000,1,0,1,0,0,0,0
1777227178373000,1,0,1,0,0,0,0
1777227178385000,1,0,1,0,0,0,0
1777227178649000,1,0,1,0,0,0,0
1777227179157000,1,0,1,0,0,0,0
1777227179661000,1,0,1,0,0,0,0
1777227180165000,1,0,1,0,0,0,0
1777227180669000,1,0,1,0,0,0,0
1777227181173000,1,0,1,0,0,0,0
1777227181677000,1,0,1,0,0,0,0
1777227182181000,1,0,1,0,0,0,0
1777227182685000,1,0,1,0,0,0,0
1777227183189000,1,0,1,0,0,0,0
1777227183693000,1,0,1,0,0,0,0
1777227184197000,1,0,1,0,0,0,0
1777227184701000,1,0,1,0,0,0,0
1777227185205000,1,0,1,0,0,0,0
1777227185709000,1,0,1,0,0,0,0
1777227186213000,1,0,1,0,0,0,0
1777227186717000,1,0,1,0,0,0,0
1777227187221000,1,0,1,0,0,0,0
1777227187725000,1,0,1,0,0,0,0
1777227188229000,1,0,1,0,0,0,0
1777227188733000,1,0,1,0,0,0,0
1777227189237000,1,0,1,0,0,0,0
1777227189741000,1,0,1,0,0,0,0
1777227190245000,1,0,1,0,0,0,0
1777227190749000,1,0,1,0,0,0,0
1777227191253000,1,0,1,0,0,0,0
1777227191757000,1,0,1,0,0,0,0
1777227192261000,1,0,1,0,0,0,0
1777227192765000,1,0,1,0,0,0,0
1777227193269000,1,0,1,0,0,0,0
