timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1777227097933000,1777227097781000,0.99999934,0.000777509,-0.00076109276,-0.00032494674,0.00053892087,0.0004859479,0.007069892,0.0,0.0,-0.011486369,-0.00023671812,-0.00088117353,0.0014156158,0.0037667798,-0.0040551084,-0.21028073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014863694,0.00048339818,0.00048360796,6.0956485e-05,2.76841e-05,2.7681746e-05,2.6182523e-05,0.0001006145,0.00010061455,33.333347,0.00011079821,0.00011079817,0.00010597519,0.038237106,0.03823836,0.0023327824,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097941000,1777227097789000,0.99999934,0.0007822809,-0.0007814278,-0.00034375273,0.00092875736,0.0004130045,0.0087715825,0.0,0.0,-0.011423003,-0.00023673594,-0.0008812689,0.0014156079,0.003746235,-0.0040512797,-0.21028073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014230032,0.00048347213,0.00048368148,6.224865e-05,3.7891186e-05,3.788718e-05,3.511256e-05,0.00010062136,0.0001006214,33.333347,0.000110797926,0.00011079789,0.000105975254,0.03822075,0.03822201,0.0023327828,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097949000,1777227097797000,0.99999934,0.0007970122,-0.0007781293,-0.00038916065,0.0010381317,0.00073917554,0.010334602,0.0,0.0,-0.011346578,-0.00023665256,-0.00088129676,0.0014156036,0.0037404937,-0.004068431,-0.2102807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013465779,0.00048356006,0.00048376893,6.355438e-05,4.8768503e-05,4.8762053e-05,4.434133e-05,0.00010063258,0.00010063261,33.333347,0.000110797606,0.00011079757,0.00010597532,0.038204405,0.038205676,0.0023327833,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097957000,1777227097805000,0.99999934,0.00079952006,-0.0007601615,-0.0004058073,0.0015856891,0.0012537306,0.011941695,0.0,0.0,-0.008443043,-0.00023625811,-0.00088146335,0.0014155916,0.0037117214,-0.004095361,-0.21028067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012574717,0.00048366093,0.00048386934,6.487368e-05,6.030557e-05,6.029581e-05,5.3869317e-05,5.0161892e-05,5.01619e-05,25.000008,0.00011079565,0.00011079561,0.000105975385,0.038188078,0.03818935,0.0023327838,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097965000,1777227097813000,0.9999993,0.00083731866,-0.0007743465,-0.0004176565,0.00207697,0.0018573046,0.0131226815,0.0,0.0,-0.008342784,-0.00023609083,-0.00088159926,0.0014155774,0.0036860548,-0.0041269283,-0.21028061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016572159,0.00048377685,0.0004839848,6.620655e-05,7.2554336e-05,7.254041e-05,6.3696425e-05,5.01761e-05,5.0176106e-05,25.000008,0.000110795256,0.00011079522,0.00010597545,0.03817176,0.038173042,0.0023327842,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097973000,1777227097821000,0.9999992,0.00089257804,-0.00076660805,-0.00042893976,0.0019177408,0.0019906713,0.014445565,0.0,0.0,-0.008232511,-0.00023605229,-0.0008815532,0.0014155799,0.003694396,-0.0041339044,-0.2102806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017674891,0.0004839065,0.000484114,6.7552966e-05,8.547916e-05,8.5461295e-05,7.382071e-05,5.0199338e-05,5.019934e-05,25.000008,0.00011079483,0.00011079479,0.000105975516,0.03815546,0.038156748,0.0023327847,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097989000,1777227097837000,0.99999934,0.00088749,-0.0006434776,-0.00042646338,0.0014442151,0.0021029655,0.018086918,0.0,0.0,-0.007969913,-0.00023601844,-0.0008814073,0.0014155895,0.0037193354,-0.004139833,-0.21028058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020300867,0.0004842074,0.000484414,7.028649e-05,0.00011330691,0.00011328035,9.496493e-05,5.0280676e-05,5.028066e-05,25.000008,0.000110793844,0.00011079381,0.00010597565,0.0381229,0.0381242,0.0023327856,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227097997000,1777227097845000,0.99999934,0.00092066167,-0.00064119685,-0.00044257008,0.0017470587,0.0021452613,0.01954916,0.0,0.0,-0.0078193685,-0.00023600472,-0.00088150526,0.0014155827,0.0037034685,-0.00414206,-0.21028058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021806313,0.00048437875,0.00048458486,7.167362e-05,0.00012829417,0.00012826246,0.0001059852,5.034298e-05,5.034295e-05,25.000008,0.00011079329,0.000110793255,0.00010597571,0.03810664,0.038107947,0.002332786,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227098005000,1777227097853000,0.99999934,0.0009433878,-0.00059757556,-0.0004085732,0.0016603954,0.002623205,0.021313407,0.0,0.0,-0.0076559177,-0.00023584397,-0.000881476,0.0014155816,0.0037080394,-0.0041671842,-0.21028054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002344082,0.00048456388,0.00048476955,7.3074305e-05,0.00014395163,0.00014391339,0.00011730494,5.0422746e-05,5.0422695e-05,25.000008,0.000110792695,0.00011079266,0.00010597578,0.038090393,0.038091708,0.0023327866,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
1777227098013000,1777227097861000,0.9999994,0.00094135886,-0.00054117234,-0.00036499268,0.0017411342,0.0031790629,0.023331773,0.0,0.0,-0.0074773366,-0.00023564999,-0.000881504,0.0014155763,0.0037037977,-0.004196497,-0.21028048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025226632,0.00048476283,0.00048496804,7.4488555e-05,0.00016028197,0.00016023635,0.00012892381,5.05224e-05,5.0522325e-05,25.000008,0.00011079205,0.00011079201,0.00010597584,0.03807416,0.038075484,0.002332787,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1e-04,25
