timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
1777227106557000,47.3977419,8.5455939,488.006,0.0,0.0,0.0,0.0,0.0,0.0,63,1,1,0,0
1777227106569000,47.3977419,8.5455939,488.006,0.0,0.0,0.0,0.0,0.0,0.0,64,1,1,0,0
1777227106581000,47.3977419,8.5455939,488.006,0.0,0.0,0.0,0.0,0.0,0.0,65,1,1,0,0
1777227106593000,47.397742,8.5455939,488.008,0.0,0.0,0.0,0.0,0.0,0.0,66,1,1,0,0
1777227106605000,47.397742,8.5455939,488.008,0.0,0.0,0.0,0.0,0.0,0.0,67,1,1,0,0
1777227106617000,47.397742,8.5455939,488.008,0.0,0.0,0.0,0.0,0.0,0.0,68,1,1,0,0
1777227106629000,47.397742,8.5455939,488.008,0.0,0.0,0.0,0.0,0.0,0.0,69,1,1,0,0
1777227106641000,47.397742,8.545594,488.012,0.0,0.0,0.0,0.0,0.0,0.0,70,1,1,0,0
1777227106653000,47.397742,8.545594,488.012,0.0,0.0,0.0,0.0,0.0,0.0,71,1,1,0,0
1777227106665000,47.397742,8.545594,488.012,0.0,0.0,0.0,0.0,0.0,0.0,72,1,1,0,0
1777227106677000,47.397742,8.545594,488.012,0.0,0.0,0.0,0.0,0.0,0.0,73,1,1,0,0
1777227106689000,47.397742,8.545594,488.012,0.0,0.0,0.0,0.0,0.0,0.0,74,1,1,0,0
1777227106701000,47.397742,8.545594099999999,488.003,0.0,0.0,0.0,0.0,0.0,0.0,75,1,1,0,0
1777227106713000,47.397742,8.545594099999999,488.003,0.0,0.0,0.0,0.0,0.0,0.0,76,1,1,0,0
1777227106725000,47.397742,8.545594099999999,488.003,0.0,0.0,0.0,0.0,0.0,0.0,77,1,1,0,0
1777227106737000,47.397742,8.545594099999999,488.003,0.0,0.0,0.0,0.0,0.0,0.0,78,1,1,0,0
1777227106749000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,79,1,1,0,0
1777227106761000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,80,1,1,0,0
1777227106773000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,81,1,1,0,0
1777227106785000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,82,1,1,0,0
1777227106797000,47.397742,8.545594099999999,487.995,0.0,0.0,0.0,0.0,0.0,0.0,83,1,1,0,0
1777227106809000,47.397742,8.545594099999999,487.995,0.0,0.0,0.0,0.0,0.0,0.0,84,1,1,0,0
1777227106821000,47.397742,8.545594099999999,487.995,0.0,0.0,0.0,0.0,0.0,0.0,85,1,1,0,0
1777227106833000,47.397742,8.545594099999999,487.995,0.0,0.0,0.0,0.0,0.0,0.0,86,1,1,0,0
1777227106845000,47.397742,8.545594099999999,487.995,0.0,0.0,0.0,0.0,0.0,0.0,87,1,1,0,0
1777227106857000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,88,1,1,0,0
1777227106869000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,89,1,1,0,0
1777227106881000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,90,1,1,0,0
1777227106893000,47.397742,8.545594099999999,488.01,0.0,0.0,0.0,0.0,0.0,0.0,91,1,1,0,0
1777227106905000,47.397742099999995,8.5455942,488.018,0.0,0.0,0.0,0.0,0.0,0.0,92,1,1,0,0
1777227106917000,47.397742099999995,8.5455942,488.018,0.0,0.0,0.0,0.0,0.0,0.0,93,1,1,0,0
1777227106929000,47.397742099999995,8.5455942,488.018,0.0,0.0,0.0,0.0,0.0,0.0,94,1,1,0,0
1777227106941000,47.397742099999995,8.5455942,488.018,0.0,0.0,0.0,0.0,0.0,0.0,95,1,1,0,0
1777227106953000,47.397742099999995,8.5455942,488.016,0.0,0.0,0.0,0.0,0.0,0.0,96,1,1,0,0
1777227106965000,47.397742099999995,8.5455942,488.016,0.0,0.0,0.0,0.0,0.0,0.0,97,1,1,0,0
1777227106977000,47.397742099999995,8.5455942,488.016,0.0,0.0,0.0,0.0,0.0,0.0,98,1,1,0,0
1777227106989000,47.397742099999995,8.5455942,488.016,0.0,0.0,0.0,0.0,0.0,0.0,99,1,1,0,0
1777227107001000,47.397742099999995,8.5455942,488.016,0.0,0.0,0.0,0.0,0.0,0.0,100,1,1,0,0
1777227107013000,47.397742099999995,8.5455942,488.014,0.0,0.0,0.0,0.0,0.0,0.0,101,1,1,0,0
1777227107025000,47.397742099999995,8.5455942,488.014,0.0,0.0,0.0,0.0,0.0,0.0,102,1,1,0,0
1777227107037000,47.397742099999995,8.5455942,488.014,0.0,0.0,0.0,0.0,0.0,0.0,103,1,1,0,0
1777227107097000,47.397742099999995,8.5455942,488.014,0.0,0.0,0.0,0.0,0.0,-0.0042710165,103,1,1,0,0
1777227108109000,47.39774206189761,8.545594046215966,488.02185,-0.004236792,-0.011575079,0.09024048,-0.0014398628,-0.0021512604,0.011492789,104,1,1,1,0
1777227198921000,47.398669246776116,8.545593932871242,487.65527,103.09402,-0.020106,0.45681763,-0.005683291,-0.0003911829,0.0001423364,105,1,1,1,0
